manufacturer,substation_id,source_file,window_start,window_end,label,lead_time_bucket,estimated_lead_time_hours,fault_event_id
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-02T12:00:00+00:00,2018-03-02T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-02T18:00:00+00:00,2018-03-03T00:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-03T00:00:00+00:00,2018-03-03T06:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-03T06:00:00+00:00,2018-03-03T12:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-03T12:00:00+00:00,2018-03-03T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-03T18:00:00+00:00,2018-03-04T00:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-04T00:00:00+00:00,2018-03-04T06:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-04T06:00:00+00:00,2018-03-04T12:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-04T12:00:00+00:00,2018-03-04T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-04T18:00:00+00:00,2018-03-05T00:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-05T00:00:00+00:00,2018-03-05T06:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-05T06:00:00+00:00,2018-03-05T12:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-05T12:00:00+00:00,2018-03-05T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-03-05T18:00:00+00:00,2018-03-06T00:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-11-29T00:00:00+00:00,2018-11-29T06:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-11-29T06:00:00+00:00,2018-11-29T12:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-11-29T12:00:00+00:00,2018-11-29T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-11-29T18:00:00+00:00,2018-11-30T00:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-11-30T00:00:00+00:00,2018-11-30T06:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-11-30T06:00:00+00:00,2018-11-30T12:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-11-30T12:00:00+00:00,2018-11-30T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-11-30T18:00:00+00:00,2018-12-01T00:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-01T00:00:00+00:00,2018-12-01T06:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-01T06:00:00+00:00,2018-12-01T12:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-01T12:00:00+00:00,2018-12-01T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-01T18:00:00+00:00,2018-12-02T00:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-02T00:00:00+00:00,2018-12-02T06:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-02T06:00:00+00:00,2018-12-02T12:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-02T12:00:00+00:00,2018-12-02T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-02T18:00:00+00:00,2018-12-03T00:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-03T00:00:00+00:00,2018-12-03T06:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-03T06:00:00+00:00,2018-12-03T12:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-03T12:00:00+00:00,2018-12-03T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-03T18:00:00+00:00,2018-12-04T00:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-04T00:00:00+00:00,2018-12-04T06:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-04T06:00:00+00:00,2018-12-04T12:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-04T12:00:00+00:00,2018-12-04T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-04T18:00:00+00:00,2018-12-05T00:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-05T00:00:00+00:00,2018-12-05T06:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-05T06:00:00+00:00,2018-12-05T12:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-05T12:00:00+00:00,2018-12-05T18:00:00+00:00,normal,,,
manufacturer 1,2,manufacturer 1/operational_data/substation_2.csv,2018-12-05T18:00:00+00:00,2018-12-06T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-11T00:00:00+00:00,2019-01-11T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-11T06:00:00+00:00,2019-01-11T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-11T12:00:00+00:00,2019-01-11T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-11T18:00:00+00:00,2019-01-12T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-12T00:00:00+00:00,2019-01-12T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-12T06:00:00+00:00,2019-01-12T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-12T12:00:00+00:00,2019-01-12T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-12T18:00:00+00:00,2019-01-13T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-13T00:00:00+00:00,2019-01-13T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-13T06:00:00+00:00,2019-01-13T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-13T12:00:00+00:00,2019-01-13T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-13T18:00:00+00:00,2019-01-14T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-14T00:00:00+00:00,2019-01-14T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-14T06:00:00+00:00,2019-01-14T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-14T12:00:00+00:00,2019-01-14T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-14T18:00:00+00:00,2019-01-15T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-15T00:00:00+00:00,2019-01-15T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-15T06:00:00+00:00,2019-01-15T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-15T12:00:00+00:00,2019-01-15T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-15T18:00:00+00:00,2019-01-16T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-16T00:00:00+00:00,2019-01-16T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-16T06:00:00+00:00,2019-01-16T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-16T12:00:00+00:00,2019-01-16T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-16T18:00:00+00:00,2019-01-17T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-17T00:00:00+00:00,2019-01-17T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-17T06:00:00+00:00,2019-01-17T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-17T12:00:00+00:00,2019-01-17T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-01-17T18:00:00+00:00,2019-01-18T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-01T00:00:00+00:00,2019-09-01T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-01T06:00:00+00:00,2019-09-01T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-01T12:00:00+00:00,2019-09-01T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-01T18:00:00+00:00,2019-09-02T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-02T00:00:00+00:00,2019-09-02T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-02T06:00:00+00:00,2019-09-02T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-02T12:00:00+00:00,2019-09-02T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-02T18:00:00+00:00,2019-09-03T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-03T00:00:00+00:00,2019-09-03T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-03T06:00:00+00:00,2019-09-03T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-03T12:00:00+00:00,2019-09-03T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-03T18:00:00+00:00,2019-09-04T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-04T00:00:00+00:00,2019-09-04T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-04T06:00:00+00:00,2019-09-04T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-04T12:00:00+00:00,2019-09-04T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-04T18:00:00+00:00,2019-09-05T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-05T00:00:00+00:00,2019-09-05T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-05T06:00:00+00:00,2019-09-05T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-05T12:00:00+00:00,2019-09-05T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-05T18:00:00+00:00,2019-09-06T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-06T00:00:00+00:00,2019-09-06T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-06T06:00:00+00:00,2019-09-06T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-06T12:00:00+00:00,2019-09-06T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-06T18:00:00+00:00,2019-09-07T00:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-07T00:00:00+00:00,2019-09-07T06:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-07T06:00:00+00:00,2019-09-07T12:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-07T12:00:00+00:00,2019-09-07T18:00:00+00:00,normal,,,
manufacturer 1,3,manufacturer 1/operational_data/substation_3.csv,2019-09-07T18:00:00+00:00,2019-09-08T00:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-19T00:00:00+00:00,2018-02-19T06:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-19T06:00:00+00:00,2018-02-19T12:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-19T12:00:00+00:00,2018-02-19T18:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-19T18:00:00+00:00,2018-02-20T00:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-20T00:00:00+00:00,2018-02-20T06:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-20T06:00:00+00:00,2018-02-20T12:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-20T12:00:00+00:00,2018-02-20T18:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-20T18:00:00+00:00,2018-02-21T00:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-21T00:00:00+00:00,2018-02-21T06:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-21T06:00:00+00:00,2018-02-21T12:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-21T12:00:00+00:00,2018-02-21T18:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-21T18:00:00+00:00,2018-02-22T00:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-22T00:00:00+00:00,2018-02-22T06:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-22T06:00:00+00:00,2018-02-22T12:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-22T12:00:00+00:00,2018-02-22T18:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-22T18:00:00+00:00,2018-02-23T00:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-23T00:00:00+00:00,2018-02-23T06:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-23T06:00:00+00:00,2018-02-23T12:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-23T12:00:00+00:00,2018-02-23T18:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-23T18:00:00+00:00,2018-02-24T00:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-24T00:00:00+00:00,2018-02-24T06:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-24T06:00:00+00:00,2018-02-24T12:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-24T12:00:00+00:00,2018-02-24T18:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-24T18:00:00+00:00,2018-02-25T00:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-25T00:00:00+00:00,2018-02-25T06:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-25T06:00:00+00:00,2018-02-25T12:00:00+00:00,normal,,,
manufacturer 1,4,manufacturer 1/operational_data/substation_4.csv,2018-02-25T12:00:00+00:00,2018-02-25T18:00:00+00:00,normal,,,
