manufacturer,substation_id,column_name,sample_non_null_count
manufacturer 1,18,p_hc1_return_temperature,200
manufacturer 1,18,p_hc1_return_temperature_setpoint,200
manufacturer 1,18,s_dhw_upper_storage_temperature,200
manufacturer 1,18,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,18,s_dhw_lower_storage_temperature,200
manufacturer 1,18,p_net_meter_energy,0
manufacturer 1,18,p_net_meter_volume,0
manufacturer 1,18,p_net_meter_heat_power,0
manufacturer 1,18,p_net_meter_flow,0
manufacturer 1,18,p_net_supply_temperature,0
manufacturer 1,18,p_net_return_temperature,0
manufacturer 1,19,timestamp,200
manufacturer 1,19,outdoor_temperature,0
manufacturer 1,19,p_dhw_return_temperature,200
manufacturer 1,19,s_hc1_supply_temperature,200
manufacturer 1,19,s_hc1_supply_temperature_setpoint,200
manufacturer 1,19,s_dhw_supply_temperature,200
manufacturer 1,19,s_dhw_supply_temperature_setpoint,200
manufacturer 1,19,p_hc1_return_temperature,200
manufacturer 1,19,s_dhw_upper_storage_temperature,200
manufacturer 1,19,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,19,s_dhw_lower_storage_temperature,200
manufacturer 1,19,p_net_meter_energy,200
manufacturer 1,19,p_net_meter_volume,200
manufacturer 1,19,p_net_meter_heat_power,200
manufacturer 1,19,p_net_meter_flow,200
manufacturer 1,19,p_net_supply_temperature,200
manufacturer 1,19,p_net_return_temperature,200
manufacturer 1,19,s_hc1.1_supply_temperature,0
manufacturer 1,19,s_hc1.2_supply_temperature,0
manufacturer 1,19,s_hc1.1_supply_temperature_setpoint,0
manufacturer 1,19,s_hc1.2_supply_temperature_setpoint,0
manufacturer 1,2,timestamp,200
manufacturer 1,2,outdoor_temperature,200
manufacturer 1,2,s_hc1_supply_temperature,200
manufacturer 1,2,s_hc1_supply_temperature_setpoint,200
manufacturer 1,2,p_hc1_return_temperature,200
manufacturer 1,2,p_net_meter_energy,0
manufacturer 1,2,p_net_meter_volume,0
manufacturer 1,2,p_net_meter_heat_power,0
manufacturer 1,2,p_net_meter_flow,0
manufacturer 1,2,p_net_supply_temperature,0
manufacturer 1,2,p_net_return_temperature,0
manufacturer 1,20,timestamp,200
manufacturer 1,20,outdoor_temperature,200
manufacturer 1,20,s_hc1_supply_temperature,200
manufacturer 1,20,s_hc1_supply_temperature_setpoint,200
manufacturer 1,20,s_dhw_supply_temperature,200
manufacturer 1,20,s_dhw_supply_temperature_setpoint,200
manufacturer 1,20,p_hc1_return_temperature,200
manufacturer 1,20,p_hc1_return_temperature_setpoint,200
manufacturer 1,20,s_dhw_upper_storage_temperature,200
manufacturer 1,20,s_dhw_lower_storage_temperature,200
manufacturer 1,20,p_net_meter_energy,0
manufacturer 1,20,p_net_meter_volume,0
manufacturer 1,20,p_net_meter_heat_power,0
manufacturer 1,20,p_net_meter_flow,0
manufacturer 1,20,p_net_supply_temperature,0
manufacturer 1,20,p_net_return_temperature,0
manufacturer 1,20,s_hc1.1_supply_temperature,200
manufacturer 1,20,s_hc1.2_supply_temperature,200
manufacturer 1,20,s_hc1.1_return_temperature,200
manufacturer 1,20,s_hc1.2_return_temperature,200
manufacturer 1,20,s_hc1.1_supply_temperature_setpoint,200
manufacturer 1,20,s_hc1.2_supply_temperature_setpoint,200
manufacturer 1,21,timestamp,200
manufacturer 1,21,outdoor_temperature,200
manufacturer 1,21,p_dhw_return_temperature_setpoint,200
manufacturer 1,21,s_hc1_supply_temperature,200
manufacturer 1,21,s_hc1_supply_temperature_setpoint,200
manufacturer 1,21,s_dhw_supply_temperature,200
manufacturer 1,21,s_dhw_supply_temperature_setpoint,200
manufacturer 1,21,p_hc1_return_temperature,200
manufacturer 1,21,s_dhw_upper_storage_temperature,200
manufacturer 1,21,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,21,s_dhw_lower_storage_temperature,200
manufacturer 1,21,p_net_meter_energy,0
manufacturer 1,21,p_net_meter_volume,0
manufacturer 1,21,p_net_meter_heat_power,0
manufacturer 1,21,p_net_meter_flow,0
manufacturer 1,21,p_net_supply_temperature,0
manufacturer 1,21,p_net_return_temperature,0
manufacturer 1,22,timestamp,200
manufacturer 1,22,outdoor_temperature,200
manufacturer 1,22,p_dhw_return_temperature,200
manufacturer 1,22,p_dhw_return_temperature_setpoint,200
manufacturer 1,22,s_hc1_supply_temperature,200
manufacturer 1,22,s_hc1_supply_temperature_setpoint,200
manufacturer 1,22,s_dhw_supply_temperature,200
manufacturer 1,22,s_dhw_supply_temperature_setpoint,200
manufacturer 1,22,p_hc1_return_temperature,200
manufacturer 1,22,p_hc1_return_temperature_setpoint,200
manufacturer 1,22,s_dhw_upper_storage_temperature,200
manufacturer 1,22,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,22,s_dhw_lower_storage_temperature,200
manufacturer 1,22,p_net_meter_energy,0
manufacturer 1,22,p_net_meter_volume,0
manufacturer 1,22,p_net_meter_heat_power,0
manufacturer 1,22,p_net_meter_flow,0
manufacturer 1,22,p_net_supply_temperature,0
manufacturer 1,22,p_net_return_temperature,0
manufacturer 1,23,timestamp,200
manufacturer 1,23,outdoor_temperature,200
manufacturer 1,23,p_dhw_return_temperature,200
manufacturer 1,23,p_dhw_return_temperature_setpoint,200
manufacturer 1,23,s_hc1_supply_temperature,200
manufacturer 1,23,s_hc1_supply_temperature_setpoint,200
manufacturer 1,23,s_dhw_supply_temperature,200
manufacturer 1,23,s_dhw_supply_temperature_setpoint,200
manufacturer 1,23,p_hc1_return_temperature,200
manufacturer 1,23,s_dhw_upper_storage_temperature,200
manufacturer 1,23,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,23,s_dhw_lower_storage_temperature,200
manufacturer 1,23,p_net_meter_energy,0
manufacturer 1,23,p_net_meter_volume,0
manufacturer 1,23,p_net_meter_heat_power,0
manufacturer 1,23,p_net_meter_flow,0
manufacturer 1,23,p_net_supply_temperature,0
manufacturer 1,23,p_net_return_temperature,0
manufacturer 1,23,s_hc1.1_supply_temperature,193
manufacturer 1,23,s_hc1.2_supply_temperature,193
manufacturer 1,23,s_hc1.1_return_temperature,193
manufacturer 1,23,s_hc1.2_return_temperature,193
manufacturer 1,23,s_hc1.1_supply_temperature_setpoint,193
manufacturer 1,23,s_hc1.2_supply_temperature_setpoint,193
manufacturer 1,24,timestamp,200
manufacturer 1,24,outdoor_temperature,200
manufacturer 1,24,s_hc1_supply_temperature,200
manufacturer 1,24,s_hc1_supply_temperature_setpoint,200
manufacturer 1,24,p_hc1_return_temperature,200
manufacturer 1,24,p_hc1_return_temperature_setpoint,200
manufacturer 1,24,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,24,p_net_meter_energy,0
manufacturer 1,24,p_net_meter_volume,0
manufacturer 1,24,p_net_meter_heat_power,0
manufacturer 1,24,p_net_meter_flow,0
manufacturer 1,24,p_net_supply_temperature,0
manufacturer 1,24,p_net_return_temperature,0
manufacturer 1,24,s_hc1.1_supply_temperature,200
manufacturer 1,24,s_hc1.2_supply_temperature,200
manufacturer 1,24,s_hc1.1_return_temperature,200
manufacturer 1,24,s_hc1.2_return_temperature,200
manufacturer 1,24,s_hc1.1_supply_temperature_setpoint,200
manufacturer 1,24,s_hc1.2_supply_temperature_setpoint,200
manufacturer 1,24,s_hc1.2_return_temperature_setpoint,200
manufacturer 1,25,timestamp,200
manufacturer 1,25,outdoor_temperature,200
manufacturer 1,25,s_hc1_supply_temperature,200
manufacturer 1,25,s_hc1_supply_temperature_setpoint,200
manufacturer 1,25,p_hc1_return_temperature,200
manufacturer 1,25,p_net_meter_energy,0
manufacturer 1,25,p_net_meter_volume,0
manufacturer 1,25,p_net_meter_heat_power,0
manufacturer 1,25,p_net_meter_flow,0
manufacturer 1,25,p_net_supply_temperature,0
manufacturer 1,25,p_net_return_temperature,0
manufacturer 1,26,timestamp,200
manufacturer 1,26,outdoor_temperature,200
manufacturer 1,26,p_dhw_return_temperature,200
manufacturer 1,26,p_dhw_return_temperature_setpoint,200
manufacturer 1,26,s_hc1_supply_temperature,200
manufacturer 1,26,s_hc1_supply_temperature_setpoint,200
manufacturer 1,26,s_dhw_supply_temperature,200
manufacturer 1,26,s_dhw_supply_temperature_setpoint,200
manufacturer 1,26,p_hc1_return_temperature,200
manufacturer 1,26,p_hc1_return_temperature_setpoint,200
manufacturer 1,26,s_dhw_upper_storage_temperature,200
manufacturer 1,26,s_dhw_lower_storage_temperature,200
manufacturer 1,26,p_net_meter_energy,199
manufacturer 1,26,p_net_meter_volume,199
manufacturer 1,26,p_net_meter_flow,199
manufacturer 1,26,p_net_supply_temperature,199
manufacturer 1,26,p_net_meter_heat_power,199
manufacturer 1,26,p_net_return_temperature,199
manufacturer 1,26,s_hc1.1_supply_temperature,200
manufacturer 1,26,s_hc1.1_supply_temperature_setpoint,200
manufacturer 1,26,s_hc1.2_supply_temperature_setpoint,200
manufacturer 1,26,s_hc1.1_return_temperature,200
manufacturer 1,27,timestamp,200
manufacturer 1,27,outdoor_temperature,200
manufacturer 1,27,s_hc1_supply_temperature,200
manufacturer 1,27,s_hc1_supply_temperature_setpoint,200
manufacturer 1,27,s_dhw_supply_temperature,200
manufacturer 1,27,s_dhw_supply_temperature_setpoint,200
manufacturer 1,27,p_hc1_return_temperature,200
manufacturer 1,27,s_dhw_upper_storage_temperature,200
manufacturer 1,27,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,27,s_dhw_lower_storage_temperature,200
manufacturer 1,27,p_net_meter_energy,200
manufacturer 1,27,p_net_meter_volume,200
manufacturer 1,27,p_net_meter_flow,200
manufacturer 1,27,p_net_supply_temperature,200
manufacturer 1,27,p_net_meter_heat_power,200
manufacturer 1,27,p_net_return_temperature,200
manufacturer 1,28,timestamp,200
manufacturer 1,28,outdoor_temperature,200
manufacturer 1,28,s_hc1_supply_temperature,200
manufacturer 1,28,s_hc1_supply_temperature_setpoint,200
manufacturer 1,28,p_hc1_return_temperature,200
manufacturer 1,28,p_hc1_return_temperature_setpoint,200
manufacturer 1,28,p_net_meter_energy,200
manufacturer 1,28,p_net_meter_volume,200
manufacturer 1,28,p_net_meter_flow,200
manufacturer 1,28,p_net_supply_temperature,200
manufacturer 1,28,p_net_meter_heat_power,200
manufacturer 1,28,p_net_return_temperature,200
manufacturer 1,29,timestamp,200
manufacturer 1,29,outdoor_temperature,200
manufacturer 1,29,p_dhw_return_temperature,0
manufacturer 1,29,p_dhw_return_temperature_setpoint,200
manufacturer 1,29,s_hc1_supply_temperature,200
manufacturer 1,29,s_hc1_supply_temperature_setpoint,200
manufacturer 1,29,s_dhw_supply_temperature,200
manufacturer 1,29,s_dhw_supply_temperature_setpoint,200
manufacturer 1,29,p_hc1_return_temperature,200
manufacturer 1,29,s_dhw_upper_storage_temperature,200
manufacturer 1,29,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,29,s_dhw_lower_storage_temperature,200
manufacturer 1,29,p_net_meter_energy,200
manufacturer 1,29,p_net_meter_volume,200
manufacturer 1,29,p_net_meter_flow,200
manufacturer 1,29,p_net_supply_temperature,200
manufacturer 1,29,p_net_meter_heat_power,200
manufacturer 1,29,p_net_return_temperature,200
manufacturer 1,29,s_hc1.1_supply_temperature,200
manufacturer 1,29,s_hc1.1_supply_temperature_setpoint,200
manufacturer 1,29,s_hc1.2_supply_temperature_setpoint,200
manufacturer 1,29,s_hc1.1_return_temperature,200
manufacturer 1,29,s_hc1.1_return_temperature_setpoint,200
manufacturer 1,29,s_hc1.2_return_temperature,200
manufacturer 1,29,s_hc1.2_return_temperature_setpoint,200
manufacturer 1,3,timestamp,200
manufacturer 1,3,outdoor_temperature,200
manufacturer 1,3,s_hc1_supply_temperature,200
manufacturer 1,3,s_hc1_supply_temperature_setpoint,200
manufacturer 1,3,p_hc1_return_temperature,200
manufacturer 1,3,p_hc1_return_temperature_setpoint,200
manufacturer 1,3,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,3,p_net_meter_energy,0
manufacturer 1,3,p_net_meter_volume,0
manufacturer 1,3,p_net_meter_heat_power,0
manufacturer 1,3,p_net_meter_flow,0
manufacturer 1,3,p_net_supply_temperature,0
manufacturer 1,3,p_net_return_temperature,0
manufacturer 1,30,timestamp,200
manufacturer 1,30,outdoor_temperature,200
manufacturer 1,30,p_dhw_return_temperature,200
manufacturer 1,30,p_dhw_return_temperature_setpoint,200
manufacturer 1,30,s_hc1_supply_temperature,200
manufacturer 1,30,s_hc1_supply_temperature_setpoint,200
manufacturer 1,30,s_dhw_supply_temperature,200
manufacturer 1,30,s_dhw_supply_temperature_setpoint,200
manufacturer 1,30,p_hc1_return_temperature,200
manufacturer 1,30,s_dhw_upper_storage_temperature,200
manufacturer 1,30,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,30,s_dhw_lower_storage_temperature,200
manufacturer 1,30,p_net_meter_energy,200
manufacturer 1,30,p_net_meter_volume,200
manufacturer 1,30,p_net_meter_flow,200
manufacturer 1,30,p_net_supply_temperature,200
manufacturer 1,30,p_net_meter_heat_power,200
manufacturer 1,30,p_net_return_temperature,200
manufacturer 1,31,timestamp,200
manufacturer 1,31,outdoor_temperature,0
manufacturer 1,31,s_hc1_supply_temperature,200
manufacturer 1,31,s_hc1_supply_temperature_setpoint,200
manufacturer 1,31,s_dhw_supply_temperature,200
manufacturer 1,31,s_dhw_supply_temperature_setpoint,200
manufacturer 1,31,p_hc1_return_temperature,200
manufacturer 1,31,s_dhw_upper_storage_temperature,200
manufacturer 1,31,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,31,s_dhw_lower_storage_temperature,200
manufacturer 1,31,p_net_meter_energy,200
manufacturer 1,31,p_net_meter_volume,200
manufacturer 1,31,p_net_meter_flow,200
manufacturer 1,31,p_net_supply_temperature,200
manufacturer 1,31,p_net_meter_heat_power,200
manufacturer 1,31,p_net_return_temperature,200
manufacturer 1,32,timestamp,200
manufacturer 1,32,outdoor_temperature,200
manufacturer 1,32,s_hc1_supply_temperature,200
manufacturer 1,32,s_hc1_supply_temperature_setpoint,200
manufacturer 1,32,s_dhw_supply_temperature,200
manufacturer 1,32,s_dhw_supply_temperature_setpoint,200
manufacturer 1,32,p_hc1_return_temperature,200
manufacturer 1,32,p_hc1_return_temperature_setpoint,200
manufacturer 1,32,s_dhw_upper_storage_temperature,200
manufacturer 1,32,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,32,s_dhw_lower_storage_temperature,200
manufacturer 1,32,p_net_meter_energy,0
manufacturer 1,32,p_net_meter_volume,0
manufacturer 1,32,p_net_meter_heat_power,0
manufacturer 1,32,p_net_meter_flow,0
manufacturer 1,32,p_net_supply_temperature,0
manufacturer 1,32,p_net_return_temperature,0
manufacturer 1,33,timestamp,200
manufacturer 1,33,outdoor_temperature,200
manufacturer 1,33,p_dhw_return_temperature_setpoint,200
manufacturer 1,33,s_hc1_supply_temperature,200
manufacturer 1,33,s_hc1_supply_temperature_setpoint,200
manufacturer 1,33,s_dhw_supply_temperature,200
manufacturer 1,33,s_dhw_supply_temperature_setpoint,200
manufacturer 1,33,p_hc1_return_temperature,200
manufacturer 1,33,p_hc1_return_temperature_setpoint,200
manufacturer 1,33,s_dhw_upper_storage_temperature,200
manufacturer 1,33,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,33,s_dhw_lower_storage_temperature,200
manufacturer 1,33,p_net_meter_energy,0
manufacturer 1,33,p_net_meter_volume,0
manufacturer 1,33,p_net_meter_heat_power,0
manufacturer 1,33,p_net_meter_flow,0
manufacturer 1,33,p_net_supply_temperature,0
manufacturer 1,33,p_net_return_temperature,0
manufacturer 1,34,timestamp,200
manufacturer 1,34,outdoor_temperature,200
manufacturer 1,34,s_hc1_supply_temperature,200
manufacturer 1,34,s_hc1_supply_temperature_setpoint,200
manufacturer 1,34,p_hc1_return_temperature,200
manufacturer 1,34,p_net_meter_energy,0
manufacturer 1,34,p_net_meter_volume,0
manufacturer 1,34,p_net_meter_heat_power,0
manufacturer 1,34,p_net_meter_flow,0
manufacturer 1,34,p_net_supply_temperature,0
manufacturer 1,34,p_net_return_temperature,0
manufacturer 1,35,timestamp,200
manufacturer 1,35,outdoor_temperature,200
manufacturer 1,35,s_hc1_supply_temperature,200
manufacturer 1,35,s_hc1_supply_temperature_setpoint,200
manufacturer 1,35,p_hc1_return_temperature,200
manufacturer 1,35,p_hc1_return_temperature_setpoint,200
manufacturer 1,35,p_net_meter_energy,0
manufacturer 1,35,p_net_meter_volume,0
manufacturer 1,35,p_net_meter_heat_power,0
manufacturer 1,35,p_net_meter_flow,0
manufacturer 1,35,p_net_supply_temperature,0
manufacturer 1,35,p_net_return_temperature,0
manufacturer 1,4,timestamp,200
manufacturer 1,4,outdoor_temperature,200
manufacturer 1,4,s_hc1_supply_temperature,200
manufacturer 1,4,s_hc1_supply_temperature_setpoint,200
manufacturer 1,4,s_dhw_supply_temperature,200
manufacturer 1,4,s_dhw_supply_temperature_setpoint,200
manufacturer 1,4,p_hc1_return_temperature,200
manufacturer 1,4,s_dhw_upper_storage_temperature,200
manufacturer 1,4,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,4,s_dhw_lower_storage_temperature,200
manufacturer 1,4,p_net_meter_energy,0
manufacturer 1,4,p_net_meter_volume,0
manufacturer 1,4,p_net_meter_heat_power,0
manufacturer 1,4,p_net_meter_flow,0
manufacturer 1,4,p_net_supply_temperature,0
manufacturer 1,4,p_net_return_temperature,0
manufacturer 1,5,timestamp,200
manufacturer 1,5,outdoor_temperature,200
manufacturer 1,5,s_hc1_supply_temperature,200
manufacturer 1,5,s_hc1_supply_temperature_setpoint,200
manufacturer 1,5,s_dhw_supply_temperature,200
manufacturer 1,5,s_dhw_supply_temperature_setpoint,200
manufacturer 1,5,p_hc1_return_temperature,200
manufacturer 1,5,s_dhw_upper_storage_temperature,200
manufacturer 1,5,s_dhw_lower_storage_temperature,200
manufacturer 1,5,p_net_meter_energy,0
manufacturer 1,5,p_net_meter_volume,0
manufacturer 1,5,p_net_meter_heat_power,0
manufacturer 1,5,p_net_meter_flow,0
manufacturer 1,5,p_net_supply_temperature,0
manufacturer 1,5,p_net_return_temperature,0
manufacturer 1,6,timestamp,200
manufacturer 1,6,outdoor_temperature,200
manufacturer 1,6,s_hc1_supply_temperature,200
manufacturer 1,6,s_hc1_supply_temperature_setpoint,200
manufacturer 1,6,p_hc1_return_temperature,200
manufacturer 1,6,p_net_meter_energy,200
manufacturer 1,6,p_net_meter_volume,200
manufacturer 1,6,p_net_meter_flow,200
manufacturer 1,6,p_net_supply_temperature,200
manufacturer 1,6,p_net_meter_heat_power,200
manufacturer 1,6,p_net_return_temperature,200
manufacturer 1,7,timestamp,200
manufacturer 1,7,outdoor_temperature,200
manufacturer 1,7,p_dhw_return_temperature_setpoint,200
manufacturer 1,7,s_hc1_supply_temperature,200
manufacturer 1,7,s_hc1_supply_temperature_setpoint,200
manufacturer 1,7,s_dhw_supply_temperature,200
manufacturer 1,7,s_dhw_supply_temperature_setpoint,200
manufacturer 1,7,p_hc1_return_temperature,200
manufacturer 1,7,p_hc1_return_temperature_setpoint,200
manufacturer 1,7,s_dhw_upper_storage_temperature,200
manufacturer 1,7,s_dhw_upper_storage_temperature_setpoint,200
manufacturer 1,7,s_dhw_lower_storage_temperature,200
manufacturer 1,7,p_net_meter_energy,0
manufacturer 1,7,p_net_meter_volume,0
manufacturer 1,7,p_net_meter_heat_power,0
manufacturer 1,7,p_net_meter_flow,0
manufacturer 1,7,p_net_supply_temperature,0
manufacturer 1,7,p_net_return_temperature,0
manufacturer 1,8,timestamp,200
manufacturer 1,8,outdoor_temperature,200
manufacturer 1,8,p_dhw_return_temperature,200
manufacturer 1,8,s_hc1_supply_temperature,200
manufacturer 1,8,s_hc1_supply_temperature_setpoint,200
manufacturer 1,8,s_dhw_supply_temperature,200
manufacturer 1,8,s_dhw_supply_temperature_setpoint,200
manufacturer 1,8,p_hc1_return_temperature,200
manufacturer 1,8,s_dhw_upper_storage_temperature,200
manufacturer 1,8,s_dhw_lower_storage_temperature,200
manufacturer 1,8,p_net_meter_energy,0
manufacturer 1,8,p_net_meter_volume,0
manufacturer 1,8,p_net_meter_heat_power,0
manufacturer 1,8,p_net_meter_flow,0
manufacturer 1,8,p_net_supply_temperature,0
manufacturer 1,8,p_net_return_temperature,0
