manufacturer,substation_id,window_start,window_end,anomaly_score,risk_score,risk_probability,risk_level_calibrated,predicted_lead_time_bucket,predicted_lead_time_confidence,leadtime_prob_0-24h,leadtime_prob_1-3d,leadtime_prob_3-7d,lead_time_bucket_distance,days_since_last_fault_event,days_since_last_task_event,days_since_last_any_event,risk_base_score,risk_probability_component_score,leadtime_bucket_base_score,leadtime_confidence_multiplier,leadtime_component_score,anomaly_component_score,history_adjustment_score,history_adjustment_reason,priority_score,priority_level,priority_reason,engine_version,label,fault_label,fault_event_id,estimated_lead_time_hours,use_for_supervised_training,split_time_based,split_substation_based,split_regime_based,true_bucket,target_score,target_level,is_pre_fault,is_within_3d,rule_based_score,rule_based_level,lgbm_priority_only_score_raw,lgbm_priority_only_score,lgbm_priority_only_level,lgbm_prediction_bundle_score_raw,lgbm_prediction_bundle_score,lgbm_prediction_bundle_level
manufacturer 1,13,2016-07-19 12:00:00,2016-07-19 18:00:00,0.5069062713246104,0.983844472126282,0.983844472126282,critical,0-24h,0.9588120482834122,0.9588120482834122,0.0373666830633246,0.0038212686532632,0.0,9999.0,489.5,489.5,38.0,17.709200498273077,18.0,1.0,18.0,3.0414376279476625,2.0,long_time_since_last_fault_and_high_risk,78.7506,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the heating circuit pump,24.0,21.28333333333333,True,train,train,train,0-24h,100.0,urgent,True,True,78.7506,urgent,96.66814919523631,96.66814919523631,urgent,96.66814919523631,96.66814919523631,urgent
manufacturer 2,57,2019-11-04 00:00:00,2019-11-04 06:00:00,0.4856170380489914,0.9908849943525916,0.9908849943525916,critical,0-24h,0.9557684011170122,0.9557684011170122,0.0431888947059426,0.0010427041770452,0.0,9999.0,9999.0,9999.0,38.0,17.83592989834665,18.0,1.0,18.0,2.9137022282939484,2.0,long_time_since_last_fault_and_high_risk,78.7496,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Air in the piping system,24.0,7.25,True,train,train,train,0-24h,100.0,urgent,True,True,78.7496,urgent,98.58320840755437,98.58320840755437,urgent,98.58320840755437,98.58320840755437,urgent
manufacturer 1,13,2016-07-20 06:00:00,2016-07-20 12:00:00,0.5083880720837791,0.9832078354324604,0.9832078354324604,critical,0-24h,0.9537467353961336,0.9537467353961336,0.0451443453319796,0.0011089192718866,0.0,9999.0,490.25,490.25,38.0,17.697741037784287,18.0,1.0,18.0,3.050328432502675,2.0,long_time_since_last_fault_and_high_risk,78.7481,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the heating circuit pump,24.0,3.283333333333333,True,train,train,train,0-24h,100.0,urgent,True,True,78.7481,urgent,96.427262582838,96.427262582838,urgent,96.427262582838,96.427262582838,urgent
manufacturer 2,16,2018-05-18 12:00:00,2018-05-18 18:00:00,0.5199172578121193,0.9771714201657948,0.9771714201657948,critical,0-24h,0.9387368273012986,0.9387368273012986,0.0600456614351868,0.0012175112635145,0.0,725.4579166666666,396.5,396.5,38.0,17.58908556298431,18.0,1.0,18.0,3.119503546872716,2.0,long_time_since_last_fault_and_high_risk,78.7086,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,31.0,16.95,True,train,train,train,0-24h,100.0,urgent,True,True,78.7086,urgent,97.01579888113797,97.01579888113797,urgent,97.01579888113797,97.01579888113797,urgent
manufacturer 2,16,2018-05-19 00:00:00,2018-05-19 06:00:00,0.5183896850278132,0.9762753843038168,0.9762753843038168,critical,0-24h,0.8899903897373412,0.8899903897373412,0.1062670371078114,0.0037425731548475,0.0,725.9579166666666,397.0,397.0,38.0,17.5729569174687,18.0,1.0,18.0,3.11033811016688,2.0,long_time_since_last_fault_and_high_risk,78.6833,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,31.0,4.95,True,train,train,train,0-24h,100.0,urgent,True,True,78.6833,urgent,78.82468098528264,78.82468098528264,high,78.82468098528264,78.82468098528264,high
manufacturer 2,57,2019-11-03 12:00:00,2019-11-03 18:00:00,0.4771349841683417,0.9892953341669338,0.9892953341669338,critical,0-24h,0.9388117211492724,0.9388117211492724,0.0598242231241274,0.0013640557265998,0.0,9999.0,9999.0,9999.0,38.0,17.807316015004808,18.0,1.0,18.0,2.8628099050100504,2.0,long_time_since_last_fault_and_high_risk,78.6701,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Air in the piping system,24.0,19.25,True,train,train,train,0-24h,100.0,urgent,True,True,78.6701,urgent,101.07622165906214,100.0,urgent,101.07622165906214,100.0,urgent
manufacturer 1,21,2019-01-21 00:00:00,2019-01-21 06:00:00,0.4812296518154708,0.9871896945301392,0.9871896945301392,critical,0-24h,0.9571023463348768,0.9571023463348768,0.0415202484703734,0.0013774051947497,0.0,769.3368055555555,110.45287037037038,110.45287037037038,38.0,17.769414501542506,18.0,1.0,18.0,2.8873779108928246,2.0,long_time_since_last_fault_and_high_risk,78.6568,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Control unit: Incorrect parameterisation,62.0,2.283333333333333,True,train,holdout,train,0-24h,100.0,urgent,True,True,78.6568,urgent,99.64913773395976,99.64913773395976,urgent,99.64913773395976,99.64913773395976,urgent
manufacturer 1,31,2020-01-13 00:00:00,2020-01-13 06:00:00,0.4942083042990866,0.9825717246090252,0.9825717246090252,critical,0-24h,0.957260360227202,0.957260360227202,0.0406755362198827,0.0020641035529152,0.0,9999.0,9999.0,9999.0,38.0,17.686291042962452,18.0,1.0,18.0,2.9652498257945195,2.0,long_time_since_last_fault_and_high_risk,78.6515,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,"Heat exchanger: Leakage, external",45.0,9.8,True,holdout,validation,holdout,0-24h,100.0,urgent,True,True,78.6515,urgent,98.81468507068598,98.81468507068598,urgent,98.81468507068598,98.81468507068598,urgent
manufacturer 2,57,2019-11-04 06:00:00,2019-11-04 12:00:00,0.4739548720809646,0.988197172151334,0.988197172151334,critical,0-24h,0.9800997970720472,0.9800997970720472,0.0190014438988213,0.0008987590291314,0.0,9999.0,9999.0,9999.0,38.0,17.78754909872401,18.0,1.0,18.0,2.843729232485788,2.0,long_time_since_last_fault_and_high_risk,78.6313,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Air in the piping system,24.0,1.25,True,train,train,train,0-24h,100.0,urgent,True,True,78.6313,urgent,99.01927387161352,99.01927387161352,urgent,99.01927387161352,99.01927387161352,urgent
manufacturer 2,20,2017-01-10 12:00:00,2017-01-10 18:00:00,0.5064811873109564,0.9772228295577224,0.9772228295577224,critical,0-24h,0.9630259966083662,0.9630259966083662,0.0359274992722956,0.001046504119338,0.0,9999.0,9999.0,9999.0,38.0,17.590010932039004,18.0,1.0,18.0,3.038887123865738,2.0,long_time_since_last_fault_and_high_risk,78.6289,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,36.0,15.0,True,train,train,train,0-24h,100.0,urgent,True,True,78.6289,urgent,95.58871495603559,95.58871495603559,urgent,95.58871495603559,95.58871495603559,urgent
manufacturer 2,57,2019-11-03 18:00:00,2019-11-04 00:00:00,0.4711269585725204,0.9871226342894002,0.9871226342894002,critical,0-24h,0.9775898947043552,0.9775898947043552,0.0217504126816637,0.000659692613981,0.0,9999.0,9999.0,9999.0,38.0,17.768207417209204,18.0,1.0,18.0,2.8267617514351224,2.0,long_time_since_last_fault_and_high_risk,78.595,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Air in the piping system,24.0,13.25,True,train,train,train,0-24h,100.0,urgent,True,True,78.595,urgent,100.17104611931335,100.0,urgent,100.17104611931335,100.0,urgent
manufacturer 2,20,2017-01-10 18:00:00,2017-01-11 00:00:00,0.5056890731633927,0.9743514635805512,0.9743514635805512,critical,0-24h,0.958055226768292,0.958055226768292,0.0408494592514201,0.0010953139802877,0.0,9999.0,9999.0,9999.0,38.0,17.53832634444992,18.0,1.0,18.0,3.0341344389803564,2.0,long_time_since_last_fault_and_high_risk,78.5725,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,36.0,9.0,True,train,train,train,0-24h,100.0,urgent,True,True,78.5725,urgent,95.38947280676396,95.38947280676396,urgent,95.38947280676396,95.38947280676396,urgent
manufacturer 1,7,2017-11-26 00:00:00,2017-11-26 06:00:00,0.4512557046701904,0.991115885277703,0.991115885277703,critical,0-24h,0.9800346344113516,0.9800346344113516,0.0161658989843012,0.0037994666043471,0.0,968.1631944444443,664.0,664.0,38.0,17.840085934998655,18.0,1.0,18.0,2.7075342280211423,2.0,long_time_since_last_fault_and_high_risk,78.5476,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side) defective,67.0,7.25,True,train,train,train,0-24h,100.0,urgent,True,True,78.5476,urgent,105.68542288493569,100.0,urgent,105.68542288493569,100.0,urgent
manufacturer 1,7,2017-11-26 06:00:00,2017-11-26 12:00:00,0.4495058597569883,0.9914167658715788,0.9914167658715788,critical,0-24h,0.9623011198886476,0.9623011198886476,0.0303138806558075,0.0073849994555448,0.0,968.4131944444443,664.25,664.25,38.0,17.84550178568842,18.0,1.0,18.0,2.69703515854193,2.0,long_time_since_last_fault_and_high_risk,78.5425,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side) defective,67.0,1.25,True,train,train,train,0-24h,100.0,urgent,True,True,78.5425,urgent,92.48933881763726,92.48933881763726,urgent,92.48933881763726,92.48933881763726,urgent
manufacturer 1,7,2017-11-25 12:00:00,2017-11-25 18:00:00,0.4486130262079992,0.9914167658715788,0.9914167658715788,critical,0-24h,0.9699283896872364,0.9699283896872364,0.0266409091446479,0.0034307011681155,0.0,967.6631944444443,663.5,663.5,38.0,17.84550178568842,18.0,1.0,18.0,2.691678157247995,2.0,long_time_since_last_fault_and_high_risk,78.5372,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side) defective,67.0,19.25,True,train,train,train,0-24h,100.0,urgent,True,True,78.5372,urgent,105.68542288493569,100.0,urgent,105.68542288493569,100.0,urgent
manufacturer 1,7,2017-11-25 18:00:00,2017-11-26 00:00:00,0.4486304286579852,0.9913436672799122,0.9913436672799122,critical,0-24h,0.9365596427338848,0.9365596427338848,0.054167192573073,0.0092731646930422,0.0,967.9131944444443,663.75,663.75,38.0,17.84418601103842,18.0,1.0,18.0,2.691782571947911,2.0,long_time_since_last_fault_and_high_risk,78.536,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side) defective,67.0,13.25,True,train,train,train,0-24h,100.0,urgent,True,True,78.536,urgent,88.13297954730328,88.13297954730328,urgent,88.13297954730328,88.13297954730328,urgent
manufacturer 2,50,2019-11-17 18:00:00,2019-11-18 00:00:00,0.4635877330229686,0.9862419048268548,0.9862419048268548,critical,0-24h,0.9647912130771064,0.9647912130771064,0.0337210321252494,0.0014877547976441,0.0,9999.0,9999.0,9999.0,38.0,17.752354286883385,18.0,1.0,18.0,2.781526398137812,2.0,long_time_since_last_fault_and_high_risk,78.5339,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,20.0,6.844444444444444,True,train,train,train,0-24h,100.0,urgent,True,True,78.5339,urgent,100.17104611931335,100.0,urgent,100.17104611931335,100.0,urgent
manufacturer 2,21,2018-12-02 12:00:00,2018-12-02 18:00:00,0.4879696154976721,0.9780766720882008,0.9780766720882008,critical,0-24h,0.9630906258477931,0.9630906258477931,0.0362609285921353,0.0006484455600715,0.0,9999.0,9999.0,9999.0,38.0,17.605380097587613,18.0,1.0,18.0,2.9278176929860327,2.0,long_time_since_last_fault_and_high_risk,78.5332,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Control unit: Incorrect parameterisation,30.0,20.416666666666668,True,train,train,train,0-24h,100.0,urgent,True,True,78.5332,urgent,97.76166133465522,97.76166133465522,urgent,97.76166133465522,97.76166133465522,urgent
manufacturer 1,21,2019-01-20 18:00:00,2019-01-21 00:00:00,0.4720610344536537,0.982841084119194,0.982841084119194,critical,0-24h,0.959954873941983,0.959954873941983,0.0379725558388047,0.0020725702192121,0.0,769.0868055555555,110.20287037037038,110.20287037037038,38.0,17.691139514145494,18.0,1.0,18.0,2.832366206721922,2.0,long_time_since_last_fault_and_high_risk,78.5235,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Control unit: Incorrect parameterisation,62.0,8.283333333333333,True,train,holdout,train,0-24h,100.0,urgent,True,True,78.5235,urgent,100.17104611931335,100.0,urgent,100.17104611931335,100.0,urgent
manufacturer 2,19,2018-12-27 18:00:00,2018-12-28 00:00:00,0.5048398101065499,0.9715218429376864,0.9715218429376864,critical,0-24h,0.9596323920929056,0.9596323920929056,0.0386099911725499,0.0017576167345442,0.0,9999.0,855.75,855.75,38.0,17.487393172878356,18.0,1.0,18.0,3.0290388606392997,2.0,long_time_since_last_fault_and_high_risk,78.5164,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Leakage,29.0,9.016666666666667,True,train,train,train,0-24h,100.0,urgent,True,True,78.5164,urgent,95.38947280676396,95.38947280676396,urgent,95.38947280676396,95.38947280676396,urgent
manufacturer 2,53,2019-11-14 06:00:00,2019-11-14 12:00:00,0.4501448841176637,0.9896453188203014,0.9896453188203014,critical,0-24h,0.9723523337627336,0.9723523337627336,0.0255992380930813,0.0020484281441852,0.0,9999.0,9999.0,9999.0,38.0,17.813615738765424,18.0,1.0,18.0,2.700869304705982,2.0,long_time_since_last_fault_and_high_risk,78.5145,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,21.0,21.83333333333333,True,train,train,train,0-24h,100.0,urgent,True,True,78.5145,urgent,105.33208861357275,100.0,urgent,105.33208861357275,100.0,urgent
manufacturer 2,20,2017-01-10 06:00:00,2017-01-10 12:00:00,0.496787605648412,0.9736810693933344,0.9736810693933344,critical,0-24h,0.9577219315392504,0.9577219315392504,0.0409201770378773,0.0013578914228721,0.0,9999.0,9999.0,9999.0,38.0,17.52625924908002,18.0,1.0,18.0,2.980725633890472,2.0,long_time_since_last_fault_and_high_risk,78.507,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,36.0,21.0,True,train,train,train,0-24h,100.0,urgent,True,True,78.507,urgent,97.37340596351974,97.37340596351974,urgent,97.37340596351974,97.37340596351974,urgent
manufacturer 2,16,2018-05-18 18:00:00,2018-05-19 00:00:00,0.5334108954414409,0.961403606077684,0.961403606077684,critical,0-24h,0.9432259901119684,0.9432259901119684,0.0558572369659304,0.0009167729221014,0.0,725.7079166666666,396.75,396.75,38.0,17.305264909398314,18.0,1.0,18.0,3.2004653726486456,2.0,long_time_since_last_fault_and_high_risk,78.5057,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Motorised control valve (primary side): Actuator defective,31.0,10.95,True,train,train,train,0-24h,100.0,urgent,True,True,78.5057,urgent,99.36518032668597,99.36518032668597,urgent,99.36518032668597,99.36518032668597,urgent
manufacturer 2,53,2019-11-14 12:00:00,2019-11-14 18:00:00,0.4464148907490933,0.9885571262891516,0.9885571262891516,critical,0-24h,0.9405555004156548,0.9405555004156548,0.0579104361155628,0.0015340634687825,0.0,9999.0,9999.0,9999.0,38.0,17.794028273204727,18.0,1.0,18.0,2.67848934449456,2.0,long_time_since_last_fault_and_high_risk,78.4725,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,21.0,15.833333333333334,True,train,train,train,0-24h,100.0,urgent,True,True,78.4725,urgent,106.75917253867513,100.0,urgent,106.75917253867513,100.0,urgent
manufacturer 2,50,2019-11-17 12:00:00,2019-11-17 18:00:00,0.489624387950913,0.974006629636028,0.974006629636028,critical,0-24h,0.9790480792044136,0.9790480792044136,0.019704878817919,0.0012470419776671,0.0,9999.0,9999.0,9999.0,38.0,17.532119333448506,18.0,1.0,18.0,2.937746327705478,2.0,long_time_since_last_fault_and_high_risk,78.4699,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,20.0,12.844444444444443,True,train,train,train,0-24h,100.0,urgent,True,True,78.4699,urgent,97.77689529461195,97.77689529461195,urgent,97.77689529461195,97.77689529461195,urgent
manufacturer 2,19,2018-12-27 12:00:00,2018-12-27 18:00:00,0.4742212447208043,0.9790216334505644,0.9790216334505644,critical,0-24h,0.9423623132292172,0.9423623132292172,0.055457516355502,0.0021801704152808,0.0,9999.0,855.5,855.5,38.0,17.62238940211016,18.0,1.0,18.0,2.8453274683248257,2.0,long_time_since_last_fault_and_high_risk,78.4677,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Leakage,29.0,15.016666666666667,True,train,train,train,0-24h,100.0,urgent,True,True,78.4677,urgent,100.4463577967159,100.0,urgent,100.4463577967159,100.0,urgent
manufacturer 2,53,2019-11-14 18:00:00,2019-11-15 00:00:00,0.4550507048335075,0.9836638318980176,0.9836638318980176,critical,0-24h,0.9357911637426808,0.9357911637426808,0.0609557778641705,0.0032530583931487,0.0,9999.0,9999.0,9999.0,38.0,17.70594897416432,18.0,1.0,18.0,2.730304229001045,2.0,long_time_since_last_fault_and_high_risk,78.4363,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,21.0,9.833333333333334,True,train,train,train,0-24h,100.0,urgent,True,True,78.4363,urgent,107.71078477474785,100.0,urgent,107.71078477474785,100.0,urgent
manufacturer 2,50,2019-11-18 00:00:00,2019-11-18 06:00:00,0.4632410341036928,0.980234681656046,0.980234681656046,critical,0-24h,0.9891918742245877,0.9891918742245877,0.0098812468931368,0.0009268788822756,0.0,9999.0,9999.0,9999.0,38.0,17.644224269808827,18.0,1.0,18.0,2.7794462046221566,2.0,long_time_since_last_fault_and_high_risk,78.4237,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Failure of the domestic hot water storage charging pump,20.0,0.8444444444444444,True,train,train,validation,0-24h,100.0,urgent,True,True,78.4237,urgent,100.17104611931335,100.0,urgent,100.17104611931335,100.0,urgent
manufacturer 2,39,2019-10-02 12:00:00,2019-10-02 18:00:00,0.4618339714648248,0.9803314039384796,0.9803314039384796,critical,0-24h,0.9421722148340408,0.9421722148340408,0.055990422768701,0.001837362397258,0.0,9999.0,9999.0,9999.0,38.0,17.64596527089263,18.0,1.0,18.0,2.771003828788949,2.0,long_time_since_last_fault_and_high_risk,78.417,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Leakage,27.0,18.28333333333333,True,train,train,train,0-24h,100.0,urgent,True,True,78.417,urgent,101.59813004441573,100.0,urgent,101.59813004441573,100.0,urgent
manufacturer 2,39,2019-10-03 06:00:00,2019-10-03 12:00:00,0.4647162240293846,0.979337426192214,0.979337426192214,critical,0-24h,0.9523096146690064,0.9523096146690064,0.0465688643981671,0.0011215209328262,0.0,9999.0,9999.0,9999.0,38.0,17.628073671459852,18.0,1.0,18.0,2.788297344176308,2.0,long_time_since_last_fault_and_high_risk,78.4164,urgent,risk=critical|leadtime=0-24h|history_adjusted,priority_engine_v2_threshold48,pre_fault,Leakage,27.0,0.2833333333333333,True,train,train,train,0-24h,100.0,urgent,True,True,78.4164,urgent,100.17104611931335,100.0,urgent,100.17104611931335,100.0,urgent
