manufacturer,substation_id,window_start,window_end,source_file,configuration_type,anomaly_score,risk_score,risk_probability,risk_level_calibrated,predicted_lead_time_bucket,predicted_lead_time_confidence,leadtime_prob_0-24h,leadtime_prob_1-3d,leadtime_prob_3-7d,priority_score,priority_level,team_lgbm_priority_score,team_lgbm_priority_level,label,estimated_lead_time_hours,split_time_based,true_bucket,target_score
manufacturer 1,10,2014-05-04 00:00:00,2014-05-04 06:00:00,substation_10.csv,SH + DHW,0.4775563898780943,0.9581814427560992,0.9581814427560992,critical,0-24h,0.6858573994646439,0.6858573994646439,0.3079304605419121,0.006212139993444,74.5126,urgent,55.404894834179906,high,pre_fault,8.733333333333333,train,0-24h,100.0
manufacturer 1,10,2014-05-04 06:00:00,2014-05-04 12:00:00,substation_10.csv,SH + DHW,0.4857433280103603,0.9877656595373469,0.9877656595373469,critical,0-24h,0.7257841574324683,0.7257841574324683,0.2555395678629505,0.0186762747045811,62.0942,high,52.144637870238014,high,pre_fault,2.7333333333333334,train,0-24h,100.0
manufacturer 1,11,2016-09-30 00:00:00,2016-09-30 06:00:00,substation_11.csv,SH + DHW,0.3829225623314864,0.0046062872075725,0.0046062872075725,low,1-3d,0.7382405942884671,0.2593749010149108,0.7382405942884671,0.0023845046966221,14.3804,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,11,2016-09-30 06:00:00,2016-09-30 12:00:00,substation_11.csv,SH + DHW,0.389012160803243,0.0048917282882536,0.0048917282882536,low,1-3d,0.9262456629372264,0.0710195910332398,0.9262456629372264,0.0027347460295338,16.4221,low,0.5834187188631502,low,normal,,train,normal,0.0
manufacturer 1,11,2016-09-30 12:00:00,2016-09-30 18:00:00,substation_11.csv,SH + DHW,0.4261743184619826,0.0104144733043681,0.0104144733043681,low,1-3d,0.7827276675165448,0.2099409322229668,0.7827276675165448,0.0073314002604884,14.7445,low,8.117872647923305,low,normal,,train,normal,0.0
manufacturer 1,11,2016-09-30 18:00:00,2016-10-01 00:00:00,substation_11.csv,SH + DHW,0.391242897961177,0.0043216938321947,0.0043216938321947,low,0-24h,0.5641195560069225,0.5641195560069225,0.4334967836715049,0.0023836603215725,17.2252,low,4.03882192120183,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-01 00:00:00,2016-10-01 06:00:00,substation_11.csv,SH + DHW,0.388793515499864,0.0049554990472786,0.0049554990472786,low,1-3d,0.9799551788776338,0.0184268625227051,0.9799551788776338,0.001617958599661,16.422,low,8.337024849489413,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-01 06:00:00,2016-10-01 12:00:00,substation_11.csv,SH + DHW,0.3851109587442274,0.0040463599584213,0.0040463599584213,low,1-3d,0.9741446043987704,0.024361572358168,0.9741446043987704,0.0014938232430615,16.3835,low,7.959483187484458,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-01 12:00:00,2016-10-01 18:00:00,substation_11.csv,SH + DHW,0.4138824913253908,0.0060380414730728,0.0060380414730728,low,1-3d,0.9502580968483374,0.045895728207009,0.9502580968483374,0.0038461749446536,16.592,low,7.3502173906121016,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-01 18:00:00,2016-10-02 00:00:00,substation_11.csv,SH + DHW,0.467388171403571,0.0053130496692881,0.0053130496692881,low,1-3d,0.969433481555346,0.0294259350169512,0.969433481555346,0.0011405834277029,16.9,low,2.8386238783978803,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-02 00:00:00,2016-10-02 06:00:00,substation_11.csv,SH + DHW,0.3827150749444982,0.0061723778718811,0.0061723778718811,low,1-3d,0.9723796692350224,0.0250204463008848,0.9723796692350224,0.0025998844640926,16.4074,low,6.133571420486066,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-02 06:00:00,2016-10-02 12:00:00,substation_11.csv,SH + DHW,0.3919967024533508,0.0051325925224741,0.0051325925224741,low,1-3d,0.956006259297201,0.0426558216387497,0.956006259297201,0.0013379190640492,16.4444,low,4.2618217217121215,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-02 12:00:00,2016-10-02 18:00:00,substation_11.csv,SH + DHW,0.4246533731660922,0.0096171329675717,0.0096171329675717,low,1-3d,0.9120959696730808,0.0845761777758588,0.9120959696730808,0.0033278525510602,16.721,low,3.0955161146270873,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-02 18:00:00,2016-10-03 00:00:00,substation_11.csv,SH + DHW,0.3957304312478026,0.0055986847581861,0.0055986847581861,low,1-3d,0.8508434444355267,0.1434145611634291,0.8508434444355267,0.005741994401044,16.4752,low,3.153224617566448,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-03 00:00:00,2016-10-03 06:00:00,substation_11.csv,SH + DHW,0.3849034223794618,0.0042578999711874,0.0042578999711874,low,1-3d,0.8305355737121095,0.1642323930407295,0.8305355737121095,0.005232033247161,16.3861,low,3.35593530196579,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-03 06:00:00,2016-10-03 12:00:00,substation_11.csv,SH + DHW,0.3813307043940346,0.00406770550126,0.00406770550126,low,1-3d,0.9174736003993456,0.079670328584967,0.9174736003993456,0.0028560710156872,16.3612,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-03 12:00:00,2016-10-03 18:00:00,substation_11.csv,SH + DHW,0.4290334191925146,0.0050055576791659,0.0050055576791659,low,1-3d,0.9083569465982202,0.0884147163521822,0.9083569465982202,0.0032283370495975,16.6643,low,3.1918943472020604,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-03 18:00:00,2016-10-04 00:00:00,substation_11.csv,SH + DHW,0.3864296255999449,0.0038304210463358,0.0038304210463358,low,1-3d,0.9325176763110858,0.0636290905833211,0.9325176763110858,0.0038532331055929,16.3875,low,1.1896080476336872,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-04 00:00:00,2016-10-04 06:00:00,substation_11.csv,SH + DHW,0.3898714906678978,0.0046703968759259,0.0046703968759259,low,1-3d,0.9121547147335372,0.0819835613550395,0.9121547147335372,0.0058617239114233,16.4233,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-04 06:00:00,2016-10-04 12:00:00,substation_11.csv,SH + DHW,0.3934699399849558,0.0035993925194732,0.0035993925194732,low,1-3d,0.6439884035216524,0.349027493159402,0.6439884035216524,0.0069841033189454,14.4256,low,1.458701398829543,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-04 12:00:00,2016-10-04 18:00:00,substation_11.csv,SH + DHW,0.3835351722823604,0.0055484426022997,0.0055484426022997,low,1-3d,0.7370170209802113,0.2581373628755836,0.7370170209802113,0.0048456161442052,14.4011,low,3.965836605937206,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-04 18:00:00,2016-10-05 00:00:00,substation_11.csv,SH + DHW,0.3795907156327552,0.0048760319077549,0.0048760319077549,low,1-3d,0.7943387265907679,0.2017398004084927,0.7943387265907679,0.0039214730007394,14.3653,low,0.6404534458599352,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-05 00:00:00,2016-10-05 06:00:00,substation_11.csv,SH + DHW,0.3839658794540697,0.0051719704400639,0.0051719704400639,low,1-3d,0.6139273017021414,0.3762274289352484,0.6139273017021414,0.0098452693626102,14.3969,low,4.104674304654891,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-05 06:00:00,2016-10-05 12:00:00,substation_11.csv,SH + DHW,0.389941628725527,0.0051837234583328,0.0051837234583328,low,1-3d,0.865711667835726,0.1235433926773937,0.865711667835726,0.0107449394868801,16.433,low,2.9722569572236868,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-05 12:00:00,2016-10-05 18:00:00,substation_11.csv,SH + DHW,0.472526495167502,0.0058432268642282,0.0058432268642282,low,1-3d,0.8660703969345419,0.1278194107046927,0.8660703969345419,0.0061101923607654,16.9403,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-05 18:00:00,2016-10-06 00:00:00,substation_11.csv,SH + DHW,0.4355423001443816,0.0065448268426846,0.0065448268426846,low,1-3d,0.928734030558618,0.0667409160028813,0.928734030558618,0.0045250534385007,16.7311,low,4.412422482026734,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-06 00:00:00,2016-10-06 06:00:00,substation_11.csv,SH + DHW,0.4382892034810667,0.0056178731231506,0.0056178731231506,low,1-3d,0.6593337282125868,0.332754763720654,0.6593337282125868,0.0079115080667591,14.7309,low,8.962022235849265,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-06 06:00:00,2016-10-06 12:00:00,substation_11.csv,SH + DHW,0.3857206262185895,0.0041321810201488,0.0041321810201488,low,1-3d,0.8993476978551623,0.0965974105879604,0.8993476978551623,0.0040548915568772,16.3887,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-06 12:00:00,2016-10-06 18:00:00,substation_11.csv,SH + DHW,0.3851722003508819,0.0125525577678257,0.0125525577678257,low,0-24h,0.5741020372885071,0.5741020372885071,0.4223112065767004,0.0035867561347924,17.337,low,4.5664233747295455,low,normal,,train,normal,0.0
manufacturer 1,11,2016-10-06 18:00:00,2016-10-07 00:00:00,substation_11.csv,SH + DHW,0.3874062149498013,0.0056121613935607,0.0056121613935607,low,1-3d,0.4976410891588794,0.4964275350723886,0.4976410891588794,0.0059313757687319,12.4255,low,1.4057769425327158,low,normal,,train,normal,0.0
manufacturer 1,11,2017-10-31 00:00:00,2017-10-31 06:00:00,substation_11.csv,SH + DHW,0.3970622489283977,0.0082256152126945,0.0082256152126945,low,1-3d,0.6888461623604513,0.3042422534031473,0.6888461623604513,0.0069115842364014,14.5304,low,2.9623832097794978,low,normal,,train,normal,0.0
manufacturer 1,11,2017-10-31 06:00:00,2017-10-31 12:00:00,substation_11.csv,SH + DHW,0.3933685319223131,0.0068577514668241,0.0068577514668241,low,1-3d,0.9204919238963852,0.076007317382518,0.9204919238963852,0.0035007587210969,16.4837,low,2.2091647674511945,low,normal,,train,normal,0.0
manufacturer 1,11,2017-10-31 12:00:00,2017-10-31 18:00:00,substation_11.csv,SH + DHW,0.4002021338758517,0.0087033699733686,0.0087033699733686,low,1-3d,0.592250619637222,0.3970582668042175,0.592250619637222,0.0106911135585605,12.5579,low,6.66862162466219,low,normal,,train,normal,0.0
manufacturer 1,11,2017-10-31 18:00:00,2017-11-01 00:00:00,substation_11.csv,SH + DHW,0.3868423178429172,0.0088550507096008,0.0088550507096008,low,1-3d,0.7194256017577155,0.271187895904194,0.7194256017577155,0.0093865023380905,14.4804,low,4.321805019631761,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-01 00:00:00,2017-11-01 06:00:00,substation_11.csv,SH + DHW,0.3983213879731173,0.0061930407273987,0.0061930407273987,low,1-3d,0.7252969315150223,0.2633969769724366,0.7252969315150223,0.011306091512541,14.5014,low,4.693503684915739,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-01 06:00:00,2017-11-01 12:00:00,substation_11.csv,SH + DHW,0.3986373681563555,0.0081171339969108,0.0081171339969108,low,1-3d,0.5972455622651969,0.3904027737700052,0.5972455622651969,0.0123516639647977,12.5379,low,6.32088752632198,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-01 12:00:00,2017-11-01 18:00:00,substation_11.csv,SH + DHW,0.413934130340612,0.0191510740844113,0.0191510740844113,low,1-3d,0.7523864271982458,0.2413516677314041,0.7523864271982458,0.00626190507035,14.8283,low,9.498272675143753,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-01 18:00:00,2017-11-02 00:00:00,substation_11.csv,SH + DHW,0.3830264484582392,0.0188467497120871,0.0188467497120871,low,0-24h,0.5149111016506739,0.5149111016506739,0.4775577521291145,0.0075311462202115,17.4374,low,3.7933431776847986,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-02 00:00:00,2017-11-02 06:00:00,substation_11.csv,SH + DHW,0.3827723628629524,0.0118673037663016,0.0118673037663016,low,1-3d,0.5053869110018308,0.4890591631456423,0.5053869110018308,0.0055539258525269,12.5102,low,0.16239792847680462,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-02 06:00:00,2017-11-02 12:00:00,substation_11.csv,SH + DHW,0.3944164239440208,0.007763575995195,0.007763575995195,low,0-24h,0.5115473415615415,0.5115473415615415,0.4824903624156453,0.0059622960228132,17.3062,low,3.7100067925087483,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-02 12:00:00,2017-11-02 18:00:00,substation_11.csv,SH + DHW,0.4230222880452603,0.0187496981538808,0.0187496981538808,low,1-3d,0.5287755604166728,0.4673102879708491,0.5287755604166728,0.0039141516124779,12.8756,low,6.87405793110432,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-02 18:00:00,2017-11-03 00:00:00,substation_11.csv,SH + DHW,0.4051468192800641,0.0092931115757168,0.0092931115757168,low,1-3d,0.8943141209332572,0.097275755531997,0.8943141209332572,0.0084101235347457,16.5982,low,3.9087478853513047,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-03 00:00:00,2017-11-03 06:00:00,substation_11.csv,SH + DHW,0.3967057299942323,0.0066482622268228,0.0066482622268228,low,1-3d,0.7496793780077283,0.246863377557341,0.7496793780077283,0.0034572444349306,14.4999,low,4.675347385477495,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-03 06:00:00,2017-11-03 12:00:00,substation_11.csv,SH + DHW,0.4222757201178672,0.0134423734358237,0.0134423734358237,low,1-3d,0.8166520755139741,0.180312216306354,0.8166520755139741,0.0030357081796717,16.7756,low,7.657756304502425,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-03 12:00:00,2017-11-03 18:00:00,substation_11.csv,SH + DHW,0.4271261812547652,0.0287712451474509,0.0287712451474509,low,1-3d,0.9560355001850436,0.0425202461323144,0.9560355001850436,0.001444253682642,17.0806,low,7.171103706174843,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-03 18:00:00,2017-11-04 00:00:00,substation_11.csv,SH + DHW,0.4691382900417204,0.0164174732204272,0.0164174732204272,low,1-3d,0.8239557338894841,0.1728612206921375,0.8239557338894841,0.0031830454183782,17.1103,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-04 00:00:00,2017-11-04 06:00:00,substation_11.csv,SH + DHW,0.4231691296329931,0.0147911194869233,0.0147911194869233,low,1-3d,0.9401725601439532,0.0580039093390177,0.9401725601439532,0.0018235305170292,16.8053,low,2.8987049200237243,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-04 06:00:00,2017-11-04 12:00:00,substation_11.csv,SH + DHW,0.4241134136619753,0.0214697416046362,0.0214697416046362,low,1-3d,0.9532299795502104,0.0456703006311312,0.9532299795502104,0.0010997198186583,16.9311,low,7.171103706174843,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-04 12:00:00,2017-11-04 18:00:00,substation_11.csv,SH + DHW,0.4222265781908089,0.0248039262982214,0.0248039262982214,low,1-3d,0.928062456380876,0.0703594327976012,0.928062456380876,0.0015781108215226,16.9798,low,4.400417222296922,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-04 18:00:00,2017-11-05 00:00:00,substation_11.csv,SH + DHW,0.4220448150202872,0.0197987115736423,0.0197987115736423,low,1-3d,0.9421120670967548,0.0563469382331775,0.9421120670967548,0.0015409946700675,16.8886,low,2.8987049200237243,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-05 00:00:00,2017-11-05 06:00:00,substation_11.csv,SH + DHW,0.4230982953584934,0.018211885478531,0.018211885478531,low,1-3d,0.9173713112556064,0.0785222786672976,0.9173713112556064,0.0041064100770959,16.8664,low,3.779593928660437,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-05 06:00:00,2017-11-05 12:00:00,substation_11.csv,SH + DHW,0.468470674573025,0.0229565706691074,0.0229565706691074,low,1-3d,0.9357789466054982,0.0619097888830118,0.9357789466054982,0.0023112645114899,17.224,low,0.0,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-05 12:00:00,2017-11-05 18:00:00,substation_11.csv,SH + DHW,0.4278571748611424,0.0244864381049709,0.0244864381049709,low,1-3d,0.8711064633928869,0.1241331490405702,0.8711064633928869,0.0047603875665427,17.0079,low,6.909072329030792,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-05 18:00:00,2017-11-06 00:00:00,substation_11.csv,SH + DHW,0.4171687123446148,0.0166577925855884,0.0166577925855884,low,1-3d,0.9322952875395564,0.0641639256686641,0.9322952875395564,0.0035407867917793,16.8029,low,4.489731370379269,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-06 00:00:00,2017-11-06 06:00:00,substation_11.csv,SH + DHW,0.4070036618339608,0.0187340844700681,0.0187340844700681,low,1-3d,0.8754397509620233,0.1135655430576933,0.8754397509620233,0.0109947059802834,16.7792,low,6.574495490488494,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-06 06:00:00,2017-11-06 12:00:00,substation_11.csv,SH + DHW,0.3997963435161794,0.0253483972681914,0.0253483972681914,low,1-3d,0.7181561446790954,0.2770246315540164,0.7181561446790954,0.0048192237668882,14.855,low,6.716678578671627,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-06 12:00:00,2017-11-06 18:00:00,substation_11.csv,SH + DHW,0.4168292795500622,0.024385068405523,0.024385068405523,low,1-3d,0.8027848281936569,0.1826923786101216,0.8027848281936569,0.0145227931962215,16.9399,low,7.224965616104811,low,normal,,train,normal,0.0
manufacturer 1,11,2017-11-06 18:00:00,2017-11-07 00:00:00,substation_11.csv,SH + DHW,0.3879930321271178,0.015410459497339,0.015410459497339,low,1-3d,0.5103802275199079,0.4851419263133041,0.5103802275199079,0.004477846166788,12.6053,low,1.7018576240089351,low,normal,,train,normal,0.0
manufacturer 1,11,2018-06-29 06:00:00,2018-06-29 12:00:00,substation_11.csv,SH + DHW,0.4200243555445941,0.8632939635999239,0.8632939635999239,high,1-3d,0.9394642822327608,0.0589149079131373,0.9394642822327608,0.0016208098541016,58.0594,high,57.278287860389305,high,pre_fault,70.81666666666666,train,1-3d,66.0
manufacturer 1,11,2018-06-29 12:00:00,2018-06-29 18:00:00,substation_11.csv,SH + DHW,0.42814052824993,0.9485748166631358,0.9485748166631358,critical,1-3d,0.9389661899204208,0.0587197057578362,0.9389661899204208,0.0023141043217428,69.6432,high,64.16358148425269,high,pre_fault,64.81666666666666,train,1-3d,66.0
manufacturer 1,11,2018-06-29 18:00:00,2018-06-30 00:00:00,substation_11.csv,SH + DHW,0.4156125214918428,0.9469034269875944,0.9469034269875944,critical,1-3d,0.978423777494768,0.0203115416977235,0.978423777494768,0.0012646808075085,69.5379,high,67.81682844673156,high,pre_fault,58.81666666666667,train,1-3d,66.0
manufacturer 1,11,2018-06-30 00:00:00,2018-06-30 06:00:00,substation_11.csv,SH + DHW,0.4619101686713094,0.9517618044437997,0.9517618044437997,critical,1-3d,0.9880491281035964,0.0105147071922182,0.9880491281035964,0.0014361647041854,69.9032,high,63.36234826846042,high,pre_fault,52.81666666666667,train,1-3d,66.0
manufacturer 1,11,2018-06-30 06:00:00,2018-06-30 12:00:00,substation_11.csv,SH + DHW,0.425213090551431,0.9487884621565642,0.9487884621565642,critical,1-3d,0.9856687327952658,0.0130118827073028,0.9856687327952658,0.0013193844974315,69.6295,high,70.3836821556494,high,pre_fault,46.81666666666667,train,1-3d,66.0
manufacturer 1,11,2018-11-20 06:00:00,2018-11-20 12:00:00,substation_11.csv,SH + DHW,0.3778938550656137,0.5661539909547483,0.5661539909547483,high,0-24h,0.8987563061138896,0.8987563061138896,0.0887247597068869,0.0125189341792235,58.4581,high,32.673262811256244,medium,pre_fault,68.5,train,1-3d,66.0
manufacturer 1,11,2018-11-20 12:00:00,2018-11-20 18:00:00,substation_11.csv,SH + DHW,0.3808965468615571,0.5505885627638394,0.5505885627638394,high,0-24h,0.7221737992147791,0.7221737992147791,0.2651138688868791,0.0127123318983417,54.596,high,19.78505033847207,medium,pre_fault,62.5,train,1-3d,66.0
manufacturer 1,11,2018-11-20 18:00:00,2018-11-21 00:00:00,substation_11.csv,SH + DHW,0.3765313894372356,0.7756612642923382,0.7756612642923382,high,0-24h,0.601761686483364,0.601761686483364,0.3915037638938447,0.0067345496227912,58.6211,high,18.054459755023075,medium,pre_fault,56.5,train,1-3d,66.0
