scope,ranking_date,manufacturer,substation_id,configuration_type,day_label,fault_event_count,fault_event_keys,pre_fault_window_count,normal_window_count,window_count,first_window_start,last_window_end,min_estimated_lead_time_hours,true_most_urgent_lead_time_bucket,representative_priority_reason,representative_priority_level,representative_predicted_lead_time_bucket,representative_risk_level,priority_score,risk_score,anomaly_ensemble_score,mw_anomaly_context_score,multi_horizon_persistence_score,raw_ae_score_ratio_q999_max,risk_high_or_critical_window_count,anomaly_event_label_window_count,mw_anomaly_operational_confirmed_window_count,raw_ae_alarm_q999_c32_window_count,raw_ae_alarm_union_q998_c48_or_q999_spike_window_count,substations_on_date,priority_score_substation_rank,risk_score_substation_rank,anomaly_ensemble_score_substation_rank,mw_anomaly_context_score_substation_rank,multi_horizon_persistence_score_substation_rank,raw_ae_score_ratio_q999_max_substation_rank,priority_top1_substation,priority_top3_substation,priority_top5_substation,priority_top10_substation,priority_top20pct_substation
overall,2020-05-25,manufacturer 1,13,SH + DHW,pre_fault,1,manufacturer 1|13|53.0,3,0,3,2020-05-25 00:00:00,2020-05-25 18:00:00,16.0,6-24h,risk=critical|leadtime=1-3d|anomaly_consensus=1|raw_ae_union,urgent,1-3d,critical,88.8572,1.0,4.292166202684921,7.067465924295874,6.095238095238095,1.1103836,1,0,0,0,3,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-04-12,manufacturer 1,25,SH + DHW,normal,0,,0,1,1,2020-04-11 18:00:00,2020-04-12 00:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,21.3888,0.0395855523613818,0.4113406168379681,0.0,0.0,0.44066676,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-04-11,manufacturer 1,25,SH + DHW,normal,0,,0,4,4,2020-04-10 18:00:00,2020-04-11 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,22.0797,0.0574014704563501,0.5439942125415643,0.5,0.0,0.48422778,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-04-10,manufacturer 1,25,SH + DHW,normal,0,,0,4,4,2020-04-09 18:00:00,2020-04-10 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,24.2452,0.0637794116181668,0.7275406125987329,1.87120494531896,0.0,0.58740777,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-04-09,manufacturer 1,25,SH + DHW,normal,0,,0,4,4,2020-04-08 18:00:00,2020-04-09 18:00:00,,,leadtime=0-24h|repeated_watch_48h|leadtime_near_term_prob_high,low,0-24h,low,27.5277,0.21514543737038,0.6104349993929905,1.0,0.0,0.5399019,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-04-08,manufacturer 1,25,SH + DHW,normal,0,,0,4,4,2020-04-07 18:00:00,2020-04-08 18:00:00,,,leadtime=0-24h|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,medium,0-24h,medium,44.5994,0.4850991441772969,0.5675937113554166,0.5,0.3441445759396876,0.52035105,0,0,0,0,0,2,1,1,1,2,1,1,True,True,True,True,True
overall,2020-04-08,manufacturer 1,20,SH + DHW with sub-circuits,normal,0,,0,1,1,2020-04-07 18:00:00,2020-04-08 00:00:00,,,leadtime=0-24h,low,0-24h,low,16.729,0.0579999712789549,0.4555685899653411,0.5,0.0,0.39901665,0,0,0,0,0,2,2,2,2,1,2,2,False,True,True,True,False
overall,2020-04-07,manufacturer 1,25,SH + DHW,normal,0,,0,4,4,2020-04-06 18:00:00,2020-04-07 18:00:00,,,leadtime=0-24h|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,high,0-24h,medium,48.6328,0.5992743706762498,0.4775328896787522,0.5,0.9635274709182876,0.40382865,0,0,0,0,0,2,1,1,2,2,1,2,True,True,True,True,True
overall,2020-04-07,manufacturer 1,20,SH + DHW with sub-circuits,normal,0,,0,4,4,2020-04-06 18:00:00,2020-04-07 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,19.407,0.0726364488779114,0.4887995905509281,0.5,0.0,0.46410725,0,0,0,0,0,2,2,2,1,1,2,1,False,True,True,True,False
overall,2020-04-06,manufacturer 1,25,SH + DHW,normal,0,,0,4,4,2020-04-05 18:00:00,2020-04-06 18:00:00,,,leadtime=0-24h|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,medium,0-24h,medium,43.5957,0.6658604118624998,0.4267813730238934,0.0,0.8318064461326591,0.4195187,0,0,0,0,0,2,1,1,2,2,1,1,True,True,True,True,True
overall,2020-04-06,manufacturer 1,20,SH + DHW with sub-circuits,normal,0,,0,4,4,2020-04-05 18:00:00,2020-04-06 18:00:00,,,leadtime=0-24h|repeated_watch_48h|leadtime_near_term_prob_high,low,0-24h,low,23.4535,0.0807071654199015,0.4936132063576087,0.5,0.0,0.396883,0,0,0,0,0,2,2,2,1,1,2,2,False,True,True,True,False
overall,2020-04-05,manufacturer 1,25,SH + DHW,normal,0,,0,3,3,2020-04-05 00:00:00,2020-04-05 18:00:00,,,leadtime=1-3d|repeated_watch_48h,medium,1-3d,medium,36.8883,0.5236010418492938,0.4238189102454848,0.0,0.0,0.42228228,0,0,0,0,0,2,1,1,2,2,2,2,True,True,True,True,True
overall,2020-04-05,manufacturer 1,20,SH + DHW with sub-circuits,normal,0,,0,4,4,2020-04-04 18:00:00,2020-04-05 18:00:00,,,leadtime=0-24h|repeated_watch_48h|leadtime_near_term_prob_high,low,0-24h,low,25.1139,0.1790192657565351,0.5081221147676385,0.5,0.3754895081933931,0.57804763,0,0,0,0,0,2,2,2,1,1,1,1,False,True,True,True,False
overall,2020-04-04,manufacturer 1,20,SH + DHW with sub-circuits,normal,0,,0,4,4,2020-04-03 18:00:00,2020-04-04 18:00:00,,,leadtime=0-24h|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,medium,0-24h,medium,47.9393,0.4876003088697509,0.5477342018182404,0.5,2.0730608479220214,0.46901232,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-04-03,manufacturer 1,20,SH + DHW with sub-circuits,normal,0,,0,4,4,2020-04-02 18:00:00,2020-04-03 18:00:00,,,leadtime=0-24h|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,high,0-24h,medium,50.317,0.5607120600587678,0.4933832888312106,0.5,2.599027793124501,0.41375706,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-04-02,manufacturer 1,20,SH + DHW with sub-circuits,normal,0,,0,4,4,2020-04-01 18:00:00,2020-04-02 18:00:00,,,leadtime=1-3d|risk_3d_increasing,medium,1-3d,medium,38.7444,0.6218630410539823,0.487548245353462,0.5,2.417539614201264,0.45201167,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-04-01,manufacturer 1,20,SH + DHW with sub-circuits,normal,0,,0,3,3,2020-04-01 00:00:00,2020-04-01 18:00:00,,,leadtime=0-24h|risk_3d_increasing|leadtime_near_term_prob_high,medium,0-24h,medium,36.5485,0.2256665492323844,0.5139110903833661,0.5,2.318870706261876,0.5027241,0,0,0,0,0,1,1,1,1,1,1,1,True,True,True,True,True
overall,2020-03-21,manufacturer 1,22,SH + DHW,normal,0,,0,1,1,2020-03-20 18:00:00,2020-03-21 00:00:00,,,leadtime=0-24h|anomaly_consensus=1|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|leadtime_near_term_prob_high,high,0-24h,medium,63.8429,0.2275870116101972,1.2940359923080094,10.0,6.792315549974105,1.8085791,0,0,1,0,0,2,1,1,1,1,1,1,True,True,True,True,True
overall,2020-03-21,manufacturer 2,43,SH + DHW,normal,0,,0,1,1,2020-03-20 18:00:00,2020-03-21 00:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,24.2208,0.0388323351189596,0.6252944347682832,1.0,0.8,1.7304703,0,0,0,0,0,2,2,2,2,2,2,2,False,True,True,True,False
overall,2020-03-20,manufacturer 1,22,SH + DHW,normal,0,,0,4,4,2020-03-19 18:00:00,2020-03-20 18:00:00,,,leadtime=0-24h|anomaly_consensus=1|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|leadtime_near_term_prob_high,high,0-24h,medium,62.4744,0.2528744573446636,1.303333499040951,10.0,6.536255760368667,1.5135946,0,0,3,0,0,2,1,1,1,1,1,2,True,True,True,True,True
overall,2020-03-20,manufacturer 2,43,SH + DHW,normal,0,,0,4,4,2020-03-19 18:00:00,2020-03-20 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,23.2829,0.0431470390210662,0.7590261177444089,1.0,0.8,1.8600941,0,0,0,0,0,2,2,2,2,2,2,1,False,True,True,True,False
overall,2020-03-19,manufacturer 1,22,SH + DHW,normal,0,,0,3,3,2020-03-18 18:00:00,2020-03-19 18:00:00,,,leadtime=0-24h|anomaly_consensus=1|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|repeated_watch_48h,medium,0-24h,low,44.4987,0.1559489634893679,1.254911157221148,10.0,5.808153882953601,1.651529,0,0,1,0,0,2,1,1,1,1,1,1,True,True,True,True,True
overall,2020-03-19,manufacturer 2,43,SH + DHW,normal,0,,0,4,4,2020-03-18 18:00:00,2020-03-19 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,22.7489,0.0147302204852086,0.5286420446699451,0.5,0.8,0.8081129,0,0,0,0,0,2,2,2,2,2,2,2,False,True,True,True,False
overall,2020-03-18,manufacturer 2,24,SH + DHW,pre_fault,1,manufacturer 2|24|1.0,2,0,2,2020-03-17 18:00:00,2020-03-18 06:00:00,5.183333333333334,6-24h,leadtime=0-24h|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,high,0-24h,medium,63.2607,0.8674116699334508,0.78215844123949,1.0,5.779114676099739,0.804526,0,0,0,0,0,4,1,1,2,2,2,3,True,True,True,True,True
overall,2020-03-18,manufacturer 1,22,SH + DHW,normal,0,,0,3,3,2020-03-17 18:00:00,2020-03-18 18:00:00,,,leadtime=0-24h|anomaly_consensus=1|mw_3h_6h_confirmed|mw_6h_12h_persistent|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,medium,0-24h,low,44.3221,0.1732766260992976,1.2402055159033734,7.597011387919788,6.231793712420539,2.083322,0,0,1,0,0,4,2,3,1,1,1,1,False,True,True,True,False
overall,2020-03-18,manufacturer 2,52,SH + DHW,normal,0,,0,1,1,2020-03-17 18:00:00,2020-03-18 00:00:00,,,leadtime=1-3d|repeated_watch_48h|risk_3d_increasing,medium,1-3d,medium,38.6995,0.2840270993604611,0.563424380705668,1.0,2.500645229313794,0.6470359,0,0,0,0,0,4,3,2,4,4,3,4,False,True,True,True,False
overall,2020-03-18,manufacturer 2,43,SH + DHW,normal,0,,0,4,4,2020-03-17 18:00:00,2020-03-18 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,20.9583,0.0797110734540341,0.6936694016955225,1.0,0.8,1.6512206,0,0,0,0,0,4,4,4,3,3,4,2,False,False,True,True,False
overall,2020-03-17,manufacturer 2,24,SH + DHW,pre_fault,1,manufacturer 2|24|1.0,4,0,4,2020-03-16 18:00:00,2020-03-17 18:00:00,17.183333333333334,6-24h,risk=critical|leadtime=0-24h|anomaly_consensus=1|mw_3h_6h_confirmed|mw_6h_12h_persistent|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,urgent,0-24h,critical,100.0,0.9637907443705008,2.6753274339590227,10.0,5.775856208710658,1.9374326,1,0,1,0,0,4,1,1,1,2,1,1,True,True,True,True,True
overall,2020-03-17,manufacturer 1,22,SH + DHW,normal,0,,0,4,4,2020-03-16 18:00:00,2020-03-17 18:00:00,,,leadtime=1-3d|anomaly_consensus=1|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|repeated_watch_48h|risk_3d_increasing,high,1-3d,medium,53.0936,0.2741981431795178,1.232331174181014,10.0,5.436683892549361,1.8621922,0,0,2,0,0,4,2,3,3,1,2,3,False,True,True,True,False
overall,2020-03-17,manufacturer 2,52,SH + DHW,normal,0,,0,4,4,2020-03-16 18:00:00,2020-03-17 18:00:00,,,leadtime=1-3d|anomaly_consensus=1|mw_3h_6h_confirmed|mw_6h_12h_persistent|risk_3d_increasing,high,1-3d,medium,49.5692,0.3155856659560679,1.2513518482057715,8.62090738016726,2.371182497193482,1.1068883,0,0,1,0,0,4,3,2,2,3,3,4,False,True,True,True,False
overall,2020-03-17,manufacturer 2,43,SH + DHW,normal,0,,0,4,4,2020-03-16 18:00:00,2020-03-17 18:00:00,,,leadtime=0-24h|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,low,0-24h,low,29.626,0.1908912070063961,0.6588738562271885,1.0,1.2461680773607444,1.8754166,0,0,0,0,0,4,4,4,4,4,4,2,False,False,True,True,False
overall,2020-03-16,manufacturer 1,30,SH + DHW,pre_fault,1,manufacturer 1|30|10.0,3,0,3,2020-03-15 18:00:00,2020-03-16 12:00:00,3.066666666666667,6-24h,risk=critical|leadtime=0-24h|anomaly_consensus=2|criticality|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|raw_ae_q999_c32|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|leadtime_near_term_prob_high|high_risk_0_24h_strong_anomaly,urgent,0-24h,critical,100.0,0.9755851154930216,20.255855554980645,10.0,18.0,2.240698,3,3,3,3,3,6,1,1,1,1,1,1,True,True,True,True,True
overall,2020-03-16,manufacturer 2,53,SH with buffer tank,pre_fault,1,manufacturer 2|53|2.0,2,0,2,2020-03-15 18:00:00,2020-03-16 06:00:00,4.0,6-24h,risk=high|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high,urgent,0-24h,high,82.972,0.5523707706800041,0.6332665820191147,1.0,10.20536113329733,0.6935912,1,0,0,0,0,6,2,2,4,5,2,4,False,True,True,True,True
overall,2020-03-16,manufacturer 1,22,SH + DHW,normal,0,,0,4,4,2020-03-15 18:00:00,2020-03-16 18:00:00,,,leadtime=0-24h|anomaly_consensus=1|risk_3d_increasing|leadtime_near_term_prob_high,high,0-24h,medium,51.4261,0.3046646035327975,1.0699154679294618,7.321674142921057,4.604809057713901,1.4203523,0,0,1,0,0,6,3,5,2,2,3,2,False,True,True,True,False
overall,2020-03-16,manufacturer 2,43,SH + DHW,normal,0,,0,4,4,2020-03-15 18:00:00,2020-03-16 18:00:00,,,leadtime=0-24h|repeated_watch_48h|risk_3d_increasing|leadtime_near_term_prob_high,medium,0-24h,medium,45.3606,0.4884224112542019,0.7929486482555521,2.138169032632913,3.9532108257155896,0.58608115,0,0,0,0,0,6,4,4,3,3,4,6,False,False,True,True,False
overall,2020-03-16,manufacturer 2,24,SH + DHW,pre_fault,1,manufacturer 2|24|1.0,4,0,4,2020-03-15 18:00:00,2020-03-16 18:00:00,41.18333333333333,1-3d,leadtime=1-3d|repeated_watch_48h|risk_3d_increasing,medium,1-3d,medium,39.0153,0.5418578200941477,0.5589409804384962,0.5,1.3343784527377052,0.6572292,0,0,0,0,0,6,5,3,6,6,5,5,False,False,True,True,False
overall,2020-03-16,manufacturer 2,52,SH + DHW,normal,0,,0,4,4,2020-03-15 18:00:00,2020-03-16 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,22.3295,0.0283254496977461,0.6197774204583134,1.0,0.0,0.91553926,0,0,0,0,0,6,6,6,5,4,6,3,False,False,False,True,False
overall,2020-03-15,manufacturer 1,30,SH + DHW,pre_fault,1,manufacturer 1|30|10.0,4,0,4,2020-03-14 18:00:00,2020-03-15 18:00:00,21.066666666666663,6-24h,risk=critical|leadtime=0-24h|anomaly_consensus=2|criticality|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|raw_ae_q999_c32|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high|high_risk_0_24h_strong_anomaly,urgent,0-24h,critical,100.0,1.0,19.466156203330897,10.0,18.0,2.1758919,4,4,4,4,4,6,1,1,1,2,1,1,True,True,True,True,True
overall,2020-03-15,manufacturer 2,53,SH with buffer tank,pre_fault,1,manufacturer 2|53|2.0,4,0,4,2020-03-14 18:00:00,2020-03-15 18:00:00,16.0,6-24h,risk=high|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high,urgent,0-24h,high,80.7068,0.61374530075556,0.5771757124760151,1.0,9.844423725316917,0.65611833,4,0,0,0,0,6,2,3,5,5,2,5,False,True,True,True,True
overall,2020-03-15,manufacturer 2,43,SH + DHW,normal,0,,0,4,4,2020-03-14 18:00:00,2020-03-15 18:00:00,,,leadtime=1-3d|anomaly_consensus=1|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|risk_3d_increasing,high,1-3d,medium,62.6132,0.6238031642044132,1.412688545845848,10.0,4.65,1.8564564,0,0,1,0,0,6,3,2,2,3,3,3,False,True,True,True,False
overall,2020-03-15,manufacturer 1,22,SH + DHW,normal,0,,0,4,4,2020-03-14 18:00:00,2020-03-15 18:00:00,,,leadtime=1-3d|anomaly_consensus=1|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|risk_3d_increasing,medium,1-3d,low,38.7012,0.2120413675731285,1.32224430209255,10.0,2.776800083943292,2.124771,0,0,1,0,0,6,4,5,3,1,4,2,False,False,True,True,False
overall,2020-03-15,manufacturer 2,24,SH + DHW,pre_fault,1,manufacturer 2|24|1.0,1,0,1,2020-03-15 12:00:00,2020-03-15 18:00:00,65.18333333333334,1-3d,leadtime=1-3d,low,1-3d,medium,33.3697,0.4431303916577662,0.5080318076158343,0.5,0.0,0.55683255,0,0,0,0,0,6,5,4,6,6,5,6,False,False,True,True,False
overall,2020-03-15,manufacturer 2,52,SH + DHW,normal,0,,0,4,4,2020-03-14 18:00:00,2020-03-15 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,22.1644,0.0171440188134392,0.6253433312875195,1.0,0.0,0.81594115,0,0,0,0,0,6,6,6,4,4,6,4,False,False,False,True,False
overall,2020-03-14,manufacturer 1,30,SH + DHW,pre_fault,1,manufacturer 1|30|10.0,4,0,4,2020-03-13 18:00:00,2020-03-14 18:00:00,45.06666666666667,1-3d,risk=critical|leadtime=0-24h|anomaly_consensus=2|criticality|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|raw_ae_q999_c32|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high|high_risk_0_24h_strong_anomaly,urgent,0-24h,critical,100.0,0.999355645315363,18.671823204221155,10.0,18.0,2.1384776,4,4,4,4,4,6,1,1,1,1,1,1,True,True,True,True,True
overall,2020-03-14,manufacturer 2,53,SH with buffer tank,pre_fault,1,manufacturer 2|53|2.0,4,0,4,2020-03-13 18:00:00,2020-03-14 18:00:00,40.0,1-3d,risk=high|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_increasing,high,1-3d,high,68.1713,0.5183215176927659,0.7240889868385622,1.0,7.315330355939567,1.035703,3,0,0,0,0,6,2,2,4,4,2,3,False,True,True,True,True
overall,2020-03-14,manufacturer 1,22,SH + DHW,normal,0,,0,2,2,2020-03-14 00:00:00,2020-03-14 18:00:00,,,leadtime=1-3d|anomaly_consensus=1|risk_3d_increasing,low,1-3d,low,25.2701,0.0825234730501214,1.0309154765665722,1.849464762506516,2.0737874939997205,1.8824576,0,0,0,0,0,6,3,4,2,2,4,2,False,True,True,True,False
overall,2020-03-14,manufacturer 2,52,SH + DHW,normal,0,,0,4,4,2020-03-13 18:00:00,2020-03-14 18:00:00,,,leadtime=0-24h|leadtime_near_term_prob_high,low,0-24h,low,23.2003,0.0516925784958232,0.7455258213361167,1.0,0.0,0.7376796,0,0,0,0,0,6,4,5,3,3,5,4,False,False,True,True,False
overall,2020-03-14,manufacturer 2,43,SH + DHW,normal,0,,0,3,3,2020-03-14 00:00:00,2020-03-14 18:00:00,,,leadtime=1-3d|risk_3d_increasing,low,1-3d,low,21.3625,0.1834653990951483,0.5614880946656541,0.5,2.293408721191499,0.5712833,0,0,0,0,0,6,5,3,6,5,3,5,False,False,True,True,False
overall,2020-03-14,manufacturer 2,59,SH,normal,0,,0,1,1,2020-03-13 18:00:00,2020-03-14 00:00:00,,,leadtime=0-24h,low,0-24h,low,15.7986,0.0232824309744422,0.5736104140527406,0.5,0.0,0.49913698,0,0,0,0,0,6,6,6,5,6,6,6,False,False,False,True,False
overall,2020-03-13,manufacturer 1,30,SH + DHW,pre_fault,1,manufacturer 1|30|10.0,4,0,4,2020-03-12 18:00:00,2020-03-13 18:00:00,69.06666666666666,1-3d,risk=critical|leadtime=0-24h|anomaly_consensus=2|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent|raw_ae_q999_c32|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high|high_risk_0_24h_strong_anomaly,urgent,0-24h,critical,100.0,0.996636701216897,14.494199783308153,10.0,17.940830688985507,1.9447155,4,0,4,3,3,5,1,1,1,1,1,1,True,True,True,True,True
overall,2020-03-13,manufacturer 2,53,SH with buffer tank,pre_fault,1,manufacturer 2|53|2.0,1,0,1,2020-03-13 12:00:00,2020-03-13 18:00:00,64.0,1-3d,leadtime=1-3d,low,1-3d,medium,30.9347,0.271215729844556,0.644604911900668,1.0,0.0,0.9130655,0,0,0,0,0,5,2,2,3,3,5,2,False,True,True,True,False
