manufacturer,substation_id,window_start,window_end,source_file,configuration_type,season_bucket,label,fault_label,fault_event_id,estimated_lead_time_hours,lead_time_bucket,anomaly_score,anomaly_ensemble_score,iforest_anomaly_score,mahalanobis_score,iforest_score_ratio,mahalanobis_score_ratio,anomaly_consensus_count,strong_anomaly_label,anomaly_criticality,anomaly_event_label,mw_anomaly_1h_iforest_score_ratio,mw_anomaly_1h_mahalanobis_score_ratio,mw_anomaly_1h_score,mw_anomaly_1h_label,mw_anomaly_1h_strong_label,mw_anomaly_1h_criticality,mw_anomaly_1h_event_label,mw_anomaly_3h_iforest_score_ratio,mw_anomaly_3h_mahalanobis_score_ratio,mw_anomaly_3h_score,mw_anomaly_3h_label,mw_anomaly_3h_strong_label,mw_anomaly_3h_criticality,mw_anomaly_3h_event_label,mw_anomaly_6h_iforest_score_ratio,mw_anomaly_6h_mahalanobis_score_ratio,mw_anomaly_6h_score,mw_anomaly_6h_label,mw_anomaly_6h_strong_label,mw_anomaly_6h_criticality,mw_anomaly_6h_event_label,mw_anomaly_12h_iforest_score_ratio,mw_anomaly_12h_mahalanobis_score_ratio,mw_anomaly_12h_score,mw_anomaly_12h_label,mw_anomaly_12h_strong_label,mw_anomaly_12h_criticality,mw_anomaly_12h_event_label,mw_anomaly_multi_window_count,mw_anomaly_short_term_confirmed,mw_anomaly_main_confirmed,mw_anomaly_persistent_confirmed,mw_anomaly_fast_spike,mw_anomaly_operational_confirmed,mw_anomaly_context_score,mw_anomaly_has_raw_data,group_mahalanobis_global_score_ratio,group_mahalanobis_global_label,group_mahalanobis_manufacturer_score_ratio,group_mahalanobis_manufacturer_label,group_mahalanobis_configuration_score_ratio,group_mahalanobis_configuration_label,group_mahalanobis_aux_count,risk_probability,risk_probability_raw,risk_probability_roll4_max,risk_probability_roll8_mean,risk_probability_roll8_max,risk_probability_delta1,risk_temporal_boost,risk_score,risk_watch_label,risk_recent_high_count_48h,risk_recent_watch_count_48h,risk_repeated_high_48h,risk_repeated_watch_48h,risk_high_episode_start,risk_score_24h_max,risk_score_24h_mean,risk_high_count_24h,risk_watch_count_24h,risk_score_3d_max,risk_score_3d_mean,risk_score_3d_slope,risk_high_count_3d,risk_watch_count_3d,risk_episode_start_count_3d,risk_score_7d_max,risk_score_7d_mean,risk_score_7d_slope,risk_high_count_7d,risk_watch_count_7d,risk_episode_start_count_7d,anomaly_criticality_24h_max,anomaly_criticality_3d_max,anomaly_criticality_7d_max,mw_anomaly_confirmed_count_24h,mw_anomaly_confirmed_count_3d,mw_anomaly_confirmed_count_7d,mw_anomaly_persistent_count_3d,mw_anomaly_persistent_count_7d,multi_horizon_persistence_score,risk_level_calibrated,risk_threshold_medium_applied,risk_threshold_high_applied,risk_threshold_critical_applied,predicted_lead_time_bucket,predicted_lead_time_confidence,leadtime_prob_0-24h,leadtime_prob_1-3d,leadtime_prob_3-7d,expected_lead_time_hours,leadtime_near_term_probability,leadtime_within_3d_probability,leadtime_urgency_score,days_since_last_task_event,days_since_last_any_event,risk_base_score,risk_probability_component_score,leadtime_component_score,leadtime_ordinal_component_score,anomaly_component_score,multi_window_anomaly_component_score,risk_episode_component_score,multi_horizon_component_score,history_adjustment_score,history_adjustment_reason,urgency_bonus_score,urgency_bonus_reason,priority_score,priority_level,priority_reason,engine_version,anomaly_policy_score
manufacturer 1,19,2018-11-20 00:00:00,2018-11-20 06:00:00,substation_19.csv,SH + DHW with sub-circuits,autumn,pre_fault,Control unit: Incorrect parameterisation,37,27.25,1-3d,0.460139553386,0.785650631643,0.404926896893,69.2403336621,0.972374736801,0.620065104427,1,0,1,0,0.702617816165,0.154451156506,0.412089486546,0,0,0,0,0.679188405308,0.139289049732,0.393041746853,0,0,0,0,0.755773051737,0.197973998244,0.460139553386,0,0,0,0,0.715697278099,0.26205759269,0.475268244832,0,0,0,0,0,0,0,0,0,0,0.5,1,0.197973998244,0,0.639478864885,0,1.33405131891,1,1,0.965659794297,0.965659794297,0.979907106728,0.973089126961,0.986815185682,-0.00900419772084,0.0343402057033,1,1,7,7,1,1,0,1,1,4,4,1,1,-2.32765992419e-17,7,7,1,1,1,-2.32765992419e-17,7,7,1,0,0,0,0,0,0,0,0,8.16666666667,critical,0.22,0.92,0.92,1-3d,0.949416907036,0.0483555478008,0.949416907036,0.00222754516363,46.419583531,0.0483555478008,0.997772454836,0.681300152491,301,301,38,18,7.5,2.04390045747,3.625,0.725,9.77472164563,12.1666666667,0,,0,,91.8353,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent,best_priority_engine_v1,0.620065104427
manufacturer 1,28,2020-01-11 12:00:00,2020-01-11 18:00:00,substation_28.csv,SH + DHW,winter,pre_fault,Failure of the heating circuit pump,47,40.9166666667,1-3d,0.431218540206,0.534793162903,0.390659873641,58.4143684527,0.77825445598,0.318893525647,0,0,0,0,0.725408483269,0.0552980552983,0.370249956444,0,0,0,0,0.750841056016,0.0768368357477,0.393618819274,0,0,0,0,0.729144463254,0.167020080145,0.431218540206,0,0,0,0,0.749669572895,0.12397142473,0.418049554367,0,0,0,0,0,0,0,0,0,0,0,1,0.167020080145,0,0.32744385856,0,0.446286111685,0,0,0.994832343465,0.994832343465,0.994832343465,0.991824197293,0.995475559312,0.000778967133074,0.00516765653472,1,1,8,8,1,1,0,1,1,4,4,1,0.998186928307,0.000902924565965,11,11,1,1,0.998186928307,0.000902924565965,11,11,1,0,0,0,0,0,0,0,0,10.5882506531,critical,0.22,0.92,0.92,1-3d,0.992647389727,0.0065876051357,0.992647389727,0.000765005137158,47.817926585,0.0065876051357,0.999234994863,0.66835253162,95.6178472222,95.6178472222,38,18,7.5,2.00505759486,0,0,9.54134125228,16.6063091444,0,,0,,91.6527,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing,best_priority_engine_v1,0.318893525647
manufacturer 1,7,2015-03-25 06:00:00,2015-03-25 12:00:00,substation_7.csv,SH + DHW,spring,pre_fault,Control unit: Incorrect parameterisation,63,19.25,6-24h,0.502618045373,0.621673919674,0.405961149123,96.6729900349,0.791306384913,0.471245129746,0,0,0,0,0.73745975163,0.241908173262,0.474817415095,0,0,0,0,0.74093135838,0.229844033306,0.470055076091,0,0,0,0,0.757703424774,0.276410256092,0.502618045373,0,0,0,0,0.701021091926,0.173801820889,0.421594878276,0,0,0,0,0,0,0,0,0,0,0,1,0.276410256092,0,0.48094566403,0,0.623087864617,0,0,0.991419200154,0.991419200154,0.991419200154,0.98383946073,0.991419200154,0.0138427325343,0.00858079984639,1,1,8,8,1,1,0,1,1,4,4,1,1,6.21849276085e-17,9,9,1,1,1,6.21849276085e-17,9,9,1,0,1,1,0,0,0,0,0,9.35714285714,critical,0.22,0.92,0.92,0-24h,0.983976500086,0.983976500086,0.0153592910891,0.000664208824466,12.6246690323,0.983976500086,0.999335791176,0.994216027479,26.25,26.25,38,18,13.5,2.98264808244,0,0,9.56864639877,15.3571428571,-6,recent_task_within_30d|recent_any_event_within_30d,0,,91.4084,urgent,risk=critical|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high|history_adjusted,best_priority_engine_v1,0.471245129746
manufacturer 1,19,2018-11-19 12:00:00,2018-11-19 18:00:00,substation_19.csv,SH + DHW with sub-circuits,autumn,pre_fault,Control unit: Incorrect parameterisation,37,39.25,1-3d,0.659268087814,1.11726330253,0.497242010437,147.205069088,1.12460033268,1.11075687956,2,1,3,0,0.725387421943,0.280756038019,0.489732788463,0,0,0,0,0.730914556862,0.363373085309,0.536117576939,0,0,0,0,0.928073967334,0.42089306258,0.659268087814,0,0,0,0,0.781517619874,0.199452190512,0.473022942312,0,0,0,0,0,0,0,0,0,0,1,1,0.42089306258,0,1.17392834339,1,10.9931633543,1,2,0.979907106728,0.979907106728,0.986815185682,0.974260020483,0.986815185682,0.0153166711086,0.0200928932716,1,1,5,5,1,1,0,1,1,4,4,1,1,-4.05396129633e-17,5,5,1,1,1,-4.05396129633e-17,5,5,1,0,0,0,0,0,0,0,0,6.97619047619,critical,0.22,0.92,0.92,1-3d,0.972085521517,0.026458309101,0.972085521517,0.00145616938224,47.1523450679,0.026458309101,0.998543830618,0.674515323445,301,301,38,18,7.5,2.02354597034,3.625,1.45,9.66074314617,10.9761904762,0,,0,,91.2355,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent,best_priority_engine_v1,1.11075687956
manufacturer 1,19,2018-11-19 18:00:00,2018-11-20 00:00:00,substation_19.csv,SH + DHW with sub-circuits,autumn,pre_fault,Control unit: Incorrect parameterisation,37,33.25,1-3d,0.474628802915,0.7548956892,0.410587692733,75.5248077818,0.979527958045,0.555693488526,1,0,2,0,0.689443527987,0.186711074533,0.422995327657,0,0,0,0,0.683407043634,0.0894015096052,0.368584110599,0,0,0,0,0.766338605617,0.215942751463,0.474628802915,0,0,0,0,0.783252622257,0.278083103042,0.515512777073,0,0,0,0,0,0,0,0,0,0,0.5,1,0.215942751463,0,0.5680039945,0,1.17605894566,1,1,0.974663992018,0.974663992018,0.979907106728,0.974327349072,0.986815185682,-0.00524311471083,0.0253360079824,1,1,6,6,1,1,0,1,1,4,4,1,1,0,6,6,1,1,1,0,6,6,1,0,0,0,0,0,0,0,0,7.57142857143,critical,0.22,0.92,0.92,1-3d,0.937695990199,0.0604665033562,0.937695990199,0.00183750644467,45.9555063432,0.0604665033562,0.998162493555,0.685597163489,301,301,38,18,7.5,2.05679149047,3.625,0.725,9.70268806386,11.5714285714,0,,0,,91.1809,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent,best_priority_engine_v1,0.555693488526
manufacturer 1,6,2020-06-04 18:00:00,2020-06-05 00:00:00,substation_6.csv,SH + DHW,summer,normal,,,,,0.520085874691,0.652015576058,0.412663969422,104.319809347,0.824685213362,0.498893444865,0,0,0,0,0.791082199795,0.101574111866,0.425642913192,0,0,0,0,0.856931491962,0.482312290132,0.658383314992,0,0,0,0,0.770213858117,0.298274266748,0.520085874691,0,0,0,0,0.807389813532,0.364051282262,0.572420391959,0,0,0,0,0,0,0,0,0,0,0,1,0.298274266748,0,0.508998214779,0,0.4981994579,0,0,0.825043091171,0.825043091171,0.936405676674,0.87686616421,0.936405676674,-0.111362585503,0.0956663812489,0.92070947242,1,4,8,1,1,0,0.936405676674,0.919288240332,3,4,0.936405676674,0.896766411068,0.0111298691187,4,10,2,0.936405676674,0.896766411068,0.0111298691187,4,10,2,0,0,0,0,0,0,0,0,5.88179649129,critical,0.22,0.92,0.92,0-24h,0.946472188288,0.946472188288,0.0473531129784,0.00617469873358,14.3715795304,0.946472188288,0.993825301266,0.978040930274,414.465439815,414.465439815,38,16.5727705036,13.5,2.93412279082,0,0,10,10.1043938737,0,,0,,91.1113,urgent,risk=critical|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high,best_priority_engine_v1,0.498893444865
manufacturer 1,28,2020-01-11 06:00:00,2020-01-11 12:00:00,substation_28.csv,SH + DHW,winter,pre_fault,Failure of the heating circuit pump,47,46.9166666667,1-3d,0.450643132556,0.567928119051,0.395062161968,68.6841763186,0.805937276582,0.356863394447,0,0,0,0,0.728288051258,0.0685116191231,0.378606542226,0,0,0,0,0.747149011975,0.110572129838,0.409763264443,0,0,0,0,0.737361084351,0.196383816812,0.450643132556,0,0,0,0,0.764551022985,0.183189418635,0.45642937268,0,0,0,0,0,0,0,0,0,0,0,1,0.196383816812,0,0.366454621285,0,0.505574016314,0,0,0.994053376332,0.994053376332,0.994053376332,0.991656331969,0.995475559312,0.00215969602348,0.00594662366779,1,1,8,8,1,1,0,1,1,4,4,1,0.998005621138,0.00108302797512,10,10,1,1,0.998005621138,0.00108302797512,10,10,1,0,0,0,0,0,0,0,0,10.0011172113,critical,0.22,0.92,0.92,1-3d,0.978321017713,0.0202041101834,0.978321017713,0.00147487210324,47.3788428248,0.0202041101834,0.998525127897,0.672418121992,95.3678472222,95.3678472222,38,18,7.5,2.01725436598,0,0,9.54757298934,16.0227777708,0,,0,,91.0876,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing,best_priority_engine_v1,0.356863394447
manufacturer 1,19,2018-11-19 06:00:00,2018-11-19 12:00:00,substation_19.csv,SH + DHW with sub-circuits,autumn,pre_fault,Control unit: Incorrect parameterisation,37,45.25,1-3d,0.446443812421,1.09491620623,0.410422160953,57.021483899,1.03169644184,1.15097901616,2,1,2,0,0.705188525181,0.175334315524,0.424365794063,0,0,0,0,0.688904378379,0.140558600844,0.398281116285,0,0,0,0,0.766029649953,0.163037503667,0.446443812421,0,0,0,0,0.720941404638,0.165359617435,0.426483057421,0,0,0,0,0,0,0,0,0,0,1,1,0.163037503667,0,1.1755227371,1,2.93401596447,1,2,0.96459043562,0.96459043562,0.986815185682,0.972848248922,0.986815185682,-0.00069414647476,0.0354095643802,1,1,4,4,1,1,0,1,1,4,4,1,1,-1.18687833744e-16,4,4,1,1,1,-1.18687833744e-16,4,4,1,0,0,0,0,0,0,0,0,6.38095238095,critical,0.22,0.92,0.92,1-3d,0.997259324297,0.00115008034044,0.997259324297,0.00159059536297,48.0731199739,0.00115008034044,0.998409404637,0.665989629872,301,301,38,18,7.5,1.99796888961,3.625,1.45,9.78327651504,10.380952381,0,,0,,90.7372,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent,best_priority_engine_v1,1.14632937982
manufacturer 1,3,2019-09-03 18:00:00,2019-09-04 00:00:00,substation_3.csv,SH + DHW,autumn,normal,,,,,0.466728486517,0.595631923618,0.376820323248,89.8586446616,0.72436227455,0.481474819962,0,0,0,0,0.713705786615,0.069844391327,0.372459247112,0,0,0,0,0.741046498401,0.199891800131,0.454234508318,0,0,0,0,0.703313728582,0.256926479403,0.466728486517,0,0,0,0,0.744354211492,0.235883767579,0.474864876218,0,0,0,0,0,0,0,0,0,0,0,1,0.256926479403,0,0.50958632479,0,0.570810696784,0,0,0.849446361716,0.849446361716,0.926310205863,0.892745570727,0.944105121926,-0.0768638441463,0.0879364875469,0.937382849263,1,4,8,1,1,0,0.937382849263,0.923861729624,2,4,0.944105121926,0.878127644273,0.0160304331511,4,12,2,0.944105121926,0.878127644273,0.0160304331511,4,12,2,0,0,0,0,0,0,0,0,5.10232187275,critical,0.22,0.92,0.92,0-24h,0.846573929393,0.846573929393,0.130457647411,0.0229684231955,19.1770650119,0.846573929393,0.977031576804,0.933545694334,1021.79861111,1021.79861111,38,16.8728912867,13.5,2.800637083,0,0,10,9.42293053578,0,,0,,90.5965,urgent,risk=critical|leadtime=0-24h|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing|leadtime_near_term_prob_high,best_priority_engine_v1,0.481474819962
manufacturer 1,24,2016-10-23 06:00:00,2016-10-23 12:00:00,substation_24.csv,SH + DHW with sub-circuits,autumn,pre_fault,Incorrect setting of the differential pressure regulator,38,25.9166666667,1-3d,0.425427353378,0.517963355432,0.378976391857,61.3561124225,0.750581426263,0.311679405828,0,0,0,0,0.701152438834,0.0513146593346,0.356738415699,0,0,0,0,0.722156529194,0.0624142915809,0.372493143259,0,0,0,0,0.70733790817,0.175431201015,0.425427353378,0,0,0,0,0.715806982389,0.0929551596975,0.385695516363,0,0,0,0,0,0,0,0,0,0,0.5,1,0.175431201015,0,0.319815747635,0,2.45843109443,1,1,0.989175525256,0.989175525256,0.989175525256,0.985404019462,0.996612156812,0.0151578561597,0.0108244747441,1,1,8,8,1,1,0,1,1,4,4,1,1,-7.50647770368e-17,8,8,1,1,1,-7.50647770368e-17,8,8,1,0,2,2,0,0,0,0,0,8.7619047619,critical,0.22,0.92,0.92,1-3d,0.981748720512,0.0157225591983,0.981748720512,0.00252872028923,47.6160557297,0.0157225591983,0.997471279711,0.670221706207,198.925694444,198.925694444,38,18,7.5,2.01066511862,0,0.725,9.58659579795,14.7619047619,0,,0,,90.5842,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent,best_priority_engine_v1,0.311679405828
manufacturer 1,20,2017-06-06 00:00:00,2017-06-06 06:00:00,substation_20.csv,SH + DHW with sub-circuits,summer,pre_fault,unknown,34,25.5666666667,1-3d,0.484288021685,0.61535166125,0.398834707609,88.7024379967,0.783509893098,0.466230210366,0,0,0,0,0.680810332744,0.056929981203,0.350153746427,0,0,0,0,0.714775491388,0.303448998491,0.496772450152,0,0,0,0,0.744402326497,0.253620619305,0.484288021685,0,0,0,0,0.699434009224,0.215808943446,0.443112724362,0,0,0,0,0,0,0,0,0,0,0.5,1,0.253620619305,0,0.480173258381,0,1.83287546998,1,1,0.990583021842,0.990583021842,0.990583021842,0.974698701735,0.990583021842,0.0254940926848,0.00941697815835,1,1,8,8,1,1,0,1,1,4,4,1,1,-7.50647770368e-17,8,8,1,1,1,-7.50647770368e-17,8,8,1,0,1,1,0,0,0,0,0,8.7619047619,critical,0.22,0.92,0.92,1-3d,0.983179241612,0.0143380048834,0.983179241612,0.00248275350446,47.6625900765,0.0143380048834,0.997517246496,0.669790832625,301,301,38,18,7.5,2.00937249787,0,0.725,9.57533582527,14.7619047619,0,,0,,90.5716,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent,best_priority_engine_v1,0.466230210366
manufacturer 1,24,2016-01-11 06:00:00,2016-01-11 12:00:00,substation_24.csv,SH + DHW with sub-circuits,winter,pre_fault,Failure of the heating circuit pump,13,24.65,1-3d,0.506968716436,0.693200170087,0.397303999295,104.555419908,0.770206295884,0.624911718909,0,0,0,0,0.74353554602,0.103195734148,0.404155445728,0,0,0,0,0.753444832778,0.167451909676,0.442868583534,0,0,0,0,0.741545346377,0.298947931393,0.506968716436,0,0,0,0,0.745079548334,0.173203285894,0.441985129241,0,0,0,0,0,0,0,0,0,0,0.5,1,0.298947931393,0,0.66584591541,0,2.62694131898,1,1,0.991830623443,0.991830623443,0.991830623443,0.985579866484,0.991830623443,0.00388636502687,0.00816937655709,1,1,8,8,1,1,0,1,1,4,4,1,1,-7.50647770368e-17,8,8,1,1,1,-7.50647770368e-17,8,8,1,0,0,0,0,0,0,0,0,8.7619047619,critical,0.22,0.92,0.92,1-3d,0.99338205556,0.00566123133216,0.99338205556,0.000956713108117,47.8650790158,0.00566123133216,0.999043286892,0.667915935039,34.25,34.25,38,18,7.5,2.00374780512,0,0.725,9.56535501246,14.7619047619,0,,0,,90.556,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent,best_priority_engine_v1,0.624911718909
manufacturer 1,28,2020-01-11 00:00:00,2020-01-11 06:00:00,substation_28.csv,SH + DHW,winter,pre_fault,Failure of the heating circuit pump,47,52.9166666667,1-3d,0.420558819582,0.515450475856,0.390561037195,51.4372817432,0.794142908917,0.268308129556,0,0,0,0,0.738008286038,0.0575250142697,0.377352152001,0,0,0,0,0.775518055654,0.100716110887,0.417873024927,0,0,0,0,0.728959990643,0.147070988641,0.420558819582,0,0,0,0,0.740188126686,0.117454950945,0.410139543543,0,0,0,0,0,0,0,0,0,0,0,1,0.147070988641,0,0.278458143197,0,0.466561547185,0,0,0.991893680309,0.991893680309,0.995475559312,0.9886796678,0.995475559312,-0.000160189369649,0.00810631969127,1,1,8,8,1,1,0,1,1,4,4,1,0.997784023487,0.00132296522731,9,9,1,1,0.997784023487,0.00132296522731,9,9,1,0,0,0,0,0,0,0,0,9.41667629237,critical,0.22,0.92,0.92,1-3d,0.984374252613,0.0138611697936,0.984374252613,0.00176457759322,47.6280474741,0.0138611697936,0.998235422407,0.670110671536,95.1178472222,95.1178472222,38,18,7.5,2.01033201461,0,0,9.56485055753,15.4431355969,0,,0,,90.5183,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing,best_priority_engine_v1,0.268308129556
manufacturer 1,6,2019-04-15 00:00:00,2019-04-15 06:00:00,substation_6.csv,SH + DHW,spring,pre_fault,Differential pressure regulator defective,64,27.6833333333,1-3d,0.459608053014,0.585811240683,0.398387585814,72.6750685723,0.786515055374,0.407828612561,0,0,0,0,0.697969913639,0.0518653374424,0.355534488255,0,0,0,0,0.755428212083,0.11859731131,0.417907834673,0,0,0,0,0.743567799064,0.207794693309,0.459608053014,0,0,0,0,0.814758304723,0.401398058725,0.595677374344,0,0,0,0,0,0,0,0,0,0,0,1,0.207794693309,0,0.427204833212,0,0.423937906484,0,0,0.94815652491,0.94815652491,0.982119994478,0.97479623313,0.982119994478,-0.0321039005908,0.0518434750899,1,1,8,8,1,1,0,1,1,4,4,1,1,-7.50647770368e-17,8,8,1,1,1,-7.50647770368e-17,8,8,1,0,0,0,0,0,0,0,0,8.7619047619,critical,0.22,0.92,0.92,1-3d,0.972685882698,0.0255555612878,0.972685882698,0.00175855601416,47.2066158267,0.0255555612878,0.998241443986,0.67401281642,301,301,38,18,7.5,2.02203844926,0,0,9.91474780072,14.7619047619,0,,0,,90.1987,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent,best_priority_engine_v1,0.407828612561
manufacturer 1,22,2019-11-04 12:00:00,2019-11-04 18:00:00,substation_22.csv,SH + DHW,autumn,normal,,,,,2.68174923995,4.18039877525,0.476553560309,1493.80727043,0.922481219779,7.06949547538,2,0,1,0,0.862438570801,5.7429160711,3.44909164596,1,0,1,0,0.84885385769,3.80814285534,2.41727702645,1,0,1,0,0.889460150348,4.27113767789,2.68174923995,1,0,1,0,0.881417111675,3.23442638024,2.12851202402,1,0,1,0,4,1,1,1,1,1,10,1,4.27113767789,1,7.16669662575,1,12.223883793,1,2,0.977950404327,0.977950404327,0.977950404327,0.977950404327,0.977950404327,0,0.0220495956732,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3.24523809524,critical,0.22,0.92,0.92,1-3d,0.578928043793,0.414318189036,0.578928043793,0.00675376717105,33.570816431,0.414318189036,0.993246232829,0.800270218231,301,301,38,18,4.5,2.40081065469,10.35,12,1.67639676539,3.24523809524,0,,0,,90.1724,urgent,risk=critical|leadtime=1-3d|anomaly_consensus=1|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent,best_priority_engine_v1,1.02497913309
manufacturer 1,28,2020-01-10 18:00:00,2020-01-11 00:00:00,substation_28.csv,SH + DHW,winter,pre_fault,Failure of the heating circuit pump,47,58.9166666667,1-3d,0.41993036761,0.511868102612,0.384125672812,54.7478661798,0.773874422042,0.279522875948,0,0,0,0,0.723772219974,0.0474097328379,0.365300101792,0,0,0,0,0.764618950121,0.0945725412423,0.409494353415,0,0,0,0,0.716948748573,0.156536709021,0.41993036761,0,0,0,0,0.782062358978,0.159070685142,0.451876771845,0,0,0,0,0,0,0,0,0,0,0,1,0.156536709021,0,0.288730856035,0,0.462115731821,0,0,0.992053869678,0.992053869678,0.995475559312,0.981413606834,0.995475559312,0.0014060603727,0.00794613032162,1,1,8,8,1,1,0,1,1,4,4,1,0.997507026423,0.00165252426976,8,8,1,1,0.997507026423,0.00165252426976,8,8,1,0,0,0,0,0,0,0,0,8.83626835404,critical,0.22,0.92,0.92,1-3d,0.992910636461,0.00321306506764,0.992910636461,0.00387629847113,48.1634231475,0.00321306506764,0.996123701529,0.665153489375,94.8678472222,94.8678472222,38,18,7.5,1.99546046813,0,0,9.56356904257,14.8693188394,0,,0,,89.9283,urgent,risk=critical|leadtime=1-3d|repeated_high_48h|risk_24h_persistent|risk_3d_persistent|risk_3d_increasing,best_priority_engine_v1,0.279522875948
manufacturer 1,13,2016-07-18 06:00:00,2016-07-18 12:00:00,substation_13.csv,SH + DHW,summer,pre_fault,Failure of the heating circuit pump,24,51.2833333333,1-3d,1.17338135553,1.66758750681,0.595212184369,429.753198701,1.16083286178,2.11697370146,2,1,2,0,0.863341995664,0.342244828736,0.587160497192,0,0,0,0,0.919270117784,0.370396943176,0.628367335242,0,0,0,0,1.11092973192,1.22876298402,1.17338135553,1,1,1,0,0.966399294726,0.750302353509,0.851867915881,0,0,0,0,1,0,0,0,0,0,2.07741016885,1,1.22876298402,1,2.1298509545,1,7.06868141397,1,2,0.989639595849,0.989639595849,0.989639595849,0.986843121794,0.989639595849,0.00559294810977,0.0103604041515,1,1,2,2,1,0,0,1,1,2,2,1,1,-1.11022302463e-16,2,2,1,1,1,-1.11022302463e-16,2,2,1,1,1,1,0,0,0,0,0,3.19047619048,critical,0.22,0.92,0.92,1-3d,0.987248940254,0.0125045409773,0.987248940254,0.000246518768476,47.5675858761,0.0125045409773,0.999753481232,0.670670501147,488.25,488.25,38,18,7.5,2.01201150344,8.0838135553,2.73483457598,8.08288323321,5.19047619048,0,,0,,89.604,urgent,risk=critical|leadtime=1-3d|anomaly_consensus=2|repeated_high_48h|risk_24h_persistent,best_priority_engine_v1,1.28981429087
manufacturer 1,26,2020-06-12 12:00:00,2020-06-12 18:00:00,substation_26.csv,SH + DHW with sub-circuits,summer,pre_fault,Incorrect setting of the differential pressure regulator,7,16.6333333333,6-24h,2.37691681807,3.7287284857,0.497772052336,1280.36680625,1.0388972143,6.11405055656,2,1,3,0,0.965226580544,2.45053841361,1.75244185207,1,0,2,0,0.925257428181,3.10703138827,2.08159762703,1,0,3,0,0.929063260428,3.66086242579,2.37691681807,1,0,1,0,0.963046566095,3.10986529097,2.10086049028,1,0,3,0,4,1,1,1,1,1,10,1,3.66086242579,1,6.12653490072,1,26.2612547333,1,2,0.909271968731,0.909271968731,0.909271968731,0.909271968731,0.909271968731,0,0.0454635984365,0.954735567167,1,1,1,0,0,1,0.954735567167,0.954735567167,1,1,0.954735567167,0.954735567167,0,1,1,1,0.954735567167,0.954735567167,0,1,1,1,1,1,1,1,1,1,1,1,3.24523809524,critical,0.22,0.92,0.92,1-3d,0.530458903263,0.459678371498,0.530458903263,0.00986272523859,32.1616948432,0.459678371498,0.990137274761,0.81331764034,92.8531134259,92.8531134259,38,17.185240209,4.5,2.43995292102,9.725,12,1.86370878749,3.24523809524,0,,0,,88.9591,urgent,risk=critical|leadtime=1-3d|anomaly_consensus=1|mw_1h_3h_confirmed|mw_3h_6h_confirmed|mw_6h_12h_persistent,best_priority_engine_v1,1.15433023811
manufacturer 1,13,2020-05-25 00:00:00,2020-05-25 06:00:00,substation_13.csv,SH + DHW,spring,pre_fault,Shut-off valve closed,53,28,1-3d,4.29216620268,3.88949551816,0.479652844274,2554.71997285,0.924535967072,6.518799271,2,0,39,1,0.731638068893,0.133967970759,0.414872916882,0,0,0,0,0.720527180669,0.112444861585,0.398243551554,0,0,0,0,0.895244787818,7.30453047625,4.29216620268,1,0,1,0,0.772705789344,0.182660893923,0.459981994771,0,0,0,0,1,0,0,0,0,0,7.0674659243,1,7.30453047625,1,6.41325781666,1,9.34052191025,1,2,0.993677289333,0.993677289333,0.993677289333,0.993677289333,0.993677289333,0,0.00632271066713,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,3.09523809524,critical,0.22,0.92,0.92,1-3d,0.990554273912,0.00829435440431,0.990554273912,0.0011513716841,47.7843020027,0.00829435440431,0.998848628316,0.668663870345,1168,1168,38,18,7.5,2.00599161104,11.725,4.98035966593,1.55058168534,5.09523809524,0,,0,,88.8572,urgent,risk=critical|leadtime=1-3d|anomaly_consensus=1,best_priority_engine_v1,1.02726218564
