manufacturer,substation_id,source_file,window_start,window_end,main_missing_sensors,main_changed_sensors,season_bucket,label,fault_label,fault_event_id,estimated_lead_time_hours,normal_event_related,maintenance_related,disturbance_count,leakage_blocked_fault_count,window_source_type,use_for_supervised_training,configuration_type,normal_reference_group,s_hc1_control_unit_mode__dominant,s_dhw_control_unit_mode__dominant,s_hc1_heating_pump_status_setpoint__dominant,s_dhw_3-way_valve_status__dominant,s_hc1.2_heating_pump_status__dominant,s_hc1.3_heating_pump_status__dominant,s_hc1.1_control_unit_mode__dominant,s_hc1.2_control_unit_mode__dominant,s_hc1.2_dhw_control unit_mode__dominant,s_hc1.1_heating_pump_status__dominant,s_hc1.3_control_unit_mode__dominant,split_time_based,split_substation_based,split_regime_based,normal_reference_outlier,normal_reference_outlier_count,normal_reference_filter_reason,configuration_type__is__missing,configuration_type__is__sh,configuration_type__is__sh_with_buffer_tank,configuration_type__is__sh_with_sub_circuits,manufacturer__is__manufacturer_1,manufacturer__is__manufacturer_2,s_dhw_3-way_valve_status__dominant__is__aus,s_dhw_3-way_valve_status__dominant__is__ein,s_dhw_3-way_valve_status__dominant__is__missing,s_dhw_control_unit_mode__dominant__is__missing,s_dhw_control_unit_mode__dominant__is__standby,s_dhw_control_unit_mode__dominant__is__tag,s_hc1.1_control_unit_mode__dominant__is__missing,s_hc1.1_control_unit_mode__dominant__is__nacht,s_hc1.1_control_unit_mode__dominant__is__tag,s_hc1.1_heating_pump_status__dominant__is__ein,s_hc1.1_heating_pump_status__dominant__is__missing,s_hc1.2_control_unit_mode__dominant__is__missing,s_hc1.2_control_unit_mode__dominant__is__nacht,s_hc1.2_control_unit_mode__dominant__is__standby,s_hc1.2_control_unit_mode__dominant__is__tag,s_hc1.2_dhw_control unit_mode__dominant__is__missing,s_hc1.2_dhw_control unit_mode__dominant__is__standby,s_hc1.2_heating_pump_status__dominant__is__aus,s_hc1.2_heating_pump_status__dominant__is__ein,s_hc1.2_heating_pump_status__dominant__is__missing,s_hc1.3_control_unit_mode__dominant__is__missing,s_hc1.3_control_unit_mode__dominant__is__tag,s_hc1.3_heating_pump_status__dominant__is__aus,s_hc1.3_heating_pump_status__dominant__is__ein,s_hc1.3_heating_pump_status__dominant__is__missing,s_hc1_control_unit_mode__dominant__is__missing,s_hc1_control_unit_mode__dominant__is__nacht,s_hc1_control_unit_mode__dominant__is__standby,s_hc1_control_unit_mode__dominant__is__tag,s_hc1_heating_pump_status_setpoint__dominant__is__aus,s_hc1_heating_pump_status_setpoint__dominant__is__ein,s_hc1_heating_pump_status_setpoint__dominant__is__missing,has_buffer_tank,has_dhw,s_hc1_supply_temperature_setpoint__missing_count,s_hc1_supply_temperature_setpoint__missing_rate,s_dhw_lower_storage_temperature__missing_count,s_dhw_lower_storage_temperature__missing_rate,s_dhw_upper_storage_temperature__missing_count,s_dhw_upper_storage_temperature__missing_rate,s_dhw_supply_temperature__missing_count,s_dhw_supply_temperature__missing_rate,s_dhw_supply_temperature_setpoint__missing_count,s_dhw_supply_temperature_setpoint__missing_rate,iforest_anomaly_score,mahalanobis_score,iforest_threshold,mahalanobis_threshold,iforest_score_ratio,mahalanobis_score_ratio,iforest_q99_label,mahalanobis_q99_label,iforest_anomaly_label,mahalanobis_anomaly_label,anomaly_consensus_count,anomaly_ensemble_score,anomaly_policy_score,anomaly_score,anomaly_label,strong_anomaly_label,anomaly_criticality,anomaly_event_label
manufacturer 1,1,substation_1.csv,2019-12-04 12:00:00,2019-12-04 18:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|p_net_meter_heat_power|s_dhw_upper_storage_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.447227030683,169.59303835,0.543030891697,239.472775395,0.823575670411,0.708193397224,0,0,0,0,0,0.762423065622,0.708193397224,0.708193397224,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-04 18:00:00,2019-12-05 00:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|s_dhw_upper_storage_temperature|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.448720766352,143.776859308,0.543030891697,239.472775395,0.826326408337,0.60038916353,0,0,0,0,0,0.70657966859,0.60038916353,0.60038916353,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-05 06:00:00,2019-12-05 12:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|s_dhw_supply_temperature|s_dhw_upper_storage_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.463592669897,301.988985419,0.543030891697,239.472775395,0.853713254598,1.26105769192,0,1,0,1,1,1.06960580638,0.948570282886,0.948570282886,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-05 12:00:00,2019-12-05 18:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|p_net_meter_heat_power|p_net_meter_volume,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.42881273953,134.539635455,0.543030891697,239.472775395,0.789665461187,0.561815994462,0,0,0,0,0,0.668905243823,0.561815994462,0.561815994462,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-06 00:00:00,2019-12-06 06:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_hc1_supply_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.453864362564,285.001787653,0.543030891697,239.472775395,0.835798422344,1.19012187161,0,1,0,1,1,1.02358985045,0.928664913715,0.928664913715,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-06 06:00:00,2019-12-06 12:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_dhw_lower_storage_temperature|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.442170136858,181.773866205,0.543030891697,239.472775395,0.814263320227,0.759058585697,0,0,0,0,0,0.785004810926,0.759058585697,0.759058585697,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-06 12:00:00,2019-12-06 18:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_hc1_supply_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.445438631411,174.100845986,0.543030891697,239.472775395,0.820282304786,0.727017280766,0,0,0,0,0,0.770851842055,0.727017280766,0.727017280766,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-06 18:00:00,2019-12-07 00:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|s_dhw_upper_storage_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.442139558767,152.777096989,0.543030891697,239.472775395,0.814207010187,0.637972716257,0,0,0,0,0,0.720802834404,0.637972716257,0.637972716257,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-07 00:00:00,2019-12-07 06:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|s_hc1_supply_temperature|p_net_meter_heat_power,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.461429140384,142.534905486,0.543030891697,239.472775395,0.849729080684,0.595202963051,0,0,0,0,0,0.714830238339,0.595202963051,0.595202963051,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-07 06:00:00,2019-12-07 12:00:00,,p_net_meter_flow|p_net_meter_energy|s_dhw_lower_storage_temperature|s_hc1_supply_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.455789492492,167.271448572,0.543030891697,239.472775395,0.839343579641,0.698498809713,0,0,0,0,0,0.764695851579,0.698498809713,0.698498809713,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-07 12:00:00,2019-12-07 18:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|s_hc1_supply_temperature_setpoint|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.449426332813,161.162451565,0.543030891697,239.472775395,0.827625720167,0.672988615508,0,0,0,0,0,0.745668054698,0.672988615508,0.672988615508,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-07 18:00:00,2019-12-08 00:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|p_net_meter_heat_power|s_dhw_upper_storage_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.460119005599,167.437631829,0.543030891697,239.472775395,0.847316446697,0.699192764407,0,0,0,0,0,0.768810895083,0.699192764407,0.699192764407,0,0,0,0
manufacturer 1,10,substation_10.csv,2014-05-03 18:00:00,2014-05-04 00:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_upper_storage_temperature|s_dhw_lower_storage_temperature|s_dhw_supply_temperature,spring,pre_fault,Motorised control valve (primary side): Actuator defective,1,14.7333333333,False,False,0,0,pre_fault_context,True,SH + DHW,manufacturer 1|SH + DHW|spring,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.528351389129,13704.7018853,0.543030891697,239.472775395,0.972967463192,57.2286426406,0,1,1,1,2,30.7884753072,1.0810749591,1.0810749591,1,0,1,0
manufacturer 1,10,substation_10.csv,2014-05-04 00:00:00,2014-05-04 06:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|s_dhw_upper_storage_temperature|s_dhw_supply_temperature,spring,pre_fault,Motorised control valve (primary side): Actuator defective,1,8.73333333333,False,True,1,0,pre_fault_context,True,SH + DHW,manufacturer 1|SH + DHW|spring,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.527951360912,14300.4838058,0.543030891697,239.472775395,0.972230804885,59.7165326294,0,1,1,1,2,32.1067107719,1.08025644987,1.08025644987,1,0,2,0
manufacturer 1,10,substation_10.csv,2014-05-04 06:00:00,2014-05-04 12:00:00,,p_net_meter_energy|outdoor_temperature|p_net_meter_flow|s_dhw_supply_temperature|s_dhw_lower_storage_temperature,spring,pre_fault,Motorised control valve (primary side): Actuator defective,1,2.73333333333,False,False,0,0,pre_fault_context,False,SH + DHW,manufacturer 1|SH + DHW|spring,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.533727667226,13468.2910767,0.543030891697,239.472775395,0.98286796458,56.2414289244,0,1,1,1,2,30.2699052733,1.0920755162,1.0920755162,1,0,3,0
manufacturer 1,11,substation_11.csv,2016-09-30 00:00:00,2016-09-30 06:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_return_temperature|s_hc1_supply_temperature|p_net_meter_heat_power,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.401742069161,62.927632455,0.543030891697,239.472775395,0.739814392338,0.262775726181,0,0,0,0,0,0.486983899275,0.262775726181,0.262775726181,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-09-30 06:00:00,2016-09-30 12:00:00,,p_net_meter_flow|p_net_meter_energy|s_hc1_supply_temperature|outdoor_temperature|p_hc1_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.410837407163,62.3618704792,0.543030891697,239.472775395,0.756563601528,0.260413194678,0,0,0,0,0,0.493603885898,0.260413194678,0.260413194678,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-09-30 12:00:00,2016-09-30 18:00:00,p_net_meter_energy|p_net_meter_volume|p_net_meter_heat_power|p_net_meter_flow|p_net_supply_temperature,p_net_meter_energy|p_net_return_temperature|p_net_meter_flow|s_hc1_supply_temperature|p_hc1_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,False,True,0,0,0,0,0,0,0,0,0,0,0.443343260207,100.667498716,0.543030891697,239.472775395,0.81642364548,0.420371370188,0,0,0,0,0,0.606515939575,0.420371370188,0.420371370188,0,0,0,0
