manufacturer,substation_id,window_start,window_end,m1_specialist_model_scope,m1_specialist_compact_window_start,m1_specialist_compact_window_end,m1_specialist_sample_count,m1_specialist_expected_count,m1_specialist_coverage_rate,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,outdoor_temperature__last_minus_first,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,p_net_meter_flow__last_1d_std_minus_prev_6d_std,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_minus_first,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,s_hc1_supply_temperature_error__last_minus_first,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean
manufacturer 1,11,2016-09-30 06:00:00,2016-09-30 12:00:00,m1_runtime_model,2016-09-23 12:00:00,2016-09-30 12:00:00,1008,1008,1,-4.12430555556,1.32638888889,-1.75,2.25833333333,1.19265046296,-2.18120775266,0.607958612702,0.983517920358,-3.41666666667,2.28518518519,1.53857775089,-28.15,-0.00225694444444
manufacturer 1,11,2016-09-30 12:00:00,2016-09-30 18:00:00,m1_runtime_model,2016-09-23 18:00:00,2016-09-30 18:00:00,1008,1008,1,2.13125,4.59861111111,0.1,0.2375,1.96203703704,-15.3620694498,0.595364898481,1.78381319753,19.5,1.21475694444,0.685851288315,8.15,-0.00225694444444
manufacturer 1,11,2016-09-30 18:00:00,2016-10-01 00:00:00,m1_runtime_model,2016-09-24 00:00:00,2016-10-01 00:00:00,1008,1008,1,4.60347222222,-1.31666666667,4.1,-2.82777777778,1.03663194444,-18.3117239945,1.93051281424,-0.610748217752,-7.46666666667,0.839583333333,2.38213131082,6.35,-0.00104166666667
manufacturer 1,11,2016-10-01 00:00:00,2016-10-01 06:00:00,m1_runtime_model,2016-09-24 06:00:00,2016-10-01 06:00:00,1008,1008,1,0.652777777778,-0.659722222222,5.3,-4.4375,-0.15318287037,-19.4032740434,1.91207695068,-1.83057888383,-3.73333333333,2.07633101852,3.29856287663,-9.05,-0.00104166666667
manufacturer 1,11,2016-10-01 06:00:00,2016-10-01 12:00:00,m1_runtime_model,2016-09-24 12:00:00,2016-10-01 12:00:00,1008,1008,1,-1.07013888889,0.495833333333,3,-0.795833333333,-0.859201388889,-17.4221961963,2.14459297868,-2.80058230966,3.55,3.30329861111,2.7577382258,-14.25,-0.00104166666667
manufacturer 1,11,2016-10-01 12:00:00,2016-10-01 18:00:00,m1_runtime_model,2016-09-24 18:00:00,2016-10-01 18:00:00,1008,1008,1,2.97569444444,5.61944444444,4.8,3.44166666667,-0.769039351852,-8.93384900972,3.52256912735,-3.97445459158,-4.37222222222,5.16574074074,3.70465998902,10.45,-1.15590277778
manufacturer 1,11,2016-10-01 18:00:00,2016-10-02 00:00:00,m1_runtime_model,2016-09-25 00:00:00,2016-10-02 00:00:00,1008,1008,1,3.61805555556,-4.49861111111,0.45,2.84305555556,0.218171296296,-8.05668839688,3.90645124717,-3.29374089987,7.1,6.04438657407,2.09093288618,9.55,-1.12291666667
manufacturer 1,11,2016-10-02 00:00:00,2016-10-02 06:00:00,m1_runtime_model,2016-09-25 06:00:00,2016-10-02 06:00:00,1008,1008,1,-3.78125,-4.18472222222,0.35,0.193055555556,1.18547453704,-7.97307695463,3.79592493138,-2.13507638143,4.48333333333,4.67690972222,1.09604215089,8.35,-1.12291666667
manufacturer 1,11,2016-10-02 06:00:00,2016-10-02 12:00:00,m1_runtime_model,2016-09-25 12:00:00,2016-10-02 12:00:00,1008,1008,1,-5.93472222222,0.998611111111,6.15,-2.06875,0.496296296296,-7.81511883246,3.97221745241,-3.05140054528,1.73333333333,4.22824074074,0.721559907497,11.85,-1.121875
manufacturer 1,11,2016-10-02 12:00:00,2016-10-02 18:00:00,m1_runtime_model,2016-09-25 18:00:00,2016-10-02 18:00:00,1008,1008,1,3.79097222222,9.76944444444,9.45,-1.65902777778,0.121412037037,-27.9591662351,4.89885546641,-4.37987604736,-11.6833333333,1.5578125,-1.55991588178,28.8,-5.74675925926
manufacturer 1,11,2016-10-02 18:00:00,2016-10-03 00:00:00,m1_runtime_model,2016-09-26 00:00:00,2016-10-03 00:00:00,1008,1008,1,8.10416666667,-4.32916666667,5.8,6.97569444444,2.70393518519,-26.7164214679,4.0122760771,-0.965126133787,-2.1,0.931423611111,-2.0830389498,2.2,-6.02864583333
manufacturer 1,11,2016-10-03 00:00:00,2016-10-03 06:00:00,m1_runtime_model,2016-09-26 06:00:00,2016-10-03 06:00:00,1008,1008,1,-1.12013888889,-3.35138888889,5.4,9.58125,3.90086805556,-32.065791337,5.22194160998,-1.00399234694,-5.55,0.320543981481,-3.57774374015,0.85,-6.02760416667
manufacturer 1,11,2016-10-03 06:00:00,2016-10-03 12:00:00,m1_runtime_model,2016-09-26 12:00:00,2016-10-03 12:00:00,1008,1008,1,-5.35,0.331944444444,5.3,0.222222222222,6.22858796296,-38.4940338445,5.23673752834,1.32202380952,-8.75,-1.08969907407,-6.05248793909,-6.7,-6.02673611111
manufacturer 1,11,2016-10-03 12:00:00,2016-10-03 18:00:00,m1_runtime_model,2016-09-26 18:00:00,2016-10-03 18:00:00,1008,1008,1,0.717361111111,4.12222222222,6.7,-2.93263888889,7.34866898148,-37.8411869862,4.9853187654,2.75703967438,1.05,-0.530787037037,-6.109285469,-10.95,0.940856481481
manufacturer 1,11,2016-10-03 18:00:00,2016-10-04 00:00:00,m1_runtime_model,2016-09-27 00:00:00,2016-10-04 00:00:00,1008,1008,1,2.66458333333,-3.24722222222,2.25,-0.475694444444,5.78778935185,-42.0524671975,5.29222915545,0.782455423416,-5.25,-0.880729166667,-6.3021764322,2.7,1.23315972222
manufacturer 1,11,2016-10-04 00:00:00,2016-10-04 06:00:00,m1_runtime_model,2016-09-27 06:00:00,2016-10-04 06:00:00,1008,1008,1,-3.82569444444,-5.27916666667,3,-3.30138888889,3.67523148148,-36.9173970097,4.69297974489,-0.895445654201,-16.1666666667,0.555787037037,-2.56665720281,18.1,1.23234953704
manufacturer 1,11,2016-10-04 06:00:00,2016-10-04 12:00:00,m1_runtime_model,2016-09-27 12:00:00,2016-10-04 12:00:00,1008,1008,1,-6.91597222222,-0.0263888888889,1.75,-6.22152777778,2.17609953704,-29.2516071604,2.86622822876,-0.772358170165,-12.65,0.815335648148,-1.45411567502,-4.3,1.23211805556
manufacturer 1,11,2016-10-04 12:00:00,2016-10-04 18:00:00,m1_runtime_model,2016-09-27 18:00:00,2016-10-04 18:00:00,1008,1008,1,-0.0527777777778,5.22638888889,1.3,-0.868055555556,1.39884259259,-21.3597468098,1.84507896221,-0.444814579808,8.41666666667,0.959143518519,-0.391804423941,8.7,1.23211805556
manufacturer 1,11,2016-10-04 18:00:00,2016-10-05 00:00:00,m1_runtime_model,2016-09-28 00:00:00,2016-10-05 00:00:00,1008,1008,1,3.11388888889,-4.19861111111,-1.85,3.42152777778,0.515856481481,-12.5502830988,0.695116625565,-0.262691378956,14.05,0.82181712963,-0.257428433254,0.55,1.22239583333
manufacturer 1,11,2016-10-05 00:00:00,2016-10-05 06:00:00,m1_runtime_model,2016-09-28 06:00:00,2016-10-05 06:00:00,1008,1008,1,-3.01944444444,-2.86805555556,-1.35,-0.11875,0.677951388889,-11.0460120457,-0.357895773394,0.946580439101,-11.45,-0.448090277778,-1.06742990319,11.6,1.22239583333
manufacturer 1,11,2016-10-05 06:00:00,2016-10-05 12:00:00,m1_runtime_model,2016-09-28 12:00:00,2016-10-05 12:00:00,1008,1008,1,-4.31944444444,1.29583333333,-0.65,-3.21666666667,0.427083333333,-7.25109327394,0.0808172302738,0.307467793881,1.4,-0.00902777777777,-0.458057447333,24.15,1.21996527778
manufacturer 1,11,2016-10-05 12:00:00,2016-10-05 18:00:00,m1_runtime_model,2016-09-28 18:00:00,2016-10-05 18:00:00,1008,1008,1,1.78541666667,3.84722222222,-4.85,-2.86944444444,-1.16961805556,-8.05390531774,0.509119559209,-1.5368378518,-12.3666666667,0.3171875,0.421650146033,12.95,1.21996527778
manufacturer 1,11,2016-10-05 18:00:00,2016-10-06 00:00:00,m1_runtime_model,2016-09-29 00:00:00,2016-10-06 00:00:00,1008,1008,1,1.78402777778,-5.42222222222,-2.7,1.71666666667,-0.861111111111,-11.0313898376,-0.783813279992,-0.0477858293076,23.1666666667,-0.0644097222222,0.536313008752,15.2,1.22621527778
manufacturer 1,11,2016-10-06 00:00:00,2016-10-06 06:00:00,m1_runtime_model,2016-09-29 06:00:00,2016-10-06 06:00:00,1008,1008,1,-3.96666666667,-0.936111111111,-1.95,4.80069444444,-0.610821759259,-12.1444944052,-1.18877144354,0.749972997329,-14.75,1.74461805556,1.38701696771,32.35,1.22725694444
manufacturer 1,11,2016-10-06 06:00:00,2016-10-06 12:00:00,m1_runtime_model,2016-09-29 12:00:00,2016-10-06 12:00:00,1008,1008,1,-3.33333333333,0.627777777778,-4.25,-1.64722222222,-0.966435185185,-14.1401676084,-2.15005400651,1.31106066192,15.5333333333,1.76545138889,1.92638150153,-14.3,1.22986111111
manufacturer 1,11,2016-10-06 12:00:00,2016-10-06 18:00:00,m1_runtime_model,2016-09-29 18:00:00,2016-10-06 18:00:00,1008,1008,1,2.37847222222,4.4375,-3.7,-4.90138888889,-0.637615740741,3.39840949753,-3.87942380105,3.09251268267,-4.35,1.58408564815,1.58542475305,-3.8,1.22986111111
manufacturer 1,11,2016-10-06 18:00:00,2016-10-07 00:00:00,m1_runtime_model,2016-09-30 00:00:00,2016-10-07 00:00:00,1008,1008,1,3.34513888889,-2.8125,-2.55,-0.365972222222,-2.12563657407,15.918338714,-3.54582887499,1.38264696586,-11.55,1.87540509259,1.98176290037,-4.5,1.22256944444
manufacturer 1,11,2017-10-31 00:00:00,2017-10-31 06:00:00,m1_runtime_model,2017-10-24 06:00:00,2017-10-31 06:00:00,1008,1008,1,-2.43680555556,-1.08472222222,-1.15,0.192361111111,-1.15983796296,-15.5347303297,1.03053575876,-2.11873287737,5.63333333333,-1.61255787037,-0.697492417996,-15.45,-6.05271990741
manufacturer 1,11,2017-10-31 06:00:00,2017-10-31 12:00:00,m1_runtime_model,2017-10-24 12:00:00,2017-10-31 12:00:00,1008,1008,1,-2.59097222222,0.566666666667,-0.6,-2.6625,-0.948668981481,-11.5839211356,1.19562198068,-2.2057694962,1.5,-0.24693287037,0.15582116612,28.7,-5.95665509259
manufacturer 1,11,2017-10-31 12:00:00,2017-10-31 18:00:00,m1_runtime_model,2017-10-24 18:00:00,2017-10-31 18:00:00,1008,1008,1,1.13888888889,2.22916666667,-0.95,-0.627083333333,-1.13043981481,-10.8556246152,0.191589026915,-1.38835533126,7.9,1.57100694444,1.81878442522,8.65,3.21950231481
manufacturer 1,11,2017-10-31 18:00:00,2017-11-01 00:00:00,m1_runtime_model,2017-10-25 00:00:00,2017-11-01 00:00:00,1008,1008,1,0.445138888889,-4.13472222222,-0.75,4.13125,-0.254456018519,-13.4403826355,-0.0704494478951,-0.248428657695,15.45,2.09936342593,1.35966517827,9.7,3.0296875
manufacturer 1,11,2017-11-01 00:00:00,2017-11-01 06:00:00,m1_runtime_model,2017-10-25 06:00:00,2017-11-01 06:00:00,1008,1008,1,-4.21458333333,-2.38888888889,-1.25,4.55694444444,0.908506944444,-12.8020167175,1.06111542443,-0.213510179434,5.98333333333,3.48061342593,1.69367151962,27.45,3.03038194444
manufacturer 1,11,2017-11-01 06:00:00,2017-11-01 12:00:00,m1_runtime_model,2017-10-25 12:00:00,2017-11-01 12:00:00,1008,1008,1,-4.13611111111,0.640277777778,0.25,-0.265972222222,1.67505787037,6.53913193399,0.316114561767,1.29429218427,-2.05,2.80954861111,0.997046805969,-13.7,3.02899305556
manufacturer 1,11,2017-11-01 12:00:00,2017-11-01 18:00:00,m1_runtime_model,2017-10-25 18:00:00,2017-11-01 18:00:00,1008,1008,1,2.72986111111,6.56805555556,4.85,-3.55138888889,1.26302083333,27.5800335687,0.578912180814,0.612340407177,13.8666666667,0.0100115740741,0.213620103498,-12,-0.722222222222
manufacturer 1,11,2017-11-01 18:00:00,2017-11-02 00:00:00,m1_runtime_model,2017-10-26 00:00:00,2017-11-02 00:00:00,1008,1008,1,5.34513888889,-3.08611111111,5.1,2.76736111111,2.60989583333,49.8344194575,0.121394064872,2.40070091442,2.16666666667,-0.0322916666667,0.0662542558771,0.45,-0.641435185185
manufacturer 1,11,2017-11-02 00:00:00,2017-11-02 06:00:00,m1_runtime_model,2017-10-26 06:00:00,2017-11-02 06:00:00,1008,1008,1,-0.630555555556,-1.65694444444,6.35,7.41944444444,2.96747685185,45.9941952763,-1.40614648033,4.28502933057,5.08333333333,-2.3427662037,-2.64299599521,-9.95,-0.633275462963
manufacturer 1,11,2017-11-02 06:00:00,2017-11-02 12:00:00,m1_runtime_model,2017-10-26 12:00:00,2017-11-02 12:00:00,1008,1008,1,-2.89166666667,0.616666666667,6.15,-4.09375,1.84646990741,38.6182220317,-1.22651828847,2.97784118357,-2.65,-2.1265625,-2.57689868894,10.25,-0.636111111111
manufacturer 1,11,2017-11-02 12:00:00,2017-11-02 18:00:00,m1_runtime_model,2017-10-26 18:00:00,2017-11-02 18:00:00,1008,1008,1,2.85763888889,6.13888888889,4.8,-8.69652777778,2.31331018519,17.7549567086,-0.648697283049,2.88226125304,-15.85,-1.54855324074,-3.34898486865,32.85,-3.97523148148
manufacturer 1,11,2017-11-02 18:00:00,2017-11-03 00:00:00,m1_runtime_model,2017-10-27 00:00:00,2017-11-03 00:00:00,1008,1008,1,5.29583333333,-2.30277777778,5.1,2.19166666667,1.05844907407,-35.5809851327,1.44193532036,-0.458672952149,-2.9,-2.47326388889,-2.88570367107,-0.1,-8.47638888889
manufacturer 1,11,2017-11-03 00:00:00,2017-11-03 06:00:00,m1_runtime_model,2017-10-27 06:00:00,2017-11-03 06:00:00,1008,1008,1,0.138194444444,-1.25694444444,2.9,5.29861111111,0.730092592593,-42.4851146546,2.02561970979,-1.37081905818,-5.91666666667,-2.37743055556,-0.718491871325,-24.85,-8.48217592593
manufacturer 1,11,2017-11-03 06:00:00,2017-11-03 12:00:00,m1_runtime_model,2017-10-27 12:00:00,2017-11-03 12:00:00,1008,1008,1,-2.07708333333,0.6625,3.15,-1.82152777778,1.25717592593,-36.1261827653,2.54480502137,-1.34364316239,1.96666666667,-3.30931712963,-0.578941864595,52.25,-9.80052083333
manufacturer 1,11,2017-11-03 12:00:00,2017-11-03 18:00:00,m1_runtime_model,2017-10-27 18:00:00,2017-11-03 18:00:00,1008,1008,1,2.97291666667,5.87777777778,5.35,-4.16736111111,1.27204861111,-27.7795895306,2.48344017094,-1.26782184829,-10.2166666667,-2.87592592593,-0.765925364044,30.1,-8.98686342593
manufacturer 1,11,2017-11-03 18:00:00,2017-11-04 00:00:00,m1_runtime_model,2017-10-28 00:00:00,2017-11-04 00:00:00,1008,1008,1,4.46666666667,-3.48472222222,4.65,-2.76319444444,-1.021875,-25.8122188182,2.73450902739,-3.74201456143,-4.81666666667,-6.57482638889,1.60814691862,9.4,-13.3880208333
manufacturer 1,11,2017-11-04 00:00:00,2017-11-04 06:00:00,m1_runtime_model,2017-10-28 06:00:00,2017-11-04 06:00:00,1008,1008,1,-1.56527777778,-2.03888888889,2.4,-3.79930555556,-2.88993055556,-27.7275310052,3.82728192446,-6.77054423769,-18.95,-10.9962962963,0.359078811274,20.7,-22.908912037
manufacturer 1,11,2017-11-04 06:00:00,2017-11-04 12:00:00,m1_runtime_model,2017-10-28 12:00:00,2017-11-04 12:00:00,1008,1008,1,-4.43125,-1.3,1.05,-2.17013888889,-3.76863425926,-8.06115045063,3.81187742114,-7.66564402324,-1.63333333333,-14.0170717593,-2.05492715226,21.6,-30.8780092593
manufacturer 1,11,2017-11-04 12:00:00,2017-11-04 18:00:00,m1_runtime_model,2017-10-28 18:00:00,2017-11-04 18:00:00,1008,1008,1,0.128472222222,4.89583333333,2.9,1.52847222222,-4.0837962963,1.27553160145,3.05829315043,-7.23844537273,-15.3333333333,-14.9737847222,-3.82589480961,31.2,-30.7229166667
manufacturer 1,11,2017-11-04 18:00:00,2017-11-05 00:00:00,m1_runtime_model,2017-10-29 00:00:00,2017-11-05 00:00:00,1008,1008,1,2.64722222222,-3.19722222222,3.9,3.14861111111,-2.97476851852,-0.0156221515035,2.7593482906,-5.80838675214,-0.15,-11.1506944444,-4.29437405356,18.75,-29.1152199074
manufacturer 1,11,2017-11-05 00:00:00,2017-11-05 06:00:00,m1_runtime_model,2017-10-29 06:00:00,2017-11-05 06:00:00,1008,1008,1,-1.26666666667,-1.03472222222,3.7,1.90972222222,-1.91990740741,1.22258178102,2.66366185897,-4.65172275641,-1.6,-7.79496527778,-6.37155340989,41.5,-27.528587963
manufacturer 1,11,2017-11-05 06:00:00,2017-11-05 12:00:00,m1_runtime_model,2017-10-29 12:00:00,2017-11-05 12:00:00,1008,1008,1,-2.48472222222,0.297222222222,5,-0.0159722222222,-1.14247685185,-16.8153267495,3.22454776563,-4.32921883647,4.71666666667,-3.59085648148,-5.49244026467,53.5,-22.2215856481
manufacturer 1,11,2017-11-05 12:00:00,2017-11-05 18:00:00,m1_runtime_model,2017-10-29 18:00:00,2017-11-05 18:00:00,1008,1008,1,1.96388888889,4.36805555556,0.8,0.284027777778,-0.703530092593,-43.9665190112,3.96723266548,-4.61424022073,-14.75,-1.68622685185,-4.61152431441,28.7,-21.5387152778
manufacturer 1,11,2017-11-05 18:00:00,2017-11-06 00:00:00,m1_runtime_model,2017-10-30 00:00:00,2017-11-06 00:00:00,1008,1008,1,1.77569444444,-5.48194444444,0.3,1.44652777778,-0.442881944444,-43.655893013,3.87566291053,-4.25254162262,-11.6,-0.771527777778,-4.55065831528,40.6,-19.9319444444
