manufacturer,substation_id,window_start,window_end,source_file,configuration_type,season_bucket,label,fault_label,fault_event_id,estimated_lead_time_hours,lead_time_bucket,anomaly_score,anomaly_ensemble_score,iforest_anomaly_score,mahalanobis_score,iforest_score_ratio,mahalanobis_score_ratio,anomaly_consensus_count,strong_anomaly_label,anomaly_criticality,anomaly_event_label,mw_anomaly_1h_iforest_score_ratio,mw_anomaly_1h_mahalanobis_score_ratio,mw_anomaly_1h_score,mw_anomaly_1h_label,mw_anomaly_1h_strong_label,mw_anomaly_1h_criticality,mw_anomaly_1h_event_label,mw_anomaly_3h_iforest_score_ratio,mw_anomaly_3h_mahalanobis_score_ratio,mw_anomaly_3h_score,mw_anomaly_3h_label,mw_anomaly_3h_strong_label,mw_anomaly_3h_criticality,mw_anomaly_3h_event_label,mw_anomaly_6h_iforest_score_ratio,mw_anomaly_6h_mahalanobis_score_ratio,mw_anomaly_6h_score,mw_anomaly_6h_label,mw_anomaly_6h_strong_label,mw_anomaly_6h_criticality,mw_anomaly_6h_event_label,mw_anomaly_12h_iforest_score_ratio,mw_anomaly_12h_mahalanobis_score_ratio,mw_anomaly_12h_score,mw_anomaly_12h_label,mw_anomaly_12h_strong_label,mw_anomaly_12h_criticality,mw_anomaly_12h_event_label,mw_anomaly_multi_window_count,mw_anomaly_short_term_confirmed,mw_anomaly_main_confirmed,mw_anomaly_persistent_confirmed,mw_anomaly_fast_spike,mw_anomaly_operational_confirmed,mw_anomaly_context_score,mw_anomaly_has_raw_data,group_mahalanobis_global_score_ratio,group_mahalanobis_global_label,group_mahalanobis_manufacturer_score_ratio,group_mahalanobis_manufacturer_label,group_mahalanobis_configuration_score_ratio,group_mahalanobis_configuration_label,group_mahalanobis_aux_count,raw_ae_score_mean,raw_ae_score_max,raw_ae_score_p95,raw_ae_score_ratio_q999_max,raw_ae_score_ratio_q998_max,raw_ae_seq_cmax_q999,raw_ae_seq_cmax_q998,raw_ae_roll5d_cmax_q999,raw_ae_roll5d_cmax_q998,raw_ae_alarm_q999_c24,raw_ae_alarm_q999_c32,raw_ae_alarm_q998_c48,raw_ae_alarm_union_q998_c48_or_q999_spike,raw_ae_has_model,risk_probability,risk_probability_raw,risk_probability_roll4_max,risk_probability_roll8_mean,risk_probability_roll8_max,risk_probability_delta1,risk_temporal_boost,risk_score,risk_watch_label,risk_recent_high_count_48h,risk_recent_watch_count_48h,risk_repeated_high_48h,risk_repeated_watch_48h,risk_high_episode_start,risk_score_24h_max,risk_score_24h_mean,risk_high_count_24h,risk_watch_count_24h,risk_score_3d_max,risk_score_3d_mean,risk_score_3d_slope,risk_high_count_3d,risk_watch_count_3d,risk_episode_start_count_3d,risk_score_7d_max,risk_score_7d_mean,risk_score_7d_slope,risk_high_count_7d,risk_watch_count_7d,risk_episode_start_count_7d,anomaly_criticality_24h_max,anomaly_criticality_3d_max,anomaly_criticality_7d_max,raw_ae_alarm_count_24h,raw_ae_alarm_count_3d,raw_ae_alarm_count_7d,mw_anomaly_confirmed_count_24h,mw_anomaly_confirmed_count_3d,mw_anomaly_confirmed_count_7d,mw_anomaly_persistent_count_3d,mw_anomaly_persistent_count_7d,multi_horizon_persistence_score,risk_level_calibrated,risk_threshold_medium_applied,risk_threshold_high_applied,risk_threshold_critical_applied,predicted_lead_time_bucket,predicted_lead_time_confidence,leadtime_prob_0-24h,leadtime_prob_1-3d,leadtime_prob_3-7d,expected_lead_time_hours,leadtime_near_term_probability,leadtime_within_3d_probability,leadtime_urgency_score,days_since_last_task_event,days_since_last_any_event,risk_base_score,risk_probability_component_score,leadtime_component_score,leadtime_ordinal_component_score,anomaly_component_score,multi_window_anomaly_component_score,risk_episode_component_score,multi_horizon_component_score,history_adjustment_score,history_adjustment_reason,urgency_bonus_score,urgency_bonus_reason,priority_score,priority_level,priority_reason,engine_version
manufacturer 1,4,2016-11-16 12:00:00,2016-11-16 18:00:00,substation_4.csv,SH + DHW,autumn,pre_fault,Motorised control valve (primary side): Actuator defective,11,45.2166666667,1-3d,0.787962949617,0.787962949617,0.459389960051,176.376315785,0.845973897757,0.736519278625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23760854612,0.23760854612,0.23760854612,0.259276129936,0.551485093906,0.0184411291482,0.0346313903123,0.272239936433,1,0,7,0,1,0,0.496336584515,0.368484985167,0,4,0.551485093906,0.357514816061,0.00890500475349,0,10,0,0.551485093906,0.331723082714,0.0101562859755,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.425750838347,medium,0.22,0.78,0.92,1-3d,0.698388157872,0.291879885765,0.698388157872,0.00973195636271,38.1930249706,0.291879885765,0.990268043637,0.757471991013,107.5,107.5,15,4.90031885579,6,2.27241597304,0,0,2.2770511225,0.425750838347,0,,0,,30.8755,low,leadtime=1-3d,internal_m1_current_best_priority_engine_v1
manufacturer 1,11,2018-06-29 12:00:00,2018-06-29 18:00:00,substation_11.csv,SH + DHW,summer,pre_fault,"Safety relief valve: Water loss, does not close properly",20,64.8166666667,1-3d,0.823157672553,0.823157672553,0.461094827222,191.61181737,0.849113437694,0.80014029592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308597002158,0.308597002158,0.308597002158,0.232765016081,0.308597002158,0.151663972154,0,0.308597002158,1,0,1,0,0,0,0.308597002158,0.236688341831,0,1,0.308597002158,0.236688341831,0.143817320654,0,1,0,0.308597002158,0.236688341831,0.143817320654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,medium,0.22,0.78,0.92,1-3d,0.558922514378,0.417175205732,0.558922514378,0.0239022798896,34.7026567457,0.417175205732,0.97609772011,0.789790215318,935.5,935.5,15,5.55474603884,4.5,2.36937064595,0.23157672553,0,0,3,0,,0,,30.6557,low,leadtime=1-3d,internal_m1_current_best_priority_engine_v1
manufacturer 1,3,2019-09-07 00:00:00,2019-09-07 06:00:00,substation_3.csv,SH + DHW,autumn,normal,,,,,0.61105569295,0.61105569295,0.399519662974,119.856778698,0.735721796095,0.500502733557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300875709461,0.300875709461,0.300875709461,0.132731022931,0.300875709461,0.140388295014,0,0.300875709461,1,0,1,0,0,0,0.300875709461,0.199850677586,0,1,0.300875709461,0.14656650115,0.0101033138354,0,1,0,0.300875709461,0.106990437869,0.00634291841783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.379441214241,medium,0.22,0.78,0.92,1-3d,0.835300654177,0.136684928409,0.835300654177,0.0280144174142,45.0963806311,0.136684928409,0.971985582586,0.693552031193,1025.04861111,1025.04861111,15,5.4157627703,7.5,2.08065609358,0,0,0,0.379441214241,0,,0,,30.3759,low,leadtime=1-3d,internal_m1_current_best_priority_engine_v1
manufacturer 1,4,2015-03-18 06:00:00,2015-03-18 12:00:00,substation_4.csv,SH + DHW,spring,pre_fault,Control unit: Incorrect parameterisation,60,6.9,0-24h,0.640822237587,0.640822237587,0.451644910184,112.921779952,0.831711265583,0.471543288233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786742443495,0.0786742443495,0.348626580844,0.191107487457,0.348626580844,-0.0508139105793,0.23508967841,0.313763922759,1,0,3,0,1,0,0.348626580844,0.298544361139,0,3,0.348626580844,0.298544361139,0.0252360055615,0,3,0,0.348626580844,0.298544361139,0.0252360055615,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.13562025027,medium,0.22,0.78,0.92,0-24h,0.530554895379,0.530554895379,0.465467173533,0.00397793108843,29.1864348047,0.530554895379,0.996022068912,0.840866344401,19.25,19.25,15,5.64775060966,8.1,2.5225990332,0,0,3.88071742728,1.13562025027,-6,recent_task_within_30d|recent_any_event_within_30d,0,,30.2867,low,leadtime=0-24h|history_adjusted,internal_m1_current_best_priority_engine_v1
manufacturer 1,6,2020-06-04 12:00:00,2020-06-04 18:00:00,substation_6.csv,SH + DHW,summer,normal,,,,,0.720079050994,0.720079050994,0.426281657573,158.651602548,0.785004433617,0.662503711687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158964163674,0.158964163674,0.289668448759,0.129186027015,0.289668448759,-0.130704285085,0.101737440209,0.260701603883,1,0,2,0,0,0,0.289668448759,0.208019823703,0,2,0.289668448759,0.149845712144,0.0251326154685,0,2,0,0.289668448759,0.149845712144,0.0251326154685,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.13096769608,medium,0.22,0.78,0.92,1-3d,0.666586986472,0.329422111269,0.666586986472,0.00399090225872,36.4281489569,0.329422111269,0.996009097741,0.773813435584,414.215439815,414.215439815,15,4.69262886989,6,2.32144030675,0,0,0.813899521672,1.13096769608,0,,0,,29.9589,low,leadtime=1-3d,internal_m1_current_best_priority_engine_v1
manufacturer 1,21,2016-12-04 00:00:00,2016-12-04 06:00:00,substation_21.csv,SH + DHW,winter,pre_fault,Control unit: Incorrect parameterisation,6,55.2,1-3d,0.608945756953,0.608945756953,0.438830838142,103.530045517,0.808113948676,0.43232490769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134159385716,0.134159385716,0.295087180442,0.23128389195,0.295087180442,-0.160927794726,0.131419076682,0.265578462397,1,0,3,0,1,0,0.295087180442,0.279500336006,0,3,0.295087180442,0.279500336006,-0.00612845139057,0,3,0,0.295087180442,0.279500336006,-0.00612845139057,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,0.22,0.78,0.92,1-3d,0.507361306638,0.484931065509,0.507361306638,0.00770762785249,31.097430847,0.484931065509,0.992292372148,0.823171936601,374,374,15,4.78041232315,4.5,2.4695158098,0,0,3.05135261346,0,0,,0,,29.8013,low,leadtime=1-3d,internal_m1_current_best_priority_engine_v1
manufacturer 1,21,2016-12-03 18:00:00,2016-12-04 00:00:00,substation_21.csv,SH + DHW,winter,pre_fault,Control unit: Incorrect parameterisation,6,61.2,1-3d,0.594949297974,0.594949297974,0.420912521767,104.213250957,0.775117084872,0.43517786431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295087180442,0.295087180442,0.295087180442,0.279846145068,0.295087180442,0.0304820707477,0,0.295087180442,1,0,2,0,0,0,0.295087180442,0.28646127281,0,2,0.295087180442,0.28646127281,0.017251815263,0,2,0,0.295087180442,0.28646127281,0.017251815263,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.776331686836,medium,0.22,0.78,0.92,1-3d,0.768914964768,0.22699358817,0.768914964768,0.00409144706222,40.1228150144,0.22699358817,0.995908552938,0.739603564682,373.75,373.75,15,5.31156924796,6,2.21881069405,0,0,0,0.776331686836,0,,0,,29.3067,low,leadtime=1-3d,internal_m1_current_best_priority_engine_v1
manufacturer 1,4,2015-03-17 18:00:00,2015-03-18 00:00:00,substation_4.csv,SH + DHW,spring,pre_fault,Control unit: Incorrect parameterisation,60,18.9,0-24h,0.639919931444,0.639919931444,0.449371151146,113.403283173,0.827524102252,0.473553968652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348626580844,0.348626580844,0.348626580844,0.278133775275,0.348626580844,0.140985611136,0,0.348626580844,1,0,1,0,0,0,0.348626580844,0.283324799518,0,1,0.348626580844,0.283324799518,0.130603562651,0,1,0,0.348626580844,0.283324799518,0.130603562651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,medium,0.22,0.78,0.92,0-24h,0.596323795498,0.596323795498,0.398633778204,0.00504242629792,26.8953980555,0.596323795498,0.994957573702,0.862079647634,18.75,18.75,15,6.27527845519,8.1,2.5862389429,0,0,0,3,-6,recent_task_within_30d|recent_any_event_within_30d,0,,28.9615,low,leadtime=0-24h|history_adjusted,internal_m1_current_best_priority_engine_v1
manufacturer 1,7,2015-03-23 06:00:00,2015-03-23 12:00:00,substation_7.csv,SH + DHW,spring,pre_fault,Control unit: Incorrect parameterisation,63,67.25,1-3d,1.24701353868,1.24701353868,0.440456627697,391.195876825,0.811107865928,1.63357139942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248660795113,0.248660795113,0.248660795113,0.248660795113,0.248660795113,0,0.0124330397556,0.261093834869,1,0,1,0,0,0,0.261093834869,0.261093834869,0,1,0.261093834869,0.261093834869,0,0,1,0,0.261093834869,0.261093834869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,medium,0.22,0.78,0.92,1-3d,0.80131116056,0.181672785659,0.80131116056,0.0170160537802,42.6849355884,0.181672785659,0.98298394622,0.715880226033,24.25,24.25,15,4.69968902764,7.5,2.1476406781,5.4701353868,0,0.0994643180448,0,-6,recent_task_within_30d|recent_any_event_within_30d,0,,28.9169,low,leadtime=1-3d|history_adjusted,internal_m1_current_best_priority_engine_v1
manufacturer 1,11,2018-11-22 00:00:00,2018-11-22 06:00:00,substation_11.csv,SH + DHW,autumn,pre_fault,Failure of the heating circuit pump,5,26.5,1-3d,0.467920999675,0.467920999675,0.393378117434,57.5852229181,0.724412042573,0.240466678615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209662496943,0.0209662496943,0.0209662496943,0.129415172628,0.948349110768,0.000717271854762,0.114919681565,0.135885931259,0,4,4,1,1,0,0.206445357698,0.167113283879,0,0,0.995766566307,0.528095287612,-0.145377081021,4,4,1,0.995766566307,0.528095287612,-0.145377081021,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2.38095238095,low,0.22,0.78,0.92,1-3d,0.76451866828,0.181385427458,0.76451866828,0.054095904262,45.3650297184,0.181385427458,0.945904095738,0.691064539645,142.373564815,142.373564815,4,2.44594676266,6,2.07319361893,0,0,10,4.38095238095,0,,0,,28.9001,low,leadtime=1-3d|repeated_high_48h,internal_m1_current_best_priority_engine_v1
manufacturer 1,24,2016-04-06 12:00:00,2016-04-06 18:00:00,substation_24.csv,SH + DHW with sub-circuits,spring,pre_fault,"Safety relief valve: Water loss, does not close properly",40,13.7833333333,0-24h,1.18332421036,1.18332421036,0.538928445093,323.909488408,0.992445279512,1.35259420564,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177284213589,0.177284213589,0.269006936042,0.281463653308,0.690433977743,-0.0575810828953,0.118252622384,0.295536835973,1,0,5,0,1,0,0.621390579969,0.53992714397,0,4,0.724955676631,0.576932850502,-0.0858837681315,0,5,0,0.724955676631,0.576932850502,-0.0858837681315,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,medium,0.22,0.78,0.92,0-24h,0.495657934317,0.495657934317,0.471777526877,0.0325645388062,32.5009611586,0.495657934317,0.967435461194,0.810176285568,1.05486111111,1.05486111111,15,5.31966304751,8.1,2.4305288567,7.4332421036,0,2.94602097907,0,-13,recent_task_within_7d|recent_any_event_within_7d,0,,28.2295,low,leadtime=0-24h|anomaly_consensus=2|history_adjusted,internal_m1_current_best_priority_engine_v1
manufacturer 1,7,2015-03-23 12:00:00,2015-03-23 18:00:00,substation_7.csv,SH + DHW,spring,pre_fault,Control unit: Incorrect parameterisation,63,61.25,1-3d,0.578607878063,0.578607878063,0.411705739791,100.430107293,0.758162649836,0.419380061586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511047158937,0.511047158937,0.511047158937,0.379853977025,0.511047158937,0.262386363824,0,0.511047158937,1,0,2,0,0,0,0.511047158937,0.386070496903,0,2,0.511047158937,0.386070496903,0.249953324069,0,2,0,0.511047158937,0.386070496903,0.249953324069,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,medium,0.22,0.78,0.92,1-3d,0.563483287308,0.427135908582,0.563483287308,0.00938080410986,33.2985251869,0.427135908582,0.99061919589,0.802791433454,24.5,24.5,15,9.19884886087,4.5,2.40837430036,0,0,0,3,-6,recent_task_within_30d|recent_any_event_within_30d,0,,28.1072,low,leadtime=1-3d|history_adjusted,internal_m1_current_best_priority_engine_v1
manufacturer 1,26,2020-03-08 18:00:00,2020-03-09 00:00:00,substation_26.csv,SH + DHW with sub-circuits,spring,pre_fault,unknown,69,39.8166666667,1-3d,1.26731338891,1.26731338891,0.45746407219,393.716980782,0.842427344715,1.64409912622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198593680691,0.198593680691,0.234098670679,0.148555658092,0.234098670679,0.0891864775931,0.0120951229203,0.210688803611,0,0,1,0,0,0,0.234098670679,0.216541270378,0,1,0.234098670679,0.196047138329,0.0169826519886,0,1,0,0.234098670679,0.196047138329,0.0169826519886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.764219339486,low,0.22,0.78,0.92,0-24h,0.767588999012,0.767588999012,0.221392396139,0.0110186048494,21.1601355847,0.767588999012,0.988981395151,0.915183929771,499.458020833,499.458020833,4,3.792398465,10.8,2.74555178931,5.6731338891,0,0.0967609833624,0.764219339486,0,,0,,27.8721,low,leadtime=0-24h,internal_m1_current_best_priority_engine_v1
manufacturer 1,26,2020-03-08 12:00:00,2020-03-08 18:00:00,substation_26.csv,SH + DHW with sub-circuits,spring,pre_fault,unknown,69,45.8166666667,1-3d,1.16650220951,1.16650220951,0.455600191322,348.895825041,0.838994978534,1.45693315019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109407203097,0.109407203097,0.234098670679,0.136046152442,0.234098670679,0.0173671434242,0.101281600513,0.210688803611,0,0,1,0,0,0,0.234098670679,0.192386722009,0,1,0.234098670679,0.192386722009,0.0266444713363,0,1,0,0.234098670679,0.192386722009,0.0266444713363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.19900121013,low,0.22,0.78,0.92,0-24h,0.613967909091,0.613967909091,0.378040050472,0.00799204043761,26.4725821842,0.613967909091,0.992007959562,0.865994609405,499.208020833,499.208020833,4,3.792398465,10.8,2.59798382821,4.6650220951,0,0.810252804104,1.19900121013,0,,0,,27.8647,low,leadtime=0-24h,internal_m1_current_best_priority_engine_v1
manufacturer 1,11,2018-11-22 06:00:00,2018-11-22 12:00:00,substation_11.csv,SH + DHW,autumn,pre_fault,Failure of the heating circuit pump,5,20.5,0-24h,0.452578232686,0.452578232686,0.391138365916,51.528715078,0.720287504628,0.215175670775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219547068839,0.0219547068839,0.0219547068839,0.0136158721422,0.0219547068839,0.00098845718962,0,0.0219547068839,0,3,3,1,1,0,0.17396857686,0.120990621176,0,0,0.995766566307,0.471857445309,-0.135506662097,4,4,1,0.995766566307,0.471857445309,-0.135506662097,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2.38095238095,low,0.22,0.78,0.92,1-3d,0.94813503732,0.0318046905857,0.94813503732,0.0200602720941,48.2993707297,0.0318046905857,0.979939727906,0.663894715466,142.623564815,142.623564815,4,0.39518472391,7.5,1.9916841464,0,0,9.5,4.38095238095,0,,0,,27.7678,low,leadtime=1-3d|repeated_high_48h,internal_m1_current_best_priority_engine_v1
manufacturer 1,22,2020-03-16 12:00:00,2020-03-16 18:00:00,substation_22.csv,SH + DHW,spring,normal,,,,,1.11194856114,1.11194856114,0.448116507209,327.1731924,0.825213655542,1.36622291139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153867581197,0.153867581197,0.153867581197,0.119740486185,0.377698332322,0.052440680022,0,0.153867581197,0,0,4,0,1,0,0.339928499089,0.293413269616,0,3,0.377698332322,0.20793785832,0.0272809106411,0,4,0,0.377698332322,0.20793785832,0.0272809106411,0,4,0,0,1,1,0,0,0,0,0,0,0,0,1.22764097885,low,0.22,0.78,0.92,0-24h,0.717992775201,0.717992775201,0.275271426546,0.00673579825273,22.6372375669,0.717992775201,0.993264201747,0.901507059565,301,301,4,2.76961646155,10.8,2.70452117869,4.1194856114,0,2,1.22764097885,0,,0,,27.6213,low,leadtime=0-24h,internal_m1_current_best_priority_engine_v1
manufacturer 1,22,2020-03-14 12:00:00,2020-03-14 18:00:00,substation_22.csv,SH + DHW,spring,normal,,,,,1.40939167658,1.40939167658,0.496853125756,442.509139117,0.914962911601,1.84784737382,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131437404287,0.131437404287,0.131437404287,0.0855800243082,0.131437404287,0.091714759958,0,0.131437404287,0,0,0,0,0,0,0.131437404287,0.0865730904164,0,0,0.131437404287,0.0865730904164,0.0897286277415,0,0,0,0.131437404287,0.0865730904164,0.0897286277415,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,low,0.22,0.78,0.92,1-3d,0.686996875714,0.306824685277,0.686996875714,0.00617843900932,37.3991589387,0.306824685277,0.993821560991,0.764822602419,301,301,4,2.36587327717,6,2.29446780726,9.6939167658,0,0,3,0,,0,,27.3543,low,leadtime=1-3d|anomaly_consensus=2,internal_m1_current_best_priority_engine_v1
manufacturer 1,11,2018-11-22 12:00:00,2018-11-22 18:00:00,substation_11.csv,SH + DHW,autumn,pre_fault,Failure of the heating circuit pump,5,14.5,0-24h,0.48342691841,0.48342691841,0.386929897953,67.1130462604,0.712537544124,0.280253344663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055050435614,0.055050435614,0.055050435614,0.0192369965283,0.055050435614,0.03309572873,0,0.055050435614,0,2,2,1,0,0,0.152153269699,0.091261085864,0,0,0.995766566307,0.43017674434,-0.121285227508,4,4,1,0.995766566307,0.43017674434,-0.121285227508,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2.38095238095,low,0.22,0.78,0.92,1-3d,0.909250490591,0.0772002530867,0.909250490591,0.0135492563221,46.1963373441,0.0772002530867,0.986450743678,0.683367246814,142.873564815,142.873564815,4,0.990907841052,7.5,2.05010174044,0,0,8,4.38095238095,0,,0,,26.922,low,leadtime=1-3d|repeated_high_48h,internal_m1_current_best_priority_engine_v1
manufacturer 1,1,2019-12-01 06:00:00,2019-12-01 12:00:00,substation_1.csv,SH + DHW,winter,normal,,,,,0.930141039421,0.930141039421,0.479754056014,232.653642983,0.883474703466,0.971524393947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109948387906,0.109948387906,0.109948387906,0.0645633797243,0.109948387906,0.0907700163631,0,0.109948387906,0,0,0,0,0,0,0.109948387906,0.0650428390128,0,0,0.109948387906,0.0650428390128,0.089811097786,0,0,0,0.109948387906,0.0650428390128,0.089811097786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,low,0.22,0.78,0.92,0-24h,0.844423826651,0.844423826651,0.146472314909,0.00910385844019,18.2562200483,0.844423826651,0.99089614156,0.94207203659,301,301,4,1.97907098231,13.5,2.82621610977,1.30141039421,0,0,3,0,,0,,26.6067,low,leadtime=0-24h,internal_m1_current_best_priority_engine_v1
manufacturer 1,24,2016-04-06 00:00:00,2016-04-06 06:00:00,substation_24.csv,SH + DHW with sub-circuits,spring,pre_fault,"Safety relief valve: Water loss, does not close properly",40,25.7833333333,1-3d,0.488572782303,0.488572782303,0.407308036988,61.4688675754,0.750064210372,0.256684157411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357278426798,0.0357278426798,0.690433977743,0.331722918822,0.690433977743,-0.233279093362,0.585662737289,0.621390579969,1,0,3,0,1,0,0.724955676631,0.655912278856,0,3,0.724955676631,0.655912278856,-0.0517825483308,0,3,0,0.724955676631,0.655912278856,-0.0517825483308,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,medium,0.22,0.78,0.92,1-3d,0.614175195602,0.367426812304,0.614175195602,0.0183979920942,36.0972901878,0.367426812304,0.981602007906,0.776876942705,0.554861111111,0.554861111111,15,11.1850304394,6,2.33063082811,0,0,5,0,-13,recent_task_within_7d|recent_any_event_within_7d,0,,26.5157,low,leadtime=1-3d|history_adjusted,internal_m1_current_best_priority_engine_v1
