manufacturer,substation_id,source_file,window_start,window_end,main_missing_sensors,main_changed_sensors,season_bucket,label,fault_label,fault_event_id,estimated_lead_time_hours,normal_event_related,maintenance_related,disturbance_count,leakage_blocked_fault_count,window_source_type,use_for_supervised_training,configuration_type,normal_reference_group,s_hc1_control_unit_mode__dominant,s_dhw_control_unit_mode__dominant,s_hc1_heating_pump_status_setpoint__dominant,s_dhw_3-way_valve_status__dominant,s_hc1.2_heating_pump_status__dominant,s_hc1.3_heating_pump_status__dominant,s_hc1.1_control_unit_mode__dominant,s_hc1.2_control_unit_mode__dominant,s_hc1.2_dhw_control unit_mode__dominant,s_hc1.1_heating_pump_status__dominant,s_hc1.3_control_unit_mode__dominant,split_time_based,split_substation_based,split_regime_based,normal_reference_outlier,normal_reference_outlier_count,normal_reference_filter_reason,iforest_anomaly_score,mahalanobis_score,iforest_threshold,mahalanobis_threshold,iforest_score_ratio,mahalanobis_score_ratio,iforest_anomaly_label,mahalanobis_anomaly_label,anomaly_consensus_count,anomaly_ensemble_score,anomaly_score,anomaly_label,strong_anomaly_label,anomaly_criticality,anomaly_event_label
manufacturer 1,10,substation_10.csv,2014-05-03 18:00:00,2014-05-04 00:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_upper_storage_temperature|s_dhw_lower_storage_temperature|s_dhw_supply_temperature,spring,pre_fault,Motorised control valve (primary side): Actuator defective,1.0,14.733333333333333,False,False,0,0,pre_fault_context,True,SH + DHW,manufacturer 1|SH + DHW|spring,,,,,,,,,,,,train,train,train,False,0,,0.4826066665789901,10506.3409649021,0.5357784270858823,349.74458401674525,0.9007579293625253,30.040039060044663,0,1,1,16.34457692862406,16.34457692862406,1,0,1,0
manufacturer 1,10,substation_10.csv,2014-05-04 00:00:00,2014-05-04 06:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|s_dhw_upper_storage_temperature|s_dhw_supply_temperature,spring,pre_fault,Motorised control valve (primary side): Actuator defective,1.0,8.733333333333333,False,True,1,0,pre_fault_context,True,SH + DHW,manufacturer 1|SH + DHW|spring,,,,,,,,,,,,train,train,train,False,0,,0.4799486013968061,10686.704563057692,0.5357784270858823,349.74458401674525,0.8957968016877115,30.555739964070547,0,1,1,16.615566677750614,16.615566677750614,1,0,2,0
manufacturer 1,10,substation_10.csv,2014-05-04 06:00:00,2014-05-04 12:00:00,,p_net_meter_energy|outdoor_temperature|p_net_meter_flow|s_dhw_supply_temperature|s_dhw_lower_storage_temperature,spring,pre_fault,Motorised control valve (primary side): Actuator defective,1.0,2.7333333333333334,False,False,0,0,pre_fault_context,False,SH + DHW,manufacturer 1|SH + DHW|spring,,,,,,,,,,,,train,train,train,False,0,,0.48556365217236486,10018.208209165408,0.5357784270858823,349.74458401674525,0.9062769750050643,28.64435552970779,0,1,1,15.60745860899751,15.60745860899751,1,0,3,0
manufacturer 1,11,substation_11.csv,2016-09-30 00:00:00,2016-09-30 06:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_return_temperature|s_hc1_supply_temperature|p_net_meter_heat_power,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.3830287952428496,70.08172214077368,0.5357784270858823,349.74458401674525,0.7149014888974845,0.20037972092633827,0,0,0,0.442204951872777,0.442204951872777,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-09-30 06:00:00,2016-09-30 12:00:00,,p_net_meter_flow|p_net_meter_energy|s_hc1_supply_temperature|outdoor_temperature|p_hc1_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.38772329593130195,70.83178650198228,0.5357784270858823,349.74458401674525,0.7236635077678334,0.2025243270059929,0,0,0,0.4474597419640579,0.4474597419640579,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-09-30 12:00:00,2016-09-30 18:00:00,p_net_meter_energy|p_net_meter_volume|p_net_meter_heat_power|p_net_meter_flow|p_net_supply_temperature,p_net_meter_energy|p_net_return_temperature|p_net_meter_flow|s_hc1_supply_temperature|p_hc1_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.425246122576248,108.79523291921933,0.5357784270858823,349.74458401674525,0.7936977322681255,0.3110705294410231,0,0,0,0.5379053147697612,0.5379053147697612,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-09-30 18:00:00,2016-10-01 00:00:00,,p_net_meter_energy|s_hc1_supply_temperature|p_net_meter_flow|s_dhw_supply_temperature|p_net_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.3899745241537251,68.53170346991153,0.5357784270858823,349.74458401674525,0.7278652973670668,0.19594786195925865,0,0,0,0.4459490566009285,0.4459490566009285,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-01 00:00:00,2016-10-01 06:00:00,,p_net_meter_flow|s_hc1_supply_temperature|p_net_meter_energy|p_net_return_temperature|p_net_meter_heat_power,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.38861345336367126,83.15047616771804,0.5357784270858823,349.74458401674525,0.7253249360511835,0.23774628676948123,0,0,0,0.4669082519318813,0.4669082519318813,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-01 06:00:00,2016-10-01 12:00:00,,p_net_meter_energy|p_hc1_return_temperature|p_net_meter_flow|outdoor_temperature|p_net_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.38510760900484586,47.225105584245405,0.5357784270858823,349.74458401674525,0.7187814767000973,0.13502741069461233,0,0,0,0.40939182171719024,0.40939182171719024,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-01 12:00:00,2016-10-01 18:00:00,,p_net_meter_energy|p_hc1_return_temperature|outdoor_temperature|p_net_supply_temperature|s_dhw_upper_storage_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.4145106645435136,130.7639258602121,0.5357784270858823,349.74458401674525,0.7736606096629378,0.3738840623589223,0,0,0,0.5617790395918096,0.5617790395918096,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-01 18:00:00,2016-10-02 00:00:00,p_net_meter_energy|p_net_meter_volume|p_net_meter_heat_power|p_net_meter_flow|p_net_supply_temperature,p_net_meter_energy|p_net_meter_flow|outdoor_temperature|p_hc1_return_temperature|s_hc1_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.4677478573496158,104.32065655180058,0.5357784270858823,349.74458401674525,0.8730248059700964,0.29827668910179855,0,0,0,0.5684083040298985,0.5684083040298985,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-02 00:00:00,2016-10-02 06:00:00,,p_net_meter_flow|p_net_meter_energy|p_hc1_return_temperature|outdoor_temperature|p_net_meter_heat_power,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.3830375351244659,45.982459516453176,0.5357784270858823,349.74458401674525,0.7149178013900644,0.13147440051352333,0,0,0,0.4056927989254976,0.4056927989254976,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-02 06:00:00,2016-10-02 12:00:00,,p_net_meter_energy|p_net_meter_flow|outdoor_temperature|s_hc1_supply_temperature|p_hc1_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.39138548876148166,70.45597018129708,0.5357784270858823,349.74458401674525,0.7304987826595428,0.20144978192978608,0,0,0,0.4501028122727717,0.4501028122727717,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-02 12:00:00,2016-10-02 18:00:00,,s_hc1_supply_temperature_setpoint|p_net_meter_flow|p_net_meter_energy|s_hc1_supply_temperature|outdoor_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.42391415785583136,131.0437737796352,0.5357784270858823,349.74458401674525,0.7912116957778897,0.37468421175997685,0,0,0,0.570452129248396,0.570452129248396,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-02 18:00:00,2016-10-03 00:00:00,,s_hc1_supply_temperature_setpoint|p_net_meter_energy|p_net_meter_flow|outdoor_temperature|p_hc1_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.39574104213651484,152.70165923568456,0.5357784270858823,349.74458401674525,0.7386281756228302,0.4366090747766188,0,0,0,0.5785580521743381,0.5785580521743381,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-03 00:00:00,2016-10-03 06:00:00,,p_net_meter_energy|outdoor_temperature|s_hc1_supply_temperature|p_hc1_return_temperature|p_net_meter_volume,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.3843187607155362,32.04192348133149,0.5357784270858823,349.74458401674525,0.7173091361775417,0.09161520991500863,0,0,0,0.38569135525839915,0.38569135525839915,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-03 06:00:00,2016-10-03 12:00:00,,p_net_meter_energy|outdoor_temperature|p_hc1_return_temperature|p_net_meter_flow|p_net_meter_volume,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.38074124659228503,31.959674154248344,0.5357784270858823,349.74458401674525,0.710631909282257,0.09138004022020299,0,0,0,0.38242841867936833,0.38242841867936833,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-03 12:00:00,2016-10-03 18:00:00,p_net_meter_energy|p_net_meter_volume|p_net_meter_heat_power|p_net_meter_flow|p_net_supply_temperature,p_net_meter_energy|p_net_meter_flow|p_net_supply_temperature|outdoor_temperature|s_dhw_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.42809046208818835,37.997508856076806,0.5357784270858823,349.74458401674525,0.7990065303983728,0.10864359476187783,0,0,0,0.4331141745110304,0.4331141745110304,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-03 18:00:00,2016-10-04 00:00:00,,p_net_meter_energy|outdoor_temperature|p_net_meter_flow|p_hc1_return_temperature|s_hc1_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.38645982925556793,43.075388106133765,0.5357784270858823,349.74458401674525,0.7213053189870606,0.12316241644522902,0,0,0,0.40428958063988985,0.40428958063988985,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-04 00:00:00,2016-10-04 06:00:00,,s_hc1_supply_temperature|p_net_meter_energy|p_net_meter_flow|p_hc1_return_temperature|outdoor_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.39009103359158587,67.85780886627744,0.5357784270858823,349.74458401674525,0.7280827556146758,0.19402104269048095,0,0,0,0.44503004776485255,0.44503004776485255,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-04 06:00:00,2016-10-04 12:00:00,,s_hc1_supply_temperature|p_net_meter_energy|outdoor_temperature|p_net_meter_flow|p_net_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.3919996497498837,81.96720065041706,0.5357784270858823,349.74458401674525,0.7316450792578261,0.23436303061234134,0,0,0,0.46808559347571915,0.46808559347571915,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-04 12:00:00,2016-10-04 18:00:00,,p_net_meter_flow|p_net_meter_energy|s_hc1_supply_temperature|p_net_meter_heat_power|p_net_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.3850103392947599,57.637704257748915,0.5357784270858823,349.74458401674525,0.7185999283114938,0.16479941903829254,0,0,0,0.4250856583966971,0.4250856583966971,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-04 18:00:00,2016-10-05 00:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|outdoor_temperature|p_hc1_return_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.37974901664674876,45.11493737688693,0.5357784270858823,349.74458401674525,0.7087799684511693,0.12899395569975972,0,0,0,0.40149338169292226,0.40149338169292226,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-05 00:00:00,2016-10-05 06:00:00,,p_net_meter_energy|s_hc1_supply_temperature|p_net_return_temperature|p_net_meter_flow|p_net_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.3839540560138625,49.88801216808064,0.5357784270858823,349.74458401674525,0.716628435568416,0.14264127151056064,0,0,0,0.41241523861775264,0.41241523861775264,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-05 06:00:00,2016-10-05 12:00:00,,p_net_meter_flow|p_net_meter_energy|s_hc1_supply_temperature|outdoor_temperature|p_net_supply_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.38949834048576104,66.80608883979389,0.5357784270858823,349.74458401674525,0.7269765275997696,0.19101393386150423,0,0,0,0.4429163529184889,0.4429163529184889,0,0,0,0
manufacturer 1,11,substation_11.csv,2016-10-05 12:00:00,2016-10-05 18:00:00,p_net_meter_energy|p_net_meter_volume|p_net_meter_heat_power|p_net_meter_flow|p_net_supply_temperature,s_hc1_supply_temperature|p_net_meter_energy|p_net_meter_flow|p_hc1_return_temperature|outdoor_temperature,autumn,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|autumn,,,,,,,,,,,,train,train,train,False,0,,0.47339139768934263,120.42670243355575,0.5357784270858823,349.74458401674525,0.8835581534406585,0.3443275691376822,0,0,0,0.5977659437600811,0.5977659437600811,0,0,0,0
