manufacturer,substation_id,window_start,window_end,configuration_type,label,fault_label,fault_event_id,anomaly_ensemble_score,anomaly_policy_score,iforest_score_ratio,mahalanobis_score_ratio,anomaly_consensus_count,anomaly_criticality,anomaly_event_label,anomaly_evidence_event_label,anomaly_evidence_source,risk_probability,risk_score,risk_level_calibrated,predicted_lead_time_bucket,leadtime_urgency_score,current_best_priority_score,current_best_priority_level,priority_score,priority_level,priority_source,policy_version,current_best_weight,m1_specialist_weight,decision_basis,priority_high_label,m1_specialist_priority_score,m1_specialist_priority_level,m1_hybrid_priority_score,m1_hybrid_priority_level,m1_evidence_pre_event_score,m1_evidence_leadtime_score,m1_evidence_priority_score,m1_evidence_priority_level,m1_evidence_trigger,m1_risk_pre_event_priority_score,m1_risk_pre_event_priority_level,m1_risk_pre_event_trigger,m1_priority_agreement,m1_specialist_fault_probability,m1_specialist_task_probability,m1_specialist_activity_probability,m1_specialist_pre_event_probability,m1_specialist_primary_state,m1_specialist_secondary_tags,m1_specialist_fault_group,m1_specialist_group_weight,m1_specialist_gate_review_required,m1_specialist_gate_review_reasons,shadow_priority_score,priority_policy_agreement,operational_label,primary_state,review_required,review_reasons,trust_level,first_crossing_time,stable_crossing_time,stable_crossing_lead_hours,why_reason,recommended_action
manufacturer 1,13,2016-07-18 18:00:00,2016-07-19 00:00:00,SH + DHW,pre_fault,Failure of the heating circuit pump,24,1.61094799678,1.1632304019,1.04690736171,2.11113497506,2,4,0,0,no_active_anomaly,0.925333482859,0.925333482859,critical,1-3d,0.690248844554,96.9125,urgent,99.8133337071,urgent,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,23.2764006535,low,76.294392183,high,1.94351875789,71.0248844554,71.0248844554,low,none,99.8133337071,urgent,risk,current_only_high,0.537293667395,0.0997357262153,0.0906258270174,0.0194351875789,fault,,unknown_review,0.1,True,m1_specialist_gate_near_threshold,80.6008068939,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_risk_high_threshold|risk_high_but_anomaly_not_confirmed|m1_specialist_gate_near_threshold|m1_priority_disagreement|m1_specialist_gate_near_threshold|m1_priority_disagreement,medium,2016-07-18 12:00:00,2016-07-19 00:00:00,36,current_best_priority=urgent; m1_specialist_priority=low; m1_hybrid_priority=high; m1_evidence_priority=low; evidence_trigger=none; risk_pre_event_priority=urgent; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.537; pre_event=0.019; fault_group=unknown_review,urgent review: high-confidence evidence gate triggered by risk.
manufacturer 1,18,2019-05-03 18:00:00,2019-05-04 00:00:00,SH + DHW,pre_fault,Control unit: Incorrect parameterisation,49,23.139724937,1.07778353547,0.970005181919,42.7996650971,2,2,0,0,no_active_anomaly,0.827016980809,0.946411717539,critical,0-24h,0.909204348546,96.9087,urgent,99.8660292938,urgent,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,71.624661351,medium,89.8291691783,urgent,77.9064198084,92.9204348546,92.9204348546,medium,none,99.8660292938,urgent,risk,current_only_high,0.367572968988,0.11615269278,0.110946253637,0.779064198084,normal,,unknown_review,0.1,False,,88.328774921,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_risk_high_threshold|near_anomaly_threshold|risk_high_but_anomaly_not_confirmed|m1_priority_disagreement|m1_priority_disagreement,medium,2019-05-03 18:00:00,,,current_best_priority=urgent; m1_specialist_priority=medium; m1_hybrid_priority=urgent; m1_evidence_priority=medium; evidence_trigger=none; risk_pre_event_priority=urgent; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.368; pre_event=0.779; fault_group=unknown_review,urgent review: high-confidence evidence gate triggered by risk.
manufacturer 1,21,2019-01-19 12:00:00,2019-01-19 18:00:00,SH + DHW,pre_fault,Control unit: Incorrect parameterisation,62,8.60551980485,1.12946235668,1.01651612101,15.3353909962,2,1,0,0,no_active_anomaly,0.992801907263,0.992801907263,critical,1-3d,0.673349270967,96.4667,urgent,99.9820047682,urgent,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,54.6592353798,medium,84.7606099063,urgent,59.9250131833,69.3349270967,69.3349270967,low,none,99.9820047682,urgent,risk,current_only_high,0.741824020248,0.104643381472,0.0525708429324,0.599250131833,fault,,unknown_review,0.1,False,,83.8045830285,same_tier,predictive_fault_risk,predictive_fault_risk,True,risk_high_but_anomaly_not_confirmed|m1_priority_disagreement|m1_priority_disagreement,medium,2019-01-18 12:00:00,2019-01-21 00:00:00,6,current_best_priority=urgent; m1_specialist_priority=medium; m1_hybrid_priority=urgent; m1_evidence_priority=low; evidence_trigger=none; risk_pre_event_priority=urgent; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.742; pre_event=0.599; fault_group=unknown_review,urgent review: high-confidence evidence gate triggered by risk.
manufacturer 1,31,2020-01-12 12:00:00,2020-01-12 18:00:00,SH + DHW,pre_fault,"Heat exchanger: Leakage, external",45,1.28535920501,0.97290411397,0.875613702573,1.64871842416,1,4,0,0,no_active_anomaly,0.756672038117,0.953537913869,critical,1-3d,0.752419301375,96.4364,urgent,99.8838447847,urgent,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,40.0684073629,low,80.6533620616,high,29.0833242211,77.2419301375,77.2419301375,low,none,99.8838447847,urgent,risk,current_only_high,0.538166621945,0.163356082766,0.106747756586,0.290833242211,fault,,unknown_review,0.1,True,m1_specialist_gate_near_threshold,79.517164304,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_risk_high_threshold|near_anomaly_threshold|risk_high_but_anomaly_not_confirmed|m1_specialist_gate_near_threshold|m1_priority_disagreement|m1_specialist_gate_near_threshold|m1_priority_disagreement,medium,2020-01-11 00:00:00,2020-01-11 00:00:00,60,current_best_priority=urgent; m1_specialist_priority=low; m1_hybrid_priority=high; m1_evidence_priority=low; evidence_trigger=none; risk_pre_event_priority=urgent; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.538; pre_event=0.291; fault_group=unknown_review,urgent review: high-confidence evidence gate triggered by risk.
manufacturer 1,13,2016-07-20 06:00:00,2016-07-20 12:00:00,SH + DHW,pre_fault,Failure of the heating circuit pump,24,1.37682260561,1.13695252874,1.02325727586,1.69036167161,2,10,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.905343320759,0.905343320759,high,1-3d,0.692040076857,96.2864,urgent,99.7162475472,high,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,73.9783420947,medium,90.0401437865,urgent,94.0311632527,71.2040076857,94.0311632527,medium,none,99.7162475472,high,risk,current_only_high,0.723413701562,0.130777983966,0.0895151872871,0.940311632527,fault,,unknown_review,0.1,False,,81.8050849475,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_risk_high_threshold|m1_priority_disagreement|m1_priority_disagreement,medium_high,2016-07-18 12:00:00,2016-07-19 00:00:00,36,current_best_priority=urgent; m1_specialist_priority=medium; m1_hybrid_priority=urgent; m1_evidence_priority=medium; evidence_trigger=none; risk_pre_event_priority=high; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.723; pre_event=0.940; fault_group=unknown_review,priority review: evidence gate triggered by risk; confirm before dispatch.
manufacturer 1,30,2020-03-16 06:00:00,2020-03-16 12:00:00,SH + DHW,pre_fault,Leakage,10,40.2861344984,1.26993244957,1.14293920462,74.9980246646,2,15,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.817561712218,0.817561712218,high,1-3d,0.807123411667,95.8161,urgent,99.9999052545,urgent,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,80.71365024,high,91.5874140672,urgent,99.9999052545,82.7123411667,99.9999052545,urgent,pre_event,99.9999052545,urgent,risk|pre_event,both_high,0.893981260022,0.0909011469159,0.0265724602701,0.999999052545,fault,,unknown_review,0.1,False,,80.429596522,same_tier,predictive_fault_risk,predictive_fault_risk,False,,high,2020-03-13 00:00:00,2020-03-14 00:00:00,60,current_best_priority=urgent; m1_specialist_priority=high; m1_hybrid_priority=urgent; m1_evidence_priority=urgent; evidence_trigger=pre_event; risk_pre_event_priority=urgent; risk_pre_event_trigger=risk|pre_event; agreement=both_high; fault_gate=0.894; pre_event=1.000; fault_group=unknown_review,urgent review: high-confidence evidence gate triggered by risk|pre_event.
manufacturer 1,26,2020-06-12 18:00:00,2020-06-13 00:00:00,SH + DHW with sub-circuits,pre_fault,Incorrect setting of the differential pressure regulator,7,8.25208327302,1.19929035125,1.07936131612,14.6127989707,2,4,0,0,no_active_anomaly,0.846210851923,0.885073434002,high,0-24h,0.964570086751,95.3816,urgent,99.6004196229,high,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,31.6783788937,low,77.5446980902,high,2.256865984,98.4570086751,98.4570086751,medium,none,99.6004196229,high,risk,current_only_high,0.403842681896,0.0337321222278,0.0335167877562,0.02256865984,normal,,unknown_review,0.1,False,,86.6161414726,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_risk_high_threshold|risk_high_but_anomaly_not_confirmed|m1_priority_disagreement|m1_priority_disagreement,medium,2020-06-13 06:00:00,2020-06-13 06:00:00,0,current_best_priority=urgent; m1_specialist_priority=low; m1_hybrid_priority=high; m1_evidence_priority=medium; evidence_trigger=none; risk_pre_event_priority=high; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.404; pre_event=0.023; fault_group=unknown_review,priority review: evidence gate triggered by risk; confirm before dispatch.
manufacturer 1,13,2016-07-20 00:00:00,2016-07-20 06:00:00,SH + DHW,pre_fault,Failure of the heating circuit pump,24,1.42409651793,1.22968786233,1.1067190761,1.70554443803,2,9,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.785860970999,0.894885064911,high,1-3d,0.776676100525,95.3407,urgent,99.6564860852,high,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,25.9734242157,low,75.9178627804,high,2.13298399999,79.6676100525,79.6676100525,low,none,99.6564860852,high,risk,current_only_high,0.447375615563,0.106629216507,0.0825500389089,0.0213298399999,normal,,unknown_review,0.1,False,,83.7689615859,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_risk_high_threshold|m1_priority_disagreement|m1_priority_disagreement,medium_high,2016-07-18 12:00:00,2016-07-19 00:00:00,36,current_best_priority=urgent; m1_specialist_priority=low; m1_hybrid_priority=high; m1_evidence_priority=low; evidence_trigger=none; risk_pre_event_priority=high; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.447; pre_event=0.021; fault_group=unknown_review,priority review: evidence gate triggered by risk; confirm before dispatch.
manufacturer 1,26,2020-03-09 18:00:00,2020-03-10 00:00:00,SH + DHW with sub-circuits,pre_fault,unknown,69,4.22303613862,1.18377168944,1.0653945205,7.02320889431,2,2,0,0,no_active_anomaly,0.796028825179,0.796028825179,high,0-24h,0.939706804557,94.8494,urgent,99.0915932867,high,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,29.7030932571,low,76.608434112,high,0.0216165824854,95.9706804557,95.9706804557,medium,none,99.0915932867,high,risk,current_only_high,0.335756273882,0.108424555341,0.118390106519,0.000216165824854,normal,,unknown_review,0.1,False,,80.9727895216,same_tier,predictive_fault_risk,predictive_fault_risk,True,risk_high_but_anomaly_not_confirmed|m1_priority_disagreement|m1_priority_disagreement,medium,,,,current_best_priority=urgent; m1_specialist_priority=low; m1_hybrid_priority=high; m1_evidence_priority=medium; evidence_trigger=none; risk_pre_event_priority=high; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.336; pre_event=0.000; fault_group=unknown_review,priority review: evidence gate triggered by risk; confirm before dispatch.
manufacturer 1,7,2017-11-20 18:00:00,2017-11-21 00:00:00,SH + DHW,pre_fault,Motorised control valve (primary side) defective,67,16.2953980498,0.967926493973,0.871133844576,29.9735191375,1,0,0,0,no_active_anomaly,0.949396784266,0.993471852834,critical,1-3d,0.742128698995,94.5466,urgent,99.9836796321,urgent,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,36.4194977022,low,78.2710113566,high,23.0102486042,76.2128698995,76.2128698995,low,none,99.9836796321,urgent,risk,current_only_high,0.257870686816,0.0806498845517,0.0491629578379,0.230102486042,normal,,unknown_review,0.1,False,,81.4048128757,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_anomaly_threshold|risk_high_but_anomaly_not_confirmed|m1_priority_disagreement|m1_priority_disagreement,medium,2017-11-19 18:00:00,2017-11-19 18:00:00,162,current_best_priority=urgent; m1_specialist_priority=low; m1_hybrid_priority=high; m1_evidence_priority=low; evidence_trigger=none; risk_pre_event_priority=urgent; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.258; pre_event=0.230; fault_group=unknown_review,urgent review: high-confidence evidence gate triggered by risk.
manufacturer 1,13,2016-07-19 06:00:00,2016-07-19 12:00:00,SH + DHW,pre_fault,Failure of the heating circuit pump,24,1.4891591117,1.27031763282,1.14328586954,1.79587689248,2,6,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.901342810482,0.901342810482,high,1-3d,0.68550351061,94.5302,urgent,99.6933874885,high,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,74.9364028651,medium,89.0439368022,urgent,96.1296319032,70.550351061,96.1296319032,medium,none,99.6933874885,high,risk,current_only_high,0.74279137933,0.11434900167,0.101001828109,0.961296319032,fault,,unknown_review,0.1,False,,81.3889598948,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_risk_high_threshold|m1_priority_disagreement|m1_priority_disagreement,medium_high,2016-07-18 12:00:00,2016-07-19 00:00:00,36,current_best_priority=urgent; m1_specialist_priority=medium; m1_hybrid_priority=urgent; m1_evidence_priority=medium; evidence_trigger=none; risk_pre_event_priority=high; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.743; pre_event=0.961; fault_group=unknown_review,priority review: evidence gate triggered by risk; confirm before dispatch.
manufacturer 1,31,2020-01-11 06:00:00,2020-01-11 12:00:00,SH + DHW,pre_fault,"Heat exchanger: Leakage, external",45,242.470631121,1.06721686765,0.960495180886,456.639996955,2,3,0,0,no_active_anomaly,0.985137764197,0.989879131348,critical,1-3d,0.670767978276,94.4538,urgent,99.9746978284,urgent,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,69.3492011926,medium,87.4245123339,urgent,86.7748397169,69.0767978276,86.7748397169,low,none,99.9746978284,urgent,risk,current_only_high,0.742580483123,0.259132959123,0.147469217692,0.867748397169,fault,,unknown_review,0.1,False,,83.5663915724,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_anomaly_threshold|risk_high_but_anomaly_not_confirmed|m1_priority_disagreement|m1_priority_disagreement,medium,2020-01-11 00:00:00,2020-01-11 00:00:00,60,current_best_priority=urgent; m1_specialist_priority=medium; m1_hybrid_priority=urgent; m1_evidence_priority=low; evidence_trigger=none; risk_pre_event_priority=urgent; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.743; pre_event=0.868; fault_group=unknown_review,urgent review: high-confidence evidence gate triggered by risk.
manufacturer 1,28,2020-01-12 18:00:00,2020-01-13 00:00:00,SH + DHW,pre_fault,Failure of the heating circuit pump,47,0.600212555867,0.435334563551,0.786138802521,0.435334563551,0,0,0,0,no_active_anomaly,0.94631806042,0.94631806042,critical,0-24h,0.928251254278,94.0538,urgent,99.9940725589,urgent,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,84.3442775358,high,91.33513371,urgent,99.9940725589,94.8251254278,99.9940725589,urgent,pre_event,99.9940725589,urgent,risk|pre_event,both_high,0.697741433904,0.10822267042,0.0914691362399,0.999940725589,fault,,unknown_review,0.1,False,,81.3950309514,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_risk_high_threshold|risk_high_but_anomaly_not_confirmed,medium,2020-01-12 18:00:00,,,current_best_priority=urgent; m1_specialist_priority=high; m1_hybrid_priority=urgent; m1_evidence_priority=urgent; evidence_trigger=pre_event; risk_pre_event_priority=urgent; risk_pre_event_trigger=risk|pre_event; agreement=both_high; fault_gate=0.698; pre_event=1.000; fault_group=unknown_review,urgent review: high-confidence evidence gate triggered by risk|pre_event.
manufacturer 1,13,2016-07-19 18:00:00,2016-07-20 00:00:00,SH + DHW,pre_fault,Failure of the heating circuit pump,24,1.49969382626,1.18533144791,1.06679830312,1.88358230904,2,8,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.845250651848,0.849270706073,high,1-3d,0.708256871973,93.6794,urgent,99.3958326061,high,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,36.7089102053,low,77.7276628575,high,25.3840073566,72.8256871973,72.8256871973,low,none,99.3958326061,high,risk,current_only_high,0.481236777515,0.112399844184,0.0913003052699,0.253840073566,normal,,unknown_review,0.1,True,m1_specialist_gate_near_threshold,79.2075949932,same_tier,predictive_fault_risk,predictive_fault_risk,True,m1_specialist_gate_near_threshold|m1_priority_disagreement|m1_specialist_gate_near_threshold|m1_priority_disagreement,high,2016-07-18 12:00:00,2016-07-19 00:00:00,36,current_best_priority=urgent; m1_specialist_priority=low; m1_hybrid_priority=high; m1_evidence_priority=low; evidence_trigger=none; risk_pre_event_priority=high; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.481; pre_event=0.254; fault_group=unknown_review,priority review: evidence gate triggered by risk; confirm before dispatch.
manufacturer 1,7,2017-11-20 06:00:00,2017-11-20 12:00:00,SH + DHW,pre_fault,Motorised control valve (primary side) defective,67,15.7026420227,0.963690576177,0.867321518559,28.858492281,1,0,0,0,no_active_anomaly,0.951453120009,0.997692632026,critical,1-3d,0.737073872485,93.5294,urgent,99.9942315801,urgent,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,70.9201544685,medium,87.1988112512,urgent,86.0144332617,75.7073872485,86.0144332617,low,none,99.9942315801,urgent,risk,current_only_high,0.707078678655,0.118154355892,0.0513163969913,0.860144332617,fault,,unknown_review,0.1,False,,81.485310936,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_anomaly_threshold|risk_high_but_anomaly_not_confirmed|m1_priority_disagreement|m1_priority_disagreement,medium,2017-11-19 18:00:00,2017-11-19 18:00:00,162,current_best_priority=urgent; m1_specialist_priority=medium; m1_hybrid_priority=urgent; m1_evidence_priority=low; evidence_trigger=none; risk_pre_event_priority=urgent; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.707; pre_event=0.860; fault_group=unknown_review,urgent review: high-confidence evidence gate triggered by risk.
manufacturer 1,14,2019-12-09 06:00:00,2019-12-09 12:00:00,SH + DHW,normal,,,1.24075554728,1.00363112223,0.903268010005,1.54003694826,2,6,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.265215779485,0.851184283388,high,0-24h,0.885778835156,93.4386,urgent,99.4067673336,high,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,38.8214405559,low,78.1457953557,high,19.5419554568,90.5778835156,90.5778835156,medium,none,99.4067673336,high,risk,current_only_high,0.397757967343,0.0772235079229,0.0478046251583,0.195419554568,normal,,unknown_review,0.1,False,,84.638500641,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_anomaly_threshold|hard_normal_review|m1_priority_disagreement|m1_priority_disagreement,medium_high,,,,current_best_priority=urgent; m1_specialist_priority=low; m1_hybrid_priority=high; m1_evidence_priority=medium; evidence_trigger=none; risk_pre_event_priority=high; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.398; pre_event=0.195; fault_group=unknown_review,priority review: evidence gate triggered by risk; confirm before dispatch.
manufacturer 1,13,2016-07-19 12:00:00,2016-07-19 18:00:00,SH + DHW,pre_fault,Failure of the heating circuit pump,24,1.47526395697,1.18037806544,1.0623402589,1.84144157602,2,7,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.849205345821,0.849205345821,high,1-3d,0.690273195364,93.2617,urgent,99.395459119,high,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,75.5815180813,high,88.3112490628,urgent,97.0424040371,71.0273195364,97.0424040371,medium,none,99.395459119,high,risk,both_high,0.680442652536,0.184661570647,0.135568345571,0.970424040371,fault,,unknown_review,0.1,False,,78.6644898811,same_tier,predictive_fault_risk,predictive_fault_risk,False,,high,2016-07-18 12:00:00,2016-07-19 00:00:00,36,current_best_priority=urgent; m1_specialist_priority=high; m1_hybrid_priority=urgent; m1_evidence_priority=medium; evidence_trigger=none; risk_pre_event_priority=high; risk_pre_event_trigger=risk; agreement=both_high; fault_gate=0.680; pre_event=0.970; fault_group=unknown_review,priority review: evidence gate triggered by risk; confirm before dispatch.
manufacturer 1,13,2016-07-19 00:00:00,2016-07-19 06:00:00,SH + DHW,pre_fault,Failure of the heating circuit pump,24,1.32542131091,1.18321667675,1.06489500908,1.55645406913,2,5,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.62406193101,0.888111608733,high,1-3d,0.711882657756,93.2425,urgent,99.6177806213,high,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,23.8536560573,low,73.813623696,high,1.8130478629,73.1882657756,73.1882657756,low,none,99.6177806213,high,risk,current_only_high,0.457873749978,0.10819304504,0.0940366797306,0.018130478629,normal,,unknown_review,0.1,True,m1_specialist_gate_near_threshold,81.452618213,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_risk_high_threshold|m1_specialist_gate_near_threshold|m1_priority_disagreement|m1_specialist_gate_near_threshold|m1_priority_disagreement,medium_high,2016-07-18 12:00:00,2016-07-19 00:00:00,36,current_best_priority=urgent; m1_specialist_priority=low; m1_hybrid_priority=high; m1_evidence_priority=low; evidence_trigger=none; risk_pre_event_priority=high; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.458; pre_event=0.018; fault_group=unknown_review,priority review: evidence gate triggered by risk; confirm before dispatch.
manufacturer 1,7,2017-11-20 12:00:00,2017-11-20 18:00:00,SH + DHW,pre_fault,Motorised control valve (primary side) defective,67,16.5476558831,0.968014556942,0.871213101248,30.4494070294,1,0,0,0,no_active_anomaly,0.926851395638,0.992792898705,critical,1-3d,0.787678502958,92.7449,urgent,99.9819822468,urgent,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,65.0285986495,medium,84.9843356219,urgent,72.5422610196,80.7678502958,80.7678502958,low,none,99.9819822468,urgent,risk,current_only_high,0.491383299205,0.106577812012,0.0434852988955,0.725422610196,normal,,unknown_review,0.1,True,m1_specialist_gate_near_threshold,82.7339645175,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_anomaly_threshold|risk_high_but_anomaly_not_confirmed|m1_specialist_gate_near_threshold|m1_priority_disagreement|m1_specialist_gate_near_threshold|m1_priority_disagreement,medium,2017-11-19 18:00:00,2017-11-19 18:00:00,162,current_best_priority=urgent; m1_specialist_priority=medium; m1_hybrid_priority=urgent; m1_evidence_priority=low; evidence_trigger=none; risk_pre_event_priority=urgent; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.491; pre_event=0.725; fault_group=unknown_review,urgent review: high-confidence evidence gate triggered by risk.
manufacturer 1,13,2020-05-25 12:00:00,2020-05-25 18:00:00,SH + DHW,pre_fault,Shut-off valve closed,53,1.02590862601,1.02359745222,0.921237707,1.11873000703,2,41,1,1,iforest_0p90_and_mahalanobis_1p00_persistent,0.175292333359,0.84517023549,high,0-24h,0.937466285386,92.5703,urgent,99.3724013457,high,m1_risk_0.78_or_pre_event_0.99_gate_v4,m1_risk_pre_event_priority_v4,,,label-free v4 gate: restored risk_score >= 0.78 OR pre_event_probability >= 0.99; urgent when risk >= 0.92 OR pre_event >= 0.998; band score preserves level ordering,1,56.5342820472,medium,82.4802149732,high,48.9278063375,95.7466285386,95.7466285386,medium,none,99.3724013457,high,risk,current_only_high,0.477243661872,0.0800564492695,0.0188750582881,0.489278063375,normal,,unknown_review,0.1,True,m1_specialist_gate_near_threshold,85.8583515135,same_tier,predictive_fault_risk,predictive_fault_risk,True,near_anomaly_threshold|long_persistent_anomaly|m1_specialist_gate_near_threshold|m1_priority_disagreement|m1_specialist_gate_near_threshold|m1_priority_disagreement,medium_high,2020-05-25 06:00:00,2020-05-25 06:00:00,24,current_best_priority=urgent; m1_specialist_priority=medium; m1_hybrid_priority=high; m1_evidence_priority=medium; evidence_trigger=none; risk_pre_event_priority=high; risk_pre_event_trigger=risk; agreement=current_only_high; fault_gate=0.477; pre_event=0.489; fault_group=unknown_review,priority review: evidence gate triggered by risk; confirm before dispatch.
