manufacturer,substation_id,window_start,window_end,label,fault_label,fault_event_id,m1_specialist_model_scope,m1_specialist_compact_window_start,m1_specialist_compact_window_end,m1_specialist_sample_count,m1_specialist_expected_count,m1_specialist_coverage_rate,m1_specialist_fault_probability,m1_specialist_task_probability,m1_specialist_activity_probability,m1_specialist_pre_event_probability,m1_specialist_fault_prediction,m1_specialist_task_prediction,m1_specialist_activity_prediction,m1_specialist_pre_event_prediction,m1_specialist_primary_state,m1_specialist_secondary_tags,m1_specialist_fault_group,m1_specialist_group_weight,m1_specialist_leadtime_urgency,m1_specialist_priority_score,m1_specialist_gate_review_required,m1_specialist_gate_review_reasons
manufacturer 1,1,2019-12-04 12:00:00,2019-12-04 18:00:00,normal,,,m1_runtime_model,2019-11-27 18:00:00,2019-12-04 18:00:00,1008,1008,1.0,0.6450461350573317,0.1369461550565654,0.06920615226252233,0.616380135605578,1,0,0,1,fault,,unknown_review,0.1,0.914694871272085,62.84175359646934,False,
manufacturer 1,1,2019-12-04 18:00:00,2019-12-05 00:00:00,normal,,,m1_runtime_model,2019-11-28 00:00:00,2019-12-05 00:00:00,1008,1008,1.0,0.6165076160536797,0.09197883479512757,0.04612495568132576,0.4270023749231935,1,0,0,0,fault,,unknown_review,0.1,0.9619164908233532,53.842625345476236,False,
manufacturer 1,1,2019-12-05 06:00:00,2019-12-05 12:00:00,normal,,,m1_runtime_model,2019-11-28 12:00:00,2019-12-05 12:00:00,1008,1008,1.0,0.6654356188015953,0.1309228945694373,0.0847317916794661,0.8642913728834164,1,0,0,1,fault,,unknown_review,0.1,0.8587817493146432,74.7994779880272,False,
manufacturer 1,1,2019-12-05 12:00:00,2019-12-05 18:00:00,normal,,,m1_runtime_model,2019-11-28 18:00:00,2019-12-05 18:00:00,1008,1008,1.0,0.5962967820323571,0.1789119104888556,0.09932501712782296,0.4237005863624364,1,0,0,0,fault,,unknown_review,0.1,0.9158884232967356,52.28018494883607,False,
manufacturer 1,1,2019-12-06 00:00:00,2019-12-06 06:00:00,normal,,,m1_runtime_model,2019-11-29 06:00:00,2019-12-06 06:00:00,1008,1008,1.0,0.6801585064552564,0.07740596236445187,0.03606533031788279,0.6043899963348032,1,0,0,1,fault,,unknown_review,0.1,0.8812775210381756,61.17977542955945,False,
manufacturer 1,1,2019-12-06 06:00:00,2019-12-06 12:00:00,normal,,,m1_runtime_model,2019-11-29 12:00:00,2019-12-06 12:00:00,1008,1008,1.0,0.7259897143744396,0.0911480542518926,0.05434913661998178,0.6475180863319715,1,0,0,1,fault,,unknown_review,0.1,0.843620984559797,62.42212428505235,False,
manufacturer 1,1,2019-12-06 12:00:00,2019-12-06 18:00:00,normal,,,m1_runtime_model,2019-11-29 18:00:00,2019-12-06 18:00:00,1008,1008,1.0,0.4754511127425117,0.06375531943194987,0.04690866042950558,0.3973758865431277,0,0,0,0,normal,,unknown_review,0.1,0.8874406573556952,49.97889348054289,True,m1_specialist_gate_near_threshold
manufacturer 1,1,2019-12-06 18:00:00,2019-12-07 00:00:00,normal,,,m1_runtime_model,2019-11-30 00:00:00,2019-12-07 00:00:00,1008,1008,1.0,0.38117456706180225,0.053010337260337256,0.04365284647601722,0.04574629167254532,0,0,0,0,normal,,unknown_review,0.1,0.8176602866070594,28.545854640201775,False,
manufacturer 1,1,2019-12-07 00:00:00,2019-12-07 06:00:00,normal,,,m1_runtime_model,2019-11-30 06:00:00,2019-12-07 06:00:00,1008,1008,1.0,0.594192882300053,0.06507283726033726,0.04365284647601722,0.34575935930173496,1,0,0,0,fault,,unknown_review,0.1,0.9362689697875154,48.60483385522089,False,
manufacturer 1,1,2019-12-07 06:00:00,2019-12-07 12:00:00,normal,,,m1_runtime_model,2019-11-30 12:00:00,2019-12-07 12:00:00,1008,1008,1.0,0.6893382578745371,0.05254505948255948,0.034864967688138425,0.7257282248073575,1,0,0,1,fault,,unknown_review,0.1,0.879235025346155,67.79210312478932,False,
manufacturer 1,1,2019-12-07 12:00:00,2019-12-07 18:00:00,normal,,,m1_runtime_model,2019-11-30 18:00:00,2019-12-07 18:00:00,1008,1008,1.0,0.44839495406378554,0.051257673205779807,0.05195593527910601,0.4646596195433829,0,0,0,0,normal,,unknown_review,0.1,0.9519031326926743,55.613373055666294,False,
manufacturer 1,1,2019-12-07 18:00:00,2019-12-08 00:00:00,normal,,,m1_runtime_model,2019-12-01 00:00:00,2019-12-08 00:00:00,1008,1008,1.0,0.18068160539099692,0.014033027481134072,0.021245228392211702,0.02728546380669615,0,0,0,0,normal,,unknown_review,0.1,0.9668508431211426,32.006225803002565,False,
manufacturer 1,10,2014-05-03 18:00:00,2014-05-04 00:00:00,pre_fault,Motorised control valve (primary side): Actuator defective,1.0,m1_runtime_model,2014-04-27 00:00:00,2014-05-04 00:00:00,1008,1008,1.0,0.27947527855491067,0.05246339696300298,0.04917487931965268,0.038939667925882514,0,0,0,0,normal,,control_controller,1.0,0.7089380287505582,38.409822598440286,False,
manufacturer 1,10,2014-05-04 00:00:00,2014-05-04 06:00:00,pre_fault,Motorised control valve (primary side): Actuator defective,1.0,m1_runtime_model,2014-04-27 06:00:00,2014-05-04 06:00:00,1008,1008,1.0,0.7752062473672099,0.17039084458328613,0.11612324772982616,0.997354647362321,1,0,0,1,fault,,control_controller,1.0,0.8255826727410922,94.62198578716043,False,
manufacturer 1,10,2014-05-04 06:00:00,2014-05-04 12:00:00,,,,m1_runtime_model,2014-04-27 12:00:00,2014-05-04 12:00:00,1008,1008,1.0,0.8858111846418321,0.08116781358257383,0.017301994301994302,0.9996706772732491,1,0,0,1,fault,,unknown_review,0.1,0.2,62.48188725002871,False,
manufacturer 1,11,2016-09-30 00:00:00,2016-09-30 06:00:00,normal,,,m1_runtime_model,2016-09-23 06:00:00,2016-09-30 06:00:00,1008,1008,1.0,0.3599298073990514,0.22933691168573436,0.19779508627024076,0.05955830008007577,0,0,0,0,normal,,unknown_review,0.1,0.6656368262493456,24.744811291884538,False,
manufacturer 1,11,2016-09-30 06:00:00,2016-09-30 12:00:00,normal,,,m1_runtime_model,2016-09-23 12:00:00,2016-09-30 12:00:00,1008,1008,1.0,0.7058040383441477,0.19248734462363784,0.16239204948944355,0.9948899258247101,1,0,0,1,fault,,unknown_review,0.1,0.6600743570192762,76.02117663093735,False,
manufacturer 1,11,2016-09-30 12:00:00,2016-09-30 18:00:00,normal,,,m1_runtime_model,2016-09-23 18:00:00,2016-09-30 18:00:00,1008,1008,1.0,0.477046023263887,0.13358603562145535,0.11971492132946011,0.8756137490414091,0,0,0,1,normal,,unknown_review,0.1,0.6650098800550548,69.60905259892914,True,m1_specialist_gate_near_threshold
manufacturer 1,11,2016-09-30 18:00:00,2016-10-01 00:00:00,normal,,,m1_runtime_model,2016-09-24 00:00:00,2016-10-01 00:00:00,1008,1008,1.0,0.31415582259853564,0.0752860086257164,0.09185972620504475,0.007844861217031873,0,0,0,0,normal,,unknown_review,0.1,0.6664123653889027,21.923838328603836,False,
manufacturer 1,11,2016-10-01 00:00:00,2016-10-01 06:00:00,normal,,,m1_runtime_model,2016-09-24 06:00:00,2016-10-01 06:00:00,1008,1008,1.0,0.44638246956326205,0.09972641719214677,0.09677525867492504,0.5303525140479469,0,0,0,0,normal,,unknown_review,0.1,0.6672188973330155,50.68595519262755,False,
manufacturer 1,11,2016-10-01 06:00:00,2016-10-01 12:00:00,normal,,,m1_runtime_model,2016-09-24 12:00:00,2016-10-01 12:00:00,1008,1008,1.0,0.7657702736086484,0.13372596592973282,0.11060849903629742,0.8931543467821402,1,0,0,1,fault,,unknown_review,0.1,0.6835559327832164,71.13016705651421,False,
manufacturer 1,11,2016-10-01 12:00:00,2016-10-01 18:00:00,normal,,,m1_runtime_model,2016-09-24 18:00:00,2016-10-01 18:00:00,1008,1008,1.0,0.5310679469320431,0.11711427062411782,0.10368583453317531,0.7574245076850064,1,0,0,1,fault,,unknown_review,0.1,0.7816207935884961,66.60697173033024,True,m1_specialist_gate_near_threshold
manufacturer 1,11,2016-10-01 18:00:00,2016-10-02 00:00:00,normal,,,m1_runtime_model,2016-09-25 00:00:00,2016-10-02 00:00:00,1008,1008,1.0,0.1979205845154511,0.08181437965895395,0.12716377773692494,0.0001843592523546699,0,0,0,0,normal,,unknown_review,0.1,0.6783660966643444,21.86112265880984,False,
manufacturer 1,11,2016-10-02 00:00:00,2016-10-02 06:00:00,normal,,,m1_runtime_model,2016-09-25 06:00:00,2016-10-02 06:00:00,1008,1008,1.0,0.39031221353168927,0.07846635720180864,0.0944128975363481,0.03370185385985164,0,0,0,0,normal,,unknown_review,0.1,0.8851668000757159,29.908605964563318,False,
manufacturer 1,11,2016-10-02 06:00:00,2016-10-02 12:00:00,normal,,,m1_runtime_model,2016-09-25 12:00:00,2016-10-02 12:00:00,1008,1008,1.0,0.6948896331919282,0.13839028784982466,0.12392056334168833,0.9543415290978596,1,0,0,1,fault,,unknown_review,0.1,0.9423157320271132,82.25825606119567,False,
manufacturer 1,11,2016-10-02 12:00:00,2016-10-02 18:00:00,normal,,,m1_runtime_model,2016-09-25 18:00:00,2016-10-02 18:00:00,1008,1008,1.0,0.5993801243258565,0.10743699835602778,0.08132249977236854,0.9750827850588343,1,0,0,1,fault,,unknown_review,0.1,0.8711576128986739,81.2642815651961,False,
manufacturer 1,11,2016-10-02 18:00:00,2016-10-03 00:00:00,normal,,,m1_runtime_model,2016-09-26 00:00:00,2016-10-03 00:00:00,1008,1008,1.0,0.24731868500222678,0.07320354898484854,0.05565267960052613,5.636426019391548e-06,0,0,0,0,normal,,unknown_review,0.1,0.8787212146013291,27.861946441470938,False,
manufacturer 1,11,2016-10-03 00:00:00,2016-10-03 06:00:00,normal,,,m1_runtime_model,2016-09-26 06:00:00,2016-10-03 06:00:00,1008,1008,1.0,0.36806634006636024,0.07082337580140137,0.054068426771592445,0.0013630781031208571,0,0,0,0,normal,,unknown_review,0.1,0.8283235518562001,26.424675851357648,False,
manufacturer 1,11,2016-10-03 06:00:00,2016-10-03 12:00:00,normal,,,m1_runtime_model,2016-09-26 12:00:00,2016-10-03 12:00:00,1008,1008,1.0,0.7504626034068083,0.09177096403910047,0.09014412386671049,0.8631035156961513,1,0,0,1,fault,,unknown_review,0.1,0.8069878327097543,73.18032834458096,False,
manufacturer 1,11,2016-10-03 12:00:00,2016-10-03 18:00:00,normal,,,m1_runtime_model,2016-09-26 18:00:00,2016-10-03 18:00:00,1008,1008,1.0,0.6129478656107246,0.12097792940271491,0.09393145530064284,0.938130698769209,1,0,0,1,fault,,unknown_review,0.1,0.9097041170437788,80.38831194361987,False,
manufacturer 1,11,2016-10-03 18:00:00,2016-10-04 00:00:00,normal,,,m1_runtime_model,2016-09-27 00:00:00,2016-10-04 00:00:00,1008,1008,1.0,0.21029324139437686,0.08844855659098923,0.10102752114613346,0.000889964742942886,0,0,0,0,normal,,unknown_review,0.1,0.9176826639438652,29.07942797917781,False,
manufacturer 1,11,2016-10-04 00:00:00,2016-10-04 06:00:00,normal,,,m1_runtime_model,2016-09-27 06:00:00,2016-10-04 06:00:00,1008,1008,1.0,0.37180619947584953,0.091912821113048,0.06936148546067683,0.004574262341690833,0,0,0,0,normal,,unknown_review,0.1,0.8917578640978328,28.50432035172798,False,
manufacturer 1,11,2016-10-04 06:00:00,2016-10-04 12:00:00,normal,,,m1_runtime_model,2016-09-27 12:00:00,2016-10-04 12:00:00,1008,1008,1.0,0.6421263821676805,0.07858142714295434,0.03289824386563517,0.9913609908158388,1,0,0,1,fault,,unknown_review,0.1,0.7384321183538911,78.17781804548788,False,
manufacturer 1,11,2016-10-04 12:00:00,2016-10-04 18:00:00,normal,,,m1_runtime_model,2016-09-27 18:00:00,2016-10-04 18:00:00,1008,1008,1.0,0.5057754913889627,0.10517124728426884,0.04794866963034665,0.976706355476357,1,0,0,1,fault,,unknown_review,0.1,0.8717304184363228,81.37076210428933,True,m1_specialist_gate_near_threshold
manufacturer 1,11,2016-10-04 18:00:00,2016-10-05 00:00:00,normal,,,m1_runtime_model,2016-09-28 00:00:00,2016-10-05 00:00:00,1008,1008,1.0,0.09340023703335372,0.08978247650984872,0.12298939564710022,0.0010015777658910954,0,0,0,0,normal,,unknown_review,0.1,0.8361414682739896,26.6393308253437,False,
manufacturer 1,11,2016-10-05 00:00:00,2016-10-05 06:00:00,normal,,,m1_runtime_model,2016-09-28 06:00:00,2016-10-05 06:00:00,1008,1008,1.0,0.3913808017052111,0.15437881878448947,0.10925615859444435,0.1119305125780508,0,0,0,0,normal,,unknown_review,0.1,0.688070767527496,28.298301217617677,False,
manufacturer 1,11,2016-10-05 06:00:00,2016-10-05 12:00:00,normal,,,m1_runtime_model,2016-09-28 12:00:00,2016-10-05 12:00:00,1008,1008,1.0,0.7143795360755879,0.2448944487449989,0.17130620954994857,0.9072289142594524,1,0,0,1,fault,,unknown_review,0.1,0.7313017958956943,73.33664416114073,False,
manufacturer 1,11,2016-10-05 12:00:00,2016-10-05 18:00:00,normal,,,m1_runtime_model,2016-09-28 18:00:00,2016-10-05 18:00:00,1008,1008,1.0,0.44299733943819575,0.13300967105558806,0.0836477800339616,0.8787444386102645,0,0,0,1,normal,,unknown_review,0.1,0.6765806938530621,70.12836493915641,False,
manufacturer 1,11,2016-10-05 18:00:00,2016-10-06 00:00:00,normal,,,m1_runtime_model,2016-09-29 00:00:00,2016-10-06 00:00:00,1008,1008,1.0,0.11939110985831924,0.12371296381691356,0.14943310862609627,0.0005181149399693671,0,0,0,0,normal,,unknown_review,0.1,0.7905056383430488,25.24366547198978,False,
manufacturer 1,11,2016-10-06 00:00:00,2016-10-06 06:00:00,normal,,,m1_runtime_model,2016-09-29 06:00:00,2016-10-06 06:00:00,1008,1008,1.0,0.5845481885294577,0.17404325626575762,0.09002192620172039,0.11339060050293756,1,0,0,0,fault,,unknown_review,0.1,0.7800494216650815,31.13796567761401,False,
manufacturer 1,11,2016-10-06 06:00:00,2016-10-06 12:00:00,normal,,,m1_runtime_model,2016-09-29 12:00:00,2016-10-06 12:00:00,1008,1008,1.0,0.7887292549583252,0.18969885403867995,0.0772998069407017,0.9933560110332117,1,0,0,1,fault,,unknown_review,0.1,0.7017417027735002,77.18683169003165,False,
manufacturer 1,11,2016-10-06 12:00:00,2016-10-06 18:00:00,normal,,,m1_runtime_model,2016-09-29 18:00:00,2016-10-06 18:00:00,1008,1008,1.0,0.5271935054434626,0.1222133861417457,0.05151764949234783,0.994852382532426,1,0,0,1,fault,,unknown_review,0.1,0.8725636918283026,82.39379179413253,True,m1_specialist_gate_near_threshold
manufacturer 1,11,2016-10-06 18:00:00,2016-10-07 00:00:00,normal,,,m1_runtime_model,2016-09-30 00:00:00,2016-10-07 00:00:00,1008,1008,1.0,0.15203376368461402,0.040645527974322866,0.022392094196579764,0.043633387843896976,0,0,0,0,normal,,unknown_review,0.1,0.9262275691333997,31.686663405416326,False,
manufacturer 1,11,2017-10-31 00:00:00,2017-10-31 06:00:00,normal,,,m1_runtime_model,2017-10-24 06:00:00,2017-10-31 06:00:00,1008,1008,1.0,0.7197615477908744,0.09413961279964474,0.06173200192674286,0.8264776923717212,1,0,0,1,fault,,unknown_review,0.1,0.66351346844072,66.86167713366628,False,
manufacturer 1,11,2017-10-31 06:00:00,2017-10-31 12:00:00,normal,,,m1_runtime_model,2017-10-24 12:00:00,2017-10-31 12:00:00,1008,1008,1.0,0.7204138481654925,0.08164903587850658,0.05020041375324606,0.5116683337324571,1,0,0,0,fault,,unknown_review,0.1,0.6664675191218803,49.63578392894156,False,
manufacturer 1,11,2017-10-31 12:00:00,2017-10-31 18:00:00,normal,,,m1_runtime_model,2017-10-24 18:00:00,2017-10-31 18:00:00,1008,1008,1.0,0.5572420391487121,0.18687349541877432,0.14888857414078746,0.7043868258519731,1,0,0,1,fault,,unknown_review,0.1,0.6591857034066013,60.01684652405657,False,
manufacturer 1,11,2017-10-31 18:00:00,2017-11-01 00:00:00,normal,,,m1_runtime_model,2017-10-25 00:00:00,2017-11-01 00:00:00,1008,1008,1.0,0.18404429166785174,0.10019549619130762,0.13698433127057746,0.002871988533340439,0,0,0,0,normal,,unknown_review,0.1,0.6655635076896101,21.624864600022025,False,
manufacturer 1,11,2017-11-01 00:00:00,2017-11-01 06:00:00,normal,,,m1_runtime_model,2017-10-25 06:00:00,2017-11-01 06:00:00,1008,1008,1.0,0.4000355111149034,0.0699974383965612,0.05910558194440159,0.030761292943029536,0,0,0,0,normal,,unknown_review,0.1,0.6704966094829694,23.30676939635571,False,
manufacturer 1,11,2017-11-01 06:00:00,2017-11-01 12:00:00,normal,,,m1_runtime_model,2017-10-25 12:00:00,2017-11-01 12:00:00,1008,1008,1.0,0.7164437971494249,0.15960251943888168,0.0961337001300416,0.980856521500786,1,0,0,1,fault,,unknown_review,0.1,0.6687005277679056,75.5081245155804,False,
manufacturer 1,11,2017-11-01 12:00:00,2017-11-01 18:00:00,normal,,,m1_runtime_model,2017-10-25 18:00:00,2017-11-01 18:00:00,1008,1008,1.0,0.5576949556671463,0.13766990385931116,0.10633199866655528,0.9971952548031451,1,0,0,1,fault,,unknown_review,0.1,0.7386149197189128,78.50418660574037,False,
manufacturer 1,11,2017-11-01 18:00:00,2017-11-02 00:00:00,normal,,,m1_runtime_model,2017-10-26 00:00:00,2017-11-02 00:00:00,1008,1008,1.0,0.15624646555760763,0.10241396893635613,0.10288084639899484,0.0005153292421989483,0,0,0,0,normal,,unknown_review,0.1,0.7010323786339406,22.55931446733916,False,
manufacturer 1,11,2017-11-02 00:00:00,2017-11-02 06:00:00,normal,,,m1_runtime_model,2017-10-26 06:00:00,2017-11-02 06:00:00,1008,1008,1.0,0.6515847355329751,0.1192896176739557,0.08469343795903392,0.07751870348001114,1,0,0,0,fault,,unknown_review,0.1,0.8807583559117272,32.18627936875243,False,
manufacturer 1,11,2017-11-02 06:00:00,2017-11-02 12:00:00,normal,,,m1_runtime_model,2017-10-26 12:00:00,2017-11-02 12:00:00,1008,1008,1.0,0.7534834514781928,0.10540668224764319,0.084162873515426,0.8862880625466248,1,0,0,1,fault,,unknown_review,0.1,0.9668523193622034,79.25141302093047,False,
manufacturer 1,11,2017-11-02 12:00:00,2017-11-02 18:00:00,normal,,,m1_runtime_model,2017-10-26 18:00:00,2017-11-02 18:00:00,1008,1008,1.0,0.6675364433386866,0.10835973073948481,0.08114700049955297,0.945900163532804,1,0,0,1,fault,,unknown_review,0.1,0.9310610939291162,81.45634181217773,False,
manufacturer 1,11,2017-11-02 18:00:00,2017-11-03 00:00:00,normal,,,m1_runtime_model,2017-10-27 00:00:00,2017-11-03 00:00:00,1008,1008,1.0,0.3061993517568909,0.06137046896817001,0.05249697868042747,0.0015841776023214347,0,0,0,0,normal,,unknown_review,0.1,0.9536615604262918,30.196976580916434,False,
manufacturer 1,11,2017-11-03 00:00:00,2017-11-03 06:00:00,normal,,,m1_runtime_model,2017-10-27 06:00:00,2017-11-03 06:00:00,1008,1008,1.0,0.4534799966091719,0.0872628751697584,0.05505556075562084,0.24008280751796457,0,0,0,0,normal,,unknown_review,0.1,0.8893753522865597,41.385814982084845,True,m1_specialist_gate_near_threshold
manufacturer 1,11,2017-11-03 06:00:00,2017-11-03 12:00:00,normal,,,m1_runtime_model,2017-10-27 12:00:00,2017-11-03 12:00:00,1008,1008,1.0,0.7630577169238063,0.06865813733759478,0.05094444964450973,0.03753345195133365,1,0,0,0,fault,,unknown_review,0.1,0.8818873558148451,30.020960531768704,False,
manufacturer 1,11,2017-11-03 12:00:00,2017-11-03 18:00:00,normal,,,m1_runtime_model,2017-10-27 18:00:00,2017-11-03 18:00:00,1008,1008,1.0,0.6968464787909019,0.077100903183483,0.05258314648088099,0.7356522830519538,1,0,0,1,fault,,unknown_review,0.1,0.8885072795280481,68.61609395369891,False,
manufacturer 1,11,2017-11-03 18:00:00,2017-11-04 00:00:00,normal,,,m1_runtime_model,2017-10-28 00:00:00,2017-11-04 00:00:00,1008,1008,1.0,0.3881336512883153,0.029233315027073985,0.03164726045456943,0.0006332715820077117,0,0,0,0,normal,,unknown_review,0.1,0.9276384688450636,29.36398400236233,False,
manufacturer 1,11,2017-11-04 00:00:00,2017-11-04 06:00:00,normal,,,m1_runtime_model,2017-10-28 06:00:00,2017-11-04 06:00:00,1008,1008,1.0,0.5756120200050461,0.03720026897139452,0.026653351262985816,0.03450821664478644,1,0,0,0,fault,,unknown_review,0.1,0.8785119014931677,29.753308960258284,False,
manufacturer 1,11,2017-11-04 06:00:00,2017-11-04 12:00:00,normal,,,m1_runtime_model,2017-10-28 12:00:00,2017-11-04 12:00:00,1008,1008,1.0,0.7470621040195825,0.08218853912923722,0.050067745548200766,0.2428154240633202,1,0,0,0,fault,,unknown_review,0.1,0.7912873806493324,38.59346974296258,False,
manufacturer 1,11,2017-11-04 12:00:00,2017-11-04 18:00:00,normal,,,m1_runtime_model,2017-10-28 18:00:00,2017-11-04 18:00:00,1008,1008,1.0,0.684941119244508,0.10630182666441822,0.060553659964825396,0.6142001362602585,1,0,0,1,fault,,unknown_review,0.1,0.7877306810557213,58.912927925985855,False,
manufacturer 1,11,2017-11-04 18:00:00,2017-11-05 00:00:00,normal,,,m1_runtime_model,2017-10-29 00:00:00,2017-11-05 00:00:00,1008,1008,1.0,0.34893775138762884,0.11666116242334246,0.10548776849195717,0.0004728830431822774,0,0,0,0,normal,,unknown_review,0.1,0.687836832567049,22.16111354438649,False,
manufacturer 1,11,2017-11-05 00:00:00,2017-11-05 06:00:00,normal,,,m1_runtime_model,2017-10-29 06:00:00,2017-11-05 06:00:00,1008,1008,1.0,0.6214830404581413,0.08936283549913393,0.0625536599648254,0.009422024177514837,1,0,0,0,fault,,unknown_review,0.1,0.9002992220795546,29.027187992149955,False,
manufacturer 1,11,2017-11-05 06:00:00,2017-11-05 12:00:00,normal,,,m1_runtime_model,2017-10-29 12:00:00,2017-11-05 12:00:00,1008,1008,1.0,0.7761887184798402,0.08840529594690683,0.0526030990835543,0.03931144462670643,1,0,0,0,fault,,unknown_review,0.1,0.8295352417853152,28.54818670802831,False,
manufacturer 1,11,2017-11-05 12:00:00,2017-11-05 18:00:00,normal,,,m1_runtime_model,2017-10-29 18:00:00,2017-11-05 18:00:00,1008,1008,1.0,0.6145672944671542,0.07957089451562777,0.04138669081482046,0.46665908370732667,1,0,0,0,fault,,unknown_review,0.1,0.81126138781911,51.50409123847627,False,
manufacturer 1,11,2017-11-05 18:00:00,2017-11-06 00:00:00,normal,,,m1_runtime_model,2017-10-30 00:00:00,2017-11-06 00:00:00,1008,1008,1.0,0.2581608308567171,0.05264805574283754,0.04443016907569002,2.557371451139864e-05,0,0,0,0,normal,,unknown_review,0.1,0.7424133581376231,23.773807298426817,False,
manufacturer 1,11,2017-11-06 00:00:00,2017-11-06 06:00:00,normal,,,m1_runtime_model,2017-10-30 06:00:00,2017-11-06 06:00:00,1008,1008,1.0,0.5603944024202988,0.1343200746550416,0.11538141308128182,0.25526961293893774,1,0,0,0,fault,,unknown_review,0.1,0.7691906789977757,38.615549081574855,False,
manufacturer 1,11,2017-11-06 06:00:00,2017-11-06 12:00:00,normal,,,m1_runtime_model,2017-10-30 12:00:00,2017-11-06 12:00:00,1008,1008,1.0,0.6689224862078325,0.090062095902488,0.06822350042134694,0.9958412405554675,1,0,0,1,fault,,unknown_review,0.1,0.7508522666908256,78.79683623127548,False,
manufacturer 1,11,2017-11-06 12:00:00,2017-11-06 18:00:00,normal,,,m1_runtime_model,2017-10-30 18:00:00,2017-11-06 18:00:00,1008,1008,1.0,0.5113465431807764,0.10491178438264247,0.08305061047806604,0.8546701486148518,1,0,0,1,fault,,unknown_review,0.1,0.7302877130916149,70.4154895665653,True,m1_specialist_gate_near_threshold
